C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST07:44:19

dec< 0&rah >=17.0&rah< 17.25&(cat='NGC'|Vmag< 11)
-------------------------------------------------

Number of objects : 6815

 #  |                                               identifier                                                |                 typ                  |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm         |  Mag V  |  spec. type   |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|--------------------------------------|---------------------------------------|-----------------------------------|-------------------|---------|---------------|---------------|-----|----------------|-----------------------|--------|-------------------
5426|HD 329554                                                                                                |Star                                  |17 13 05.0497324776 -44 24 02.444364936|343.5219727957485 -03.1217237048053|   0.149 -2.318    |10.43    |K5             |    ~     ~    |    1| 1216.989   pc  | -27.5478    +27.5478  |paral   |2020yCat.1350....0G
5427|HD 329592                                                                                                |Star                                  |17 13 09.0015321360 -45 08 55.412026224|342.9213335877764 -03.5691309471463|  -2.236 -3.544    |10.23    |K0             |    ~     ~    |    1| 1406.470   pc  | -33.2330    +33.2330  |paral   |2020yCat.1350....0G
5428|HD 329682                                                                                                |Star                                  |17 13 26.2393134888 -44 46 51.378679452|343.2499825241660 -03.3952395660477|   -3.767 3.605    |10.26    |K5             |    ~     ~    |    0|                |                       |        |                   
5429|HD 153980                                                                                                |Star                                  |17 05 02.2576234800 -46 58 17.435235864|340.6147712425655 -03.5206744484106|-12.796 -29.834    |7.54     |B7/8V          |    ~     ~    |    1|  190.556   pc  |  -3.7437     +3.7437  |paral   |2020yCat.1350....0G
5430|HD 154552                                                                                                |Star                                  |17 08 26.7562181088 -47 04 47.137295712|340.8768266528955 -04.0504973737598|  16.826 -1.643    |9.13     |A5II           |    ~     ~    |    0|                |                       |        |                   
5431|[SC96] Mis 263                                                                                           |Star                                  |17 05 06.0 -46 58 00                   |340.6251 -03.5262                  |            ~ ~    |6.55     |~              |    ~     ~    |    0|                |                       |        |                   
5432|AKARI-IRC-V1 J1708491-465525                                                                             |Long-Period Variable Candidate        |17 08 49.1193966216 -46 55 25.885603452|341.0403584693008 -04.0088636654058|   1.655 -1.452    |10.10    |~              |    ~     ~    |    1| 1186.38    pc  | -49.8254    +49.8254  |paral   |2020yCat.1350....0G
5433|HD 329584                                                                                                |Star                                  |17 09 44.0733408000 -44 44 29.173516512|342.8941506063204 -02.8408580157533|   0.908 -7.250    |10.86    |B8             |    ~     ~    |    1|  856.164   pc  | -15.0269    +15.0269  |paral   |2020yCat.1350....0G
5434|HD 329470                                                                                                |Star                                  |17 06 24.7010635560 -44 56 19.185959868|342.3834925363365 -02.4863746186406| -8.977 -14.972    |10.55    |A3             |    ~     ~    |    1|  550.116   pc  |  -5.2354     +5.2354  |paral   |2020yCat.1350....0G
5435|HD 329583                                                                                                |Star                                  |17 09 48.2125081176 -44 46 08.474781576|342.8792001279151 -02.8670856549565|  -5.846 -2.229    |10.76    |M0             |    ~     ~    |    1|  720.150   pc  |  -7.3643     +7.3643  |paral   |2020yCat.1350....0G
5436|HD 329341                                                                                                |Star                                  |17 04 34.8577461048 -44 45 28.709111664|342.3316144687980 -02.1186100107181|  -1.247 -5.848    |10.80    |A0             |    ~     ~    |    0|                |                       |        |                   
5437|HD 329576                                                                                                |Star                                  |17 09 17.4741114456 -44 42 56.782642968|342.8679825542549 -02.7622745869227| -9.669 -14.801    |10.40    |K2             |    ~     ~    |    1|  626.763   pc  |  -5.9710     +5.9710  |paral   |2020yCat.1350....0G
5438|HD 329466                                                                                                |Star                                  |17 07 40.5729500112 -44 58 17.629062816|342.4914912455176 -02.6850973285253| -18.915 -6.053    |10.33    |G0             |    ~     ~    |    1|  181.831   pc  |  -0.6050     +0.6050  |paral   |2020yCat.1350....0G
5439|HD 329563                                                                                                |Star                                  |17 09 32.4021070176 -44 27 52.406271504|343.0965826980211 -02.6485652856740| -8.033 -14.859    |10.72    |F8             |    ~     ~    |    1|  474.947   pc  |  -3.3836     +3.3836  |paral   |2020yCat.1350....0G
5440|HD 329453                                                                                                |Star                                  |17 05 41.2125558696 -44 33 17.611321500|342.6124775811611 -02.1524677205239|-10.734 -10.550    |10.99    |A5             |    ~     ~    |    1|  687.238   pc  | -10.5322    +10.5322  |paral   |2020yCat.1350....0G
5441|HD 329579                                                                                                |Star                                  |17 09 00.2833518912 -44 50 44.409620364|342.7331701218562 -02.7986940081232|    3.271 3.113    |10.96    |F0             |    ~     ~    |    1|  376.180   pc  |  -2.1227     +2.1227  |paral   |2020yCat.1350....0G
5442|HD 329361                                                                                                |Star                                  |17 04 41.8474235160 -44 55 47.004238236|342.2073779451735 -02.2390741264609| -9.179 -11.927    |10.34    |F8             |    ~     ~    |    1|  317.632   pc  |  -3.8742     +3.8742  |paral   |2020yCat.1350....0G
5443|HD 329433                                                                                                |High Proper Motion Star               |17 05 57.8383550112 -44 14 57.620708340|342.8862388406284 -02.0076725001256|-38.567 -48.413    |10.29    |G0             |    ~     ~    |    1|  225.028   pc  |  -0.8406     +0.8406  |paral   |2020yCat.1350....0G
5444|HD 329332                                                                                                |Star                                  |17 03 23.8804542816 -44 32 38.376864528|342.3738493253542 -01.8215082210691|  -2.240 -1.790    |10.82    |A5             |    ~     ~    |    1|  979.336   pc  | -19.6615    +19.6615  |paral   |2020yCat.1350....0G
