C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST08:32:14

dec >=0&rah >=20.75&rah< 21.0&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 7691

 #  |                              identifier                              |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |    spec. type    |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|----------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|------------------|---------------|-----|----------------|-----------------------|--------|-------------------
7009|TYC 2176-345-1                                                        |Star                              |20 55 50.0036516520 +26 11 16.030334616|071.1067989316138 -12.1970677240824|  -6.121 -6.650   |10.88    |~                 |    ~     ~    |    1|  743.660   pc  |  -7.2447     +7.2447  |paral   |2020yCat.1350....0G
7010|TYC 2176-881-1                                                        |Star                              |20 58 12.2316224808 +25 16 15.498162876|070.7182819398123 -13.1879722135293|  3.289 -18.113   |10.97    |~                 |    ~     ~    |    1|  639.427   pc  |  -5.1517     +5.1517  |paral   |2020yCat.1350....0G
7011|TYC 2176-1369-1                                                       |Star                              |20 59 54.9825683808 +24 36 30.821652900|070.4400459842454 -13.9065280265059|    3.882 3.450   |10.80    |~                 |    ~     ~    |    1|  771.903   pc  | -10.0696    +10.0696  |paral   |2020yCat.1350....0G
7012|TYC 2178-56-1                                                         |Star                              |20 46 19.0009346544 +27 40 47.343007092|070.9640925309769 -09.6076572128758| -9.518 -17.906   |10.36    |~                 |    ~     ~    |    1|  608.791   pc  |  -4.5587     +4.5587  |paral   |2020yCat.1350....0G
7013|TYC 2178-1371-1                                                       |Star                              |20 47 12.6492505704 +27 03 18.970334388|070.5855660756339 -10.1465475502300|  -1.895 -4.906   |10.97    |~                 |    ~     ~    |    1| 1053.852   pc  | -21.9900    +21.9900  |paral   |2020yCat.1350....0G
7014|TYC 2178-1773-1                                                       |Star                              |20 47 07.0745739984 +26 50 55.706721864|070.4066821558093 -10.2563637976652|   0.354 -6.282   |10.74    |~                 |    ~     ~    |    1| 1548.467   pc  | -38.6038    +38.6038  |paral   |2020yCat.1350....0G
7015|TYC 2178-2581-1                                                       |Star                              |20 46 41.9369938104 +26 46 13.893475764|070.2856831976850 -10.2301152530779|   1.186 -3.439   |10.91    |~                 |    ~     ~    |    1|  914.077   pc  | -12.7002    +12.7002  |paral   |2020yCat.1350....0G
7016|TYC 2179-273-1                                                        |Star                              |20 51 40.2814653768 +28 06 58.850618760|072.0536178904748 -10.2698855948201|  -2.578 -8.952   |10.73    |~                 |    ~     ~    |    1| 1454.757   pc  | -30.2633    +30.2633  |paral   |2020yCat.1350....0G
7017|TYC 2179-463-1                                                        |Star                              |20 50 17.1346046544 +28 05 56.962252104|071.8471815340225 -10.0410022326101|    1.480 0.318   |10.98    |~                 |    ~     ~    |    1| 1039.285   pc  | -13.9335    +13.9335  |paral   |2020yCat.1350....0G
7018|TYC 2179-564-1                                                        |Star                              |20 48 39.6431000736 +27 29 08.271514932|071.1316146244972 -10.1370442662724| -4.258 -15.627   |10.96    |~                 |    ~     ~    |    1|  755.858   pc  |  -8.3413     +8.3413  |paral   |2020yCat.1350....0G
7019|TYC 2179-761-1                                                        |Star                              |20 48 36.0065255712 +27 52 11.971872084|071.4308494485928 -09.8899016317894|  -2.878 -6.010   |10.88    |~                 |    ~     ~    |    0|                |                       |        |                   
7020|TYC 2179-891-1                                                        |Star                              |20 48 16.8453502464 +27 21 23.533573860|070.9755200029139 -10.1498873744916|    1.121 7.014   |10.94    |~                 |    ~     ~    |    1|  808.211   pc  | -42.1318    +42.1318  |paral   |2020yCat.1350....0G
7021|TYC 2179-1145-1                                                       |Star                              |20 54 48.0506048496 +27 20 31.030166580|071.8781711192198 -11.2943633385536|  -7.189 -0.328   |10.95    |~                 |    ~     ~    |    1|  980.873   pc  | -13.9506    +13.9506  |paral   |2020yCat.1350....0G
7022|TYC 2179-1248-1                                                       |Star                              |20 55 22.3608792864 +26 31 17.782259016|071.3068776089125 -11.9075830647253|    8.597 3.985   |10.93    |~                 |    ~     ~    |    1|  898.311   pc  | -11.1361    +11.1361  |paral   |2020yCat.1350....0G
7023|TYC 2179-1720-1                                                       |Star                              |20 49 32.1251556528 +26 25 18.052176720|070.4001309427374 -10.9450232161400|  -4.530 -7.548   |10.69    |~                 |    ~     ~    |    1| 1166.317   pc  | -47.3383    +47.3383  |paral   |2020yCat.1350....0G
7024|TYC 2179-1789-1                                                       |Star                              |20 52 33.8978499936 +27 20 43.565611812|071.5649192512664 -10.9044290556412|  -0.892 -1.788   |10.85    |~                 |    ~     ~    |    1| 2111.486   pc  |-114.1344   +114.1344  |paral   |2020yCat.1350....0G
7025|TYC 2179-2184-1                                                       |Star                              |20 52 12.3077651232 +26 59 11.739522084|071.2279225882431 -11.0648311268439|      -6.3 -3.5   |10.74    |~                 |    ~     ~    |    0|                |                       |        |                   
7026|TYC 2179-2228-1                                                       |Star                              |20 47 32.2183134240 +27 09 07.634365524|070.7085051283172 -10.1446840191678|    5.981 0.505   |10.93    |~                 |    ~     ~    |    1| 1705.321   pc  | -45.3666    +45.3666  |paral   |2020yCat.1350....0G
7027|TYC 2179-2356-1                                                       |Star                              |20 54 00.7414655544 +26 55 11.712750420|071.4303937904191 -11.4214833982201|   1.327 -0.209   |10.74    |~                 |    ~     ~    |    1|  902.772   pc  | -22.7384    +22.7384  |paral   |2020yCat.1350....0G
7028|TYC 2180-165-1                                                        |Star                              |20 57 37.0993094376 +27 40 58.885441284|072.5498783838918 -11.5647706351858|    3.498 1.123   |10.91    |~                 |    ~     ~    |    1| 1029.760   pc  | -13.9974    +13.9974  |paral   |2020yCat.1350....0G
7029|TYC 2180-229-1                                                        |Star                              |20 57 56.7675008256 +27 24 04.437121032|072.3740741946501 -11.7993901420238| -15.006 -2.085   |10.90    |~                 |    ~     ~    |    1|  956.480   pc  | -13.9973    +13.9973  |paral   |2020yCat.1350....0G
7030|TYC 2180-248-1                                                        |Star                              |20 59 03.4038217320 +27 58 11.757791820|072.9822600922729 -11.6284381112165|    0.399 0.033   |10.73    |~                 |    ~     ~    |    1|  831.255   pc  |  -8.0845     +8.0845  |paral   |2020yCat.1350....0G
7031|TYC 2180-256-1                                                        |Star                              |20 58 34.5210770784 +27 56 18.481084296|072.8884640032137 -11.5664032482474|  -2.896 -3.644   |10.97    |~                 |    ~     ~    |    1| 1790.190   pc  | -55.1222    +55.1222  |paral   |2020yCat.1350....0G
7032|TYC 2180-414-1                                                        |Star                              |20 59 08.0353225416 +27 38 48.814770156|072.7387714161569 -11.8470998239186| -16.723 -0.656   |10.98    |~                 |    ~     ~    |    1|  925.412   pc  | -10.2766    +10.2766  |paral   |2020yCat.1350....0G
7033|TYC 2180-582-1                                                        |Star                              |20 57 14.2172936496 +27 38 02.891233320|072.4567125247157 -11.5302858101302|    9.544 4.117   |10.82    |~                 |    ~     ~    |    1| 1244.091   pc  | -18.8827    +18.8827  |paral   |2020yCat.1350....0G
7034|TYC 2180-682-1                                                        |Star                              |20 56 53.7564094800 +27 18 43.540489116|072.1530228747987 -11.6749770529528|  -6.663 -8.876   |10.76    |~                 |    ~     ~    |    1| 2417.795   pc  |-109.3152   +109.3152  |paral   |2020yCat.1350....0G
7035|TYC 2180-831-1                                                        |Star                              |20 57 14.3115001056 +26 20 30.041576520|071.4317584449342 -12.3456925825541|  -1.299 -2.179   |10.85    |~                 |    ~     ~    |    1| 1273.074   pc  | -22.6901    +22.6901  |paral   |2020yCat.1350....0G
7036|TYC 2180-1530-1                                                       |Star                              |20 59 43.2590873184 +26 50 26.414158884|072.1868528980000 -12.4602159349291|   12.453 0.993   |10.98    |~                 |    ~     ~    |    1|  743.439   pc  |  -8.3458     +8.3458  |paral   |2020yCat.1350....0G
7037|TYC 2182-471-1                                                        |Star                              |20 46 23.8194298080 +28 08 24.273922920|071.3442943052877 -09.3402324550701|    4.247 3.095   |10.92    |~                 |    ~     ~    |    1| 1289.990   pc  | -20.9673    +20.9673  |paral   |2020yCat.1350....0G
7038|TYC 2182-546-1                                                        |Star                              |20 45 02.6667843648 +28 11 57.498229932|071.2073671992024 -09.0680315757664|  -2.652 -2.940   |10.66    |~                 |    ~     ~    |    1| 2605.524   pc  |-104.5468   +104.5468  |paral   |2020yCat.1350....0G
7039|TYC 2182-1091-1                                                       |Star                              |20 45 41.0423039784 +29 13 56.630329320|072.1216456824155 -08.5477969514979|    1.625 2.952   |10.93    |~                 |    ~     ~    |    1| 1291.489   pc  | -23.5180    +23.5180  |paral   |2020yCat.1350....0G
7040|TYC 2182-1387-1                                                       |Star                              |20 46 21.5885302488 +28 52 16.021872300|071.9244041402540 -08.8859151660882|  -2.239 -0.118   |10.98    |~                 |    ~     ~    |    1|  755.401   pc  |  -6.5052     +6.5052  |paral   |2020yCat.1350....0G
7041|TYC 2182-1988-1                                                       |Star                              |20 46 39.4464939936 +28 48 11.452198212|071.9105721459441 -08.9790664962610|   -9.988 4.357   |10.86    |~                 |    ~     ~    |    1|  962.186   pc  | -29.8108    +29.8108  |paral   |2020yCat.1350....0G
7042|TYC 2183-30-1                                                         |Star                              |20 49 18.7482174120 +29 08 48.208748244|072.5470919565007 -09.2243934375080|   7.696 -7.778   |10.95    |~                 |    ~     ~    |    1|  222.064   pc  |  -0.9320     +0.9320  |paral   |2020yCat.1350....0G
7043|TYC 2183-31-1                                                         |Star                              |20 52 35.0941341576 +29 54 49.228858224|073.6043102801631 -09.3028491686509|     -3.3 -13.8   |10.94    |~                 |    ~     ~    |    0|                |                       |        |                   
