C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.23CEST03:43:58

Vmag< 11&dec >=0&rah >=0.75&rah< 1.0
------------------------------------

Number of objects : 4837

 #  |                              identifier                              |              typ              |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |     spec. type     |   ang. size   
----|----------------------------------------------------------------------|-------------------------------|---------------------------------------|-----------------------------------|------------------|---------|--------------------|---------------
2005|HD 5500                                                               |Star                           |00 59 07.4163614760 +77 27 57.753723924|123.3627479077556 +14.6007247091776|  10.224 -1.184   |8.86     |A0                  |    ~     ~    
2006|BD+75 43                                                              |High Proper Motion Star        |00 50 17.9424622296 +76 33 32.402366244|122.8638102369697 +13.6874036948687| 42.254 -59.979   |9.78     |G5                  |    ~     ~    
2007|BD+75 44                                                              |Star                           |00 55 05.8453586784 +76 15 05.585687784|123.1554135024351 +13.3813920153216|   9.162 -7.622   |10.18    |F0                  |    ~     ~    
2008|HD 5391                                                               |Star                           |00 57 51.3516607824 +76 00 26.275702320|123.3302704634448 +13.1405154062684| 15.430 -12.270   |8.74     |A2                  |    ~     ~    
2009|BD+75 40                                                              |Star                           |00 46 43.4521448808 +75 53 04.442414604|122.6369763284234 +13.0155193077027|  40.640 17.131   |10.48    |G                   |    ~     ~    
2010|BD+75 41                                                              |Star                           |00 46 43.3046589672 +75 56 50.234139276|122.6380328056183 +13.0782309645634| 16.259 -15.409   |9.25     |K2                  |    ~     ~    
2011|BD+77 31                                                              |Star                           |00 55 11.1469438344 +78 03 11.939641740|123.1328853133775 +15.1830314060412|   -0.049 5.647   |8.63     |K8                  |    ~     ~    
2012|TYC 4493-669-1                                                        |Star                           |00 48 28.6529100528 +76 22 11.646841332|122.7525704685280 +13.4991852568140|   36.478 8.492   |10.22    |G5                  |    ~     ~    
2013|HD 4381                                                               |Star                           |00 48 02.5935236976 +76 33 13.676020056|122.7288240948594 +13.6833900285878| -14.262 -2.910   |8.49     |A0                  |    ~     ~    
2014|TYC 4497-874-1                                                        |Star                           |00 54 29.5508904744 +77 47 03.864214500|123.0991346693462 +14.9136508679521| 15.939 -15.375   |10.92    |G3V                 |    ~     ~    
2015|IRAS 00481+7706                                                       |Star                           |00 51 49.5350290440 +77 22 56.831782836|122.9537938211418 +14.5107221492421|    4.632 2.216   |9.04     |~                   |    ~     ~    
2016|TYC 4493-416-1                                                        |Star                           |00 53 10.9463242128 +75 44 20.248296900|123.0421285205321 +12.8675835645302| 10.515 -24.560   |10.15    |~                   |    ~     ~    
2017|TYC 4493-512-1                                                        |Star                           |00 59 04.8142979064 +75 30 10.397725848|123.4219949029996 +12.6384131725889|  18.840 -7.054   |10.31    |~                   |    ~     ~    
2018|TYC 4493-558-1                                                        |Star                           |00 48 53.3052449424 +76 07 26.962780188|122.7748919393709 +13.2531860992377|   1.485 -4.484   |10.41    |~                   |    ~     ~    
2019|TYC 4493-624-1                                                        |High Proper Motion Star        |00 57 21.1833272544 +75 48 44.829245700|123.3037836362257 +12.9449760052974| 100.381 10.250   |10.41    |~                   |    ~     ~    
2020|TYC 4493-660-1                                                        |Star                           |00 56 06.4499812272 +75 59 57.553038132|123.2219207992312 +13.1302020772548|-16.110 -21.762   |10.90    |~                   |    ~     ~    
2021|TYC 4493-862-1                                                        |Star                           |00 59 24.4532550552 +75 46 06.620593332|123.4343366613074 +12.9045331527483|   6.434 14.043   |10.84    |~                   |    ~     ~    
2022|TYC 4493-872-1                                                        |Star                           |00 54 13.9486227384 +76 08 35.623544604|123.1038346648251 +13.2724139794512|   -0.600 4.057   |10.52    |~                   |    ~     ~    
2023|TYC 4493-873-1                                                        |Star                           |00 57 09.1341704064 +76 18 47.029816296|123.2794428081911 +13.4451721867958|  18.805 -3.471   |10.86    |~                   |    ~     ~    
2024|TYC 4493-960-1                                                        |Star                           |00 58 48.7219169328 +75 34 46.412203116|123.4024944824938 +12.7145493780658|   3.370 -1.325   |10.80    |~                   |    ~     ~    
2025|TYC 4493-996-1                                                        |Star                           |00 57 27.2297776944 +75 45 07.757763480|123.3116002749041 +12.8848424495008|   -0.005 1.060   |10.94    |~                   |    ~     ~    
2026|TYC 4493-1114-1                                                       |Spectroscopic Binary           |00 59 21.4736387304 +76 14 18.959072244|123.4159640568887 +13.3742961736941|   2.132 -5.836   |10.51    |~                   |    ~     ~    
2027|TYC 4493-1186-1                                                       |Star                           |00 49 34.0167059784 +76 42 03.946854240|122.8211190159952 +13.8297512985285| -4.272 -10.351   |9.59     |~                   |    ~     ~    
2028|TYC 4497-383-1                                                        |Star                           |00 59 23.7136128576 +78 01 07.323584412|123.3596896391384 +15.1535630168181|   9.676 -6.523   |9.64     |~                   |    ~     ~    
2029|TYC 4497-904-1                                                        |Star                           |00 55 37.4316472848 +77 28 09.094343124|123.1665390914323 +14.5993521891768| -1.519 -19.421   |10.72    |~                   |    ~     ~    
2030|TYC 4497-1225-1                                                       |Star                           |00 57 35.1753462240 +77 24 31.315887324|123.2780514484680 +14.5410834938665|   8.825 -4.548   |10.42    |~                   |    ~     ~    
2031|TYC 4497-1260-1                                                       |Star                           |00 50 28.0711880568 +77 11 15.254108052|122.8764218120868 +14.3159275425616|   27.100 0.718   |10.90    |~                   |    ~     ~    
2032|TYC 4497-1475-1                                                       |Star                           |00 57 39.3674513040 +77 16 13.700914644|123.2855436810174 +14.4029945363279| 17.892 -16.394   |10.43    |~                   |    ~     ~    
