C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST08:33:15

dec< 0&rah >=20.75&rah< 21.0&(cat='NGC'|Vmag< 11)
-------------------------------------------------

Number of objects : 4200

 #  |                                               identifier                                                |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |   spec. type   |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|----------------|---------------|-----|----------------|-----------------------|--------|-------------------
3765|CPD-64 4077                                                                                              |Star                              |20 49 41.0330611320 -63 43 22.063001340|331.8026010366991 -37.1031399349845|    4.849 1.098   |10.14    |~               |    ~     ~    |    1| 1299.100   pc  |-108.3000   +108.3000  |ST-L    |2020AJ....160...83S
3766|HD 198359                                                                                                |Star                              |20 53 02.2343812776 -63 37 00.498357588|331.8163412330818 -37.4896329220564| -1.214 -11.161   |9.80     |A1Vn            |    ~     ~    |    1| 1050.751   pc  | -18.8797    +18.8797  |paral   |2020yCat.1350....0G
3767|HD 198563                                                                                                |Star                              |20 54 20.0754431664 -62 50 07.841104224|332.7253826026129 -37.8270665117201|   6.280 -4.332   |7.24     |K1III           |    ~     ~    |    1|  249.925   pc  |  -1.0868     +1.0868  |paral   |2020yCat.1350....0G
3768|CPD-63 4611                                                                                              |High Proper Motion Star           |20 46 27.1070586722 -63 23 40.941265289|332.3064303441676 -36.8292035941500|-276.930 -246.002 |10.28    |~               |    ~     ~    |    1|  150.496   pc  |  -0.3306     +0.3306  |paral   |2020yCat.1350....0G
3769|CPD-63 4618                                                                                              |Star                              |20 54 03.1705046688 -62 39 07.324639236|332.9605863897708 -37.8410999283390|  -33.941 0.687   |10.30    |~               |    ~     ~    |    1|  388.207   pc  |  -9.3390     +9.3390  |ST-L    |2020AJ....160...83S
3770|CPD-63 4615                                                                                              |Star                              |20 51 30.1051398360 -62 32 47.980470660|333.1786570690341 -37.5813147074796| -2.573 -12.538   |10.49    |~               |    ~     ~    |    1|  368.453   pc  |  -7.6520     +7.6520  |ST-L    |2020AJ....160...83S
3771|CD-63 1493                                                                                               |Star                              |20 58 38.5942668864 -62 54 36.488149056|332.4728909132401 -38.2823285320855| -30.497 -7.086   |9.66     |~               |    ~     ~    |    1|  395.413   pc  |  -2.1733     +2.1733  |paral   |2020yCat.1350....0G
3772|HD 199342                                                                                                |Star                              |20 59 41.0257854552 -62 52 38.317948212|332.4724916587609 -38.4053162602276|   24.086 6.610   |6.86     |K3III           |    ~     ~    |    1|  236.144   pc  |  -0.9982     +0.9982  |paral   |2020yCat.1350....0G
3773|CD-63 1494                                                                                               |Star                              |20 58 43.7935528344 -62 48 48.740710500|332.5881501649111 -38.3176390494072|  18.853 -3.751   |9.79     |~               |    ~     ~    |    1|  459.242   pc  |  -2.6996     +2.6996  |paral   |2020yCat.1350....0G
3774|CD-62 1341                                                                                               |Star                              |20 56 37.3576147824 -62 12 16.324681500|333.4176286280231 -38.2399836844170|  15.016 -3.429   |9.87     |~               |    ~     ~    |    1|  142.091   pc  |  -1.7220     +1.7220  |ST-L    |2020AJ....160...83S
3775|HD 198377                                                                                                |Star                              |20 53 01.1465554272 -62 18 11.564583336|333.4256062862177 -37.8091727561384| 24.157 -12.586   |9.72     |G8/K0III        |    ~     ~    |    1|  584.488   pc  |  -5.0561     +5.0561  |paral   |2020yCat.1350....0G
3776|TYC 9105-862-1                                                                                           |Star                              |20 54 04.5687699096 -61 52 59.976005808|333.9058596505446 -38.0284071662088|   3.441 -8.354   |10.29    |~               |    ~     ~    |    1|  789.952   pc  |  -8.7987     +8.7987  |paral   |2020yCat.1350....0G
3777|TYC 9104-1068-1                                                                                          |Star                              |20 51 21.8862382872 -61 58 19.121742228|333.8896657917736 -37.6975820954163|  11.520 -0.452   |10.37    |~               |    ~     ~    |    1|  922.204   pc  | -35.1500    +35.1500  |ST-L    |2020AJ....160...83S
3778|TYC 9101-116-1                                                                                           |High Proper Motion Star           |20 52 14.2197462720 -61 51 45.922426920|333.9948280734205 -37.8222977858504| 15.267 -52.931   |10.72    |~               |    ~     ~    |    1|  428.131   pc  | -10.3700    +10.3700  |ST-L    |2020AJ....160...83S
3779|TYC 9101-106-1                                                                                           |Star                              |20 54 48.5969118312 -61 39 27.385483536|334.1586658442741 -38.1658765147140|   1.677 -0.903   |10.73    |~               |    ~     ~    |    1|  243.795   pc  |  -0.8975     +0.8975  |paral   |2020yCat.1350....0G
3780|HD 199152                                                                                                |Star                              |20 58 08.8198065216 -61 36 29.330123868|334.0975375615871 -38.5624357152107|  9.853 -19.123   |9.01     |F3V             |    ~     ~    |    1|  234.578   pc  |  -3.2650     +3.2650  |ST-L    |2020AJ....160...83S
3781|TYC 9100-1377-1                                                                                          |Star                              |20 49 25.3504450584 -61 21 17.707745160|334.7136893381153 -37.6067944214287|   2.210 -6.558   |10.617   |~               |    ~     ~    |    1|  931.040   pc  | -36.2300    +36.2300  |ST-L    |2020AJ....160...83S
3782|TYC 9101-1208-1                                                                                          |Star                              |20 54 40.6099806312 -60 54 45.739886472|335.0863138818277 -38.3218928366121|    5.821 0.937   |10.76    |~               |    ~     ~    |    1| 1107.788   pc  | -18.5306    +18.5306  |paral   |2020yCat.1350....0G
3783|HD 198475                                                                                                |Star                              |20 53 29.3221403664 -60 30 16.496923032|335.6343376730284 -38.2699630213231|  23.443 25.173   |9.57     |G0V             |    ~     ~    |    1|  144.900   pc  |  -0.3800     +0.3800  |paral   |2020yCat.1350....0G
3784|SCR J2055-6001                                                                                           |Star                              |20 55 43.9468990128 -60 01 46.082254368|336.1497928231401 -38.6443998761485|    3.169 0.947   |10.45    |~               |    ~     ~    |    1| 1458.780   pc  |-109.1000   +109.1000  |ST-L    |2020AJ....160...83S
3785|TYC 9101-1007-1                                                                                          |Star                              |20 53 45.7399714512 -60 05 36.628092816|336.1371622330601 -38.3905809658192| -5.813 -35.251   |10.71    |~               |    ~     ~    |    1|  339.662   pc  |  -8.8374     +8.8374  |paral   |2020yCat.1350....0G
3786|HD 197430                                                                                                |Star                              |20 46 26.0328893400 -58 55 57.505964376|337.8070040916993 -37.6963575627919|   1.375 -1.738   |9.23     |F0V             |    ~     ~    |    1|  335.435   pc  |  -2.7004     +2.7004  |paral   |2020yCat.1350....0G
