C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST08:42:07

dec >=0&rah >=21.75&rah< 22.0&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 6448

 #  |                                               identifier                                                |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |   spec. type   |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|----------------|---------------|-----|----------------|-----------------------|--------|-------------------
102 |HD 208455                                                                                                |Star                              |21 55 17.6501613192 +43 10 19.879543956|092.0603187155420 -08.8957605628433|  -3.621 -7.337   |7.95     |K5              |    ~     ~    |    1|  778.089   pc  |  -9.2630     +9.2630  |paral   |2020yCat.1350....0G
103 |HD 208564                                                                                                |Star                              |21 56 03.4361161440 +43 19 21.813826872|092.2653407980801 -08.8651149886505|  -2.466 -2.399   |8.99     |A               |    ~     ~    |    1|  842.957   pc  | -13.1457    +13.1457  |paral   |2020yCat.1350....0G
104 |BD+42 4255                                                                                               |Spectroscopic Binary              |21 56 21.9978052272 +42 50 56.949759096|092.0108554530674 -09.2704644832186| -4.567 -12.831   |10.35    |F0              |    ~     ~    |    1|  491.884   pc  |  -3.3873     +3.3873  |paral   |2020yCat.1350....0G
105 |HD 208787                                                                                                |Star                              |21 57 38.9396565288 +43 13 04.000277892|092.4289775443850 -09.1274964519619|-25.022 -36.390   |7.89     |G0              |    ~     ~    |    1|   80.685   pc  |  -0.1595     +0.1595  |paral   |2020yCat.1350....0G
106 |HD 208861                                                                                                |Star                              |21 58 01.9715167896 +43 08 58.754846652|092.4418802580066 -09.2243214734955|  32.346 -6.657   |7.79     |A2              |    ~     ~    |    1|  155.695   pc  |  -0.5769     +0.5769  |paral   |2020yCat.1350....0G
107 |BD+42 4258                                                                                               |Star                              |21 58 09.2672833272 +42 57 10.621101852|092.3361908070801 -09.3925708134007|   4.035 -0.734   |9.64     |A2              |    ~     ~    |    1|  411.743   pc  |  -5.5776     +5.5776  |paral   |2020yCat.1350....0G
108 |HD 208878                                                                                                |Star                              |21 58 11.1507025416 +43 14 19.634065224|092.5199355959335 -09.1715462811316|   3.887 -6.837   |7.422    |B9              |    ~     ~    |    1|  459.559   pc  |  -6.0190     +6.0190  |paral   |2020yCat.1350....0G
109 |BD+42 4263                                                                                               |Star                              |21 59 30.4378950000 +42 50 58.930365444|092.4692330195467 -09.6267122558632|    3.756 6.592   |9.36     |K5              |    ~     ~    |    1|  761.093   pc  |  -7.6463     +7.6463  |paral   |2020yCat.1350....0G
110 |BD+42 4266                                                                                               |Star                              |21 59 51.5000985936 +42 46 49.556388540|092.4775090455082 -09.7209253029468|   5.434 -0.303   |8.95     |B8              |    ~     ~    |    1|  778.574   pc  | -16.6092    +16.6092  |paral   |2020yCat.1350....0G
111 |BD+41 4282                                                                                               |Star                              |21 50 10.8271072776 +42 33 05.176041120|090.9285553952004 -08.7827614934010|   16.849 6.650   |9.19     |K2              |    ~     ~    |    1|  537.201   pc  | -12.6112    +12.6112  |paral   |2020yCat.1350....0G
112 |BD+41 4290                                                                                               |Star                              |21 51 46.1882688936 +42 31 37.134057972|091.1408743419339 -08.9884440876218|   -2.461 7.002   |9.32     |G0              |    ~     ~    |    1|  977.708   pc  | -29.8245    +29.8245  |paral   |2020yCat.1350....0G
113 |BD+41 4293                                                                                               |Star                              |21 52 05.9874448320 +42 39 06.720742512|091.2687083097268 -08.9306516354180|  15.000 10.519   |8.47     |K5              |    ~     ~    |    1|  804.570   pc  | -11.7815    +11.7815  |paral   |2020yCat.1350....0G
114 |HD 208004                                                                                                |Star                              |21 52 14.1540902160 +42 38 42.256075920|091.2839116371818 -08.9517948277171|  -1.423 -4.176   |8.81     |A3              |    ~     ~    |    1|  725.268   pc  | -12.9926    +12.9926  |paral   |2020yCat.1350....0G
115 |HD 208056                                                                                                |Star                              |21 52 31.3873345368 +42 24 18.795717036|091.1711807929805 -09.1707365081351|  38.507 12.752   |8.58     |F0              |    ~     ~    |    1|  177.211   pc  |  -0.5119     +0.5119  |paral   |2020yCat.1350....0G
116 |BD+41 4316                                                                                               |Star                              |21 56 10.3443360144 +42 30 13.786008768|091.7640787120096 -09.5179444877527|  10.464 -5.676   |9.45     |A2              |    ~     ~    |    1|  298.258   pc  |  -1.1120     +1.1120  |paral   |2020yCat.1350....0G
117 |BD+41 4317                                                                                               |Star                              |21 56 36.9534172632 +42 35 20.521858956|091.8827077738176 -09.5023541438002| -4.328 -15.371   |9.30     |K0              |    ~     ~    |    1|  477.168   pc  | -17.7825    +17.7825  |paral   |2020yCat.1350....0G
118 |BD+41 4321                                                                                               |Spectroscopic Binary              |21 57 03.2445125808 +42 19 16.285124244|091.7775447157849 -09.7622060329021|  39.696 13.083   |9.33     |K0              |    ~     ~    |    1|  339.478   pc  |  -6.6612     +6.6612  |paral   |2020yCat.1350....0G
119 |BD+41 4323                                                                                               |Star                              |21 57 07.4780328744 +42 22 25.337089560|091.8210700338538 -09.7292278511102|  -6.628 -5.552   |8.05     |K0              |    ~     ~    |    1|  285.771   pc  |  -1.2903     +1.2903  |paral   |2020yCat.1350....0G
120 |HD 208699                                                                                                |Star                              |21 57 05.9428571736 +42 36 58.519844892|091.9704283862699 -09.5364329919335|   2.929 -0.878   |7.96     |A0              |    ~     ~    |    1|  372.232   pc  |  -3.1452     +3.1452  |paral   |2020yCat.1350....0G
121 |BD+41 4337                                                                                               |Star                              |21 59 26.7619269192 +42 28 29.763827688|092.2260508236248 -09.9150593595913|  19.326 11.654   |9.57     |A5              |    ~     ~    |    1|  350.398   pc  |  -1.7066     +1.7066  |paral   |2020yCat.1350....0G
122 |BD+41 4338                                                                                               |Star                              |21 59 26.7351196920 +42 36 51.612478956|092.3131511548734 -09.8052001777306|  2.723 -36.965   |9.17     |K0              |    ~     ~    |    1|  256.089   pc  |  -3.8562     +3.8562  |paral   |2020yCat.1350....0G
123 |V* CS Lac                                                                                                |Eclipsing Binary                  |21 59 42.7271256576 +42 34 15.672476136|092.3253203104817 -09.8695344622292|  -3.700 -3.976   |9.52     |B5V             |    ~     ~    |    1| 1785.395   pc  | -59.6088    +59.6088  |paral   |2020yCat.1350....0G
124 |BD+41 4310                                                                                               |High Proper Motion Star           |21 55 31.1225382216 +42 00 28.322557128|091.3534414270002 -09.8289871214021|  98.185 17.767   |9.69     |G0              |    ~     ~    |    1|   93.341   pc  |  -0.1002     +0.1002  |paral   |2020yCat.1350....0G
