C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST05:15:54

dec >=0&rah >=0.25&rah< 0.5&(cat='NGC'|Vmag< 11)
------------------------------------------------

Number of objects : 4911

 #  |                                               identifier                                                |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |       pm        |  Mag V  |    spec. type    |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|-----------------|---------|------------------|---------------|-----|----------------|-----------------------|--------|-------------------
2763|TYC 1180-902-1                                                                                           |High Proper Motion Star           |00 29 19.6527222384 +16 12 29.241092916|115.2333132047618 -46.3328543112531| -52.881 -6.099  |10.95    |~                 |    ~     ~    |    1|  215.202   pc  |  -0.7271     +0.7271  |paral   |2020yCat.1350....0G
2764|TYC 1180-909-1                                                                                           |Star                              |00 28 50.0241153096 +16 36 27.346380084|115.1358710647769 -45.9217059333303|   44.313 6.889  |10.99    |~                 |    ~     ~    |    1|  247.494   pc  |  -1.3231     +1.3231  |paral   |2020yCat.1350....0G
2765|TYC 1180-913-1                                                                                           |Star                              |00 29 51.2978466168 +16 02 37.627227240|115.3863766136829 -46.5115111677899|  13.844 12.306  |10.64    |~                 |    ~     ~    |    1|  313.391   pc  |  -1.3848     +1.3848  |paral   |2020yCat.1350....0G
2766|TYC 1180-1016-1                                                                                          |High Proper Motion Star           |00 28 56.2823068752 +16 01 03.576149544|115.0640128356242 -46.5100755654895|  73.200 -3.683  |10.62    |~                 |    ~     ~    |    1|  155.579   pc  |  -0.4066     +0.4066  |paral   |2020yCat.1350....0G
2767|TYC 1180-1407-1                                                                                          |High Proper Motion Star           |00 24 54.9335013072 +15 19 07.894184052|113.5218487616748 -47.0677181546266|-64.609 -122.060 |10.77    |~                 |    ~     ~    |    1|  139.204   pc  |  -0.3856     +0.3856  |paral   |2020yCat.1350....0G
2768|TYC 1180-1669-1                                                                                          |Star                              |00 28 50.0261549640 +15 03 02.244680388|114.8457714402464 -47.4659151423436|-20.384 -13.701  |10.30    |~                 |    ~     ~    |    1|  601.793   pc  |  -6.3377     +6.3377  |paral   |2020yCat.1350....0G
2769|TYC 1180-1674-1                                                                                          |Star                              |00 26 11.4785865432 +15 02 48.536804328|113.9109585162412 -47.3822385631681|  -2.935 -5.504  |10.26    |~                 |    ~     ~    |    1| 1850.824   pc  | -75.0195    +75.0195  |paral   |2020yCat.1350....0G
2770|TYC 1179-890-1                                                                                           |Star                              |00 15 59.0516730528 +17 06 14.958290556|110.9241579364113 -44.9393875763208| 25.932 -30.533  |10.44    |G0                |    ~     ~    |    1|  233.579   pc  |  -1.2440     +1.2440  |paral   |2020yCat.1350....0G
2771|BD+16 20                                                                                                 |Star                              |00 19 56.7696757128 +17 04 40.453965228|112.2344859475587 -45.1387283981402|   7.430 16.497  |10.12    |F5                |    ~     ~    |    1|  269.339   pc  |  -4.4469     +4.4469  |paral   |2020yCat.1350....0G
2772|AG+16 35                                                                                                 |Long-Period Variable Candidate    |00 21 50.7234631464 +16 50 00.771235188|112.8125551985484 -45.4559544938376|  1.786 -19.630  |10.10    |K0                |    ~     ~    |    1| 3448.28    pc  |-211.653    +211.653   |paral   |2020yCat.1350....0G
2773|HD 1764                                                                                                  |High Proper Motion Star           |00 21 57.3322104600 +16 52 36.991879572|112.8596907575603 -45.4174362818983| 71.528 -60.609  |7.58     |F5                |    ~     ~    |    1|   63.311   pc  |  -0.0810     +0.0810  |paral   |2020yCat.1350....0G
2774|BD+18 16                                                                                                 |Star                              |00 15 03.5853649272 +19 04 25.594384152|111.1526869996146 -42.9643924256567| -8.874 -16.498  |9.75     |F8                |    ~     ~    |    1|  155.265   pc  |  -0.3929     +0.3929  |paral   |2020yCat.1350....0G
2775|BD+18 18                                                                                                 |Double or Multiple Star           |00 15 07.743 +19 06 51.47              |111.185263 -42.927768              |    -12.8 -12.0  |8.5      |G5                |    ~     ~    |    0|                |                       |        |                   
2776|V* EY Psc                                                                                                |Eclipsing Binary                  |00 15 38.7959346504 +18 54 04.539322044|111.2939703516929 -43.1602290726141|  15.921 16.111  |9.18     |G0(N)             |    ~     ~    |    1|  153.200   pc  |  -0.6619     +0.6619  |paral   |2020yCat.1350....0G
2777|HD 1291                                                                                                  |Star                              |00 17 10.4455841640 +19 06 29.043232344|111.8323592344512 -43.0240069553970| 10.095 -10.278  |9.43     |G0                |    ~     ~    |    1|  240.431   pc  |  -1.0463     +1.0463  |paral   |2020yCat.1350....0G
2778|BD+18 26                                                                                                 |Star                              |00 18 17.2906143408 +18 56 40.001126604|112.1472661771097 -43.2320486977996|-20.163 -20.180  |9.27     |K0                |    ~     ~    |    1|  619.003   pc  |  -7.8166     +7.8166  |paral   |2020yCat.1350....0G
2779|HD 1407                                                                                                  |Star                              |00 18 18.4221512832 +19 24 15.892360164|112.2635705430604 -42.7799884702277| -16.329 -3.813  |8.93     |G0                |    ~     ~    |    1|   80.847   pc  |  -0.1157     +0.1157  |paral   |2020yCat.1350....0G
2780|BD+18 31                                                                                                 |Star                              |00 19 55.7683876656 +19 23 59.869676832|112.7764333720857 -42.8496135455895|  17.598 11.101  |10.34    |K0                |    ~     ~    |    1|  523.862   pc  |  -4.7477     +4.7477  |paral   |2020yCat.1350....0G
2781|BD+18 34                                                                                                 |Star                              |00 22 16.4173188720 +19 07 45.719826744|113.4639069690211 -43.2055819146425|    8.041 3.732  |9.54     |K0                |    ~     ~    |    1|  553.006   pc  |  -5.0460     +5.0460  |paral   |2020yCat.1350....0G
2782|HD 1642                                                                                                  |High Proper Motion Star           |00 20 50.1587738640 +18 28 55.650061452|112.8585415991620 -43.7902552436072|  74.924 19.895  |7.640    |G5                |    ~     ~    |    1|  151.688   pc  |  -0.4786     +0.4786  |paral   |2020yCat.1350....0G
2783|HD 1180                                                                                                  |High Proper Motion Star           |00 16 07.9476480888 +18 08 10.160651040|111.2497482767319 -43.9332904368394| 36.714 -68.319  |9.41     |G                 |    ~     ~    |    1|  130.632   pc  |  -1.1519     +1.1519  |paral   |2020yCat.1350....0G
2784|BD+17 23                                                                                                 |Star                              |00 17 11.5102758672 +18 10 42.138984072|111.6040151124843 -43.9388304169911| -4.964 -12.822  |10.25    |K0                |    ~     ~    |    1|  780.214   pc  | -10.9572    +10.9572  |paral   |2020yCat.1350....0G
