C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST07:22:32

dec< 0&rah >=14.5&rah< 14.75&(cat='NGC'|Vmag< 11)
-------------------------------------------------

Number of objects : 5942

 #  |                                               identifier                                                |                 typ                  |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm         |  Mag V  |  spec. type   |   ang. size   |#Dist| distance Q unit|   err-        err+      | method |     reference     
----|---------------------------------------------------------------------------------------------------------|--------------------------------------|---------------------------------------|-----------------------------------|-------------------|---------|---------------|---------------|-----|----------------|-------------------------|--------|-------------------
5569|TYC 7818-1573-1                                                                                          |High Proper Motion Star               |14 39 53.3303851488 -44 14 55.276003680|322.6321440379307 +14.4352218046646|-20.232 -52.046    |10.86    |~              |    ~     ~    |    1|  245.423   pc  |  -1.5540     +1.5540    |paral   |2020yCat.1350....0G
5570|TYC 7831-1460-1                                                                                          |Star                                  |14 41 19.8219324816 -44 01 01.542995616|322.9752217291962 +14.5362146116832|-14.596 -11.584    |10.46    |~              |    ~     ~    |    1|  555.370   pc  |  -8.7287     +8.7287    |paral   |2020yCat.1350....0G
5571|HD 127100                                                                                                |Star                                  |14 30 44.5546741872 -45 51 30.000666564|320.4410769758749 +13.6102241526808| -21.337 -8.365    |8.70     |K0III          |    ~     ~    |    1|  266.610   pc  |  -1.5922     +1.5922    |paral   |2020yCat.1350....0G
5572|HD 127274                                                                                                |Star                                  |14 31 49.0833677040 -45 16 04.402063776|320.8550880742931 +14.0818917794991| -25.591 -3.955    |8.64     |F0V            |    ~     ~    |    1|  296.016   pc  |  -1.8927     +1.8927    |paral   |2020yCat.1350....0G
5573|V* IR Lup                                                                                                |Long-Period Variable Candidate        |14 32 46.4965069176 -45 06 22.349787156|321.0802887797844 +14.1647870373636|  -5.917 -4.794    |8.61     |M2/3III        |    ~     ~    |    1|  902.527   pc  | -22.8075    +22.8075    |paral   |2020yCat.1350....0G
5574|HD 127567                                                                                                |Star                                  |14 33 30.7990393536 -45 02 05.559842436|321.2328595955872 +14.1789647201436| -1.841 -13.065    |9.08     |K0III          |    ~     ~    |    1|  380.460   pc  |  -3.1121     +3.1121    |paral   |2020yCat.1350....0G
5575|TYC 8278-23-1                                                                                            |Star                                  |14 31 57.1316938968 -45 05 57.526490616|320.9452603356584 +14.2279464129131| -11.531 -0.352    |10.98    |~              |    ~     ~    |    1| 1815.871   pc  | -60.3422    +60.3422    |paral   |2020yCat.1350....0G
5576|HD 127153                                                                                                |High Proper Motion Star               |14 31 01.4272809384 -43 50 53.431571040|321.2912982028223 +15.4448626460516|-143.480 -2.011    |8.76     |G0V            |    ~     ~    |    1|   75.713   pc  |  -0.1238     +0.1238    |paral   |2020yCat.1350....0G
5577|HD 127139                                                                                                |Star                                  |14 30 59.4233773296 -43 51 09.007366068|321.2837978874700 +15.4432162951842|-12.550 -19.444    |10.33    |F8/G0V         |    ~     ~    |    1|  235.605   pc  |  -1.0713     +1.0713    |paral   |2020yCat.1350....0G
5578|CD-43 9198                                                                                               |High Proper Motion Star               |14 37 20.5597007184 -44 10 05.393460792|322.2376081318600 +14.6976377589286|-40.516 -49.019    |10.03    |G8V            |    ~     ~    |    1|   86.822   pc  |  -2.4446     +2.4446    |paral   |2020yCat.1350....0G
5579|TYC 7818-1600-1                                                                                          |Star                                  |14 35 13.2728733168 -44 20 27.119082516|321.8062255520079 +14.6942133132407|   6.451 -0.446    |10.87    |~              |    ~     ~    |    1|  828.775   pc  | -11.9515    +11.9515    |paral   |2020yCat.1350....0G
5580|HD 128876                                                                                                |Star                                  |14 40 42.1695276936 -43 26 44.560984020|323.1193579624318 +15.1018243439479|  -14.225 1.850    |9.85     |B9/A0V         |    ~     ~    |    1|  949.668   pc  | -22.9075    +22.9075    |paral   |2020yCat.1350....0G
5581|TYC 7818-1114-1                                                                                          |Star                                  |14 33 31.5752500752 -43 33 12.390591564|321.8431119869521 +15.5379195436277| -13.910 -4.897    |10.44    |~              |    ~     ~    |    1|  574.482   pc  |  -6.3036     +6.3036    |paral   |2020yCat.1350....0G
5582|TYC 7818-316-1                                                                                           |Star                                  |14 36 37.3536079128 -43 25 10.404730200|322.4323940442600 +15.4337913179325| -46.298 -2.262    |10.56    |~              |    ~     ~    |    1|  202.269   pc  |  -2.0825     +2.0825    |paral   |2020yCat.1350....0G
5583|HD 127465                                                                                                |Star                                  |14 32 47.2202414184 -43 06 52.670926296|321.8959814201498 +15.9940295962515|-20.077 -15.574    |9.46     |K1III          |    ~     ~    |    1|  525.873   pc  |  -6.1945     +6.1945    |paral   |2020yCat.1350....0G
5584|TYC 7814-330-1                                                                                           |Star                                  |14 33 36.3001908408 -42 53 04.374322656|322.1340377106058 +16.1456155891048| -8.717 -12.161    |10.290   |~              |    ~     ~    |    1| 1061.220   pc  | -80.6300    +80.6300    |ST-L    |2020AJ....160...83S
5585|TYC 7814-320-1                                                                                           |Star                                  |14 38 14.3592537984 -43 01 16.351951836|322.8813891931301 +15.6753190558110|  -6.654 -6.004    |10.76    |~              |    ~     ~    |    1|  547.345   pc  |  -5.9917     +5.9917    |paral   |2020yCat.1350....0G
5586|TYC 7831-639-1                                                                                           |Star                                  |14 44 36.5783219016 -43 47 22.613651088|323.6271268020576 +14.4876376295447|-32.511 -17.202    |10.87    |~              |    ~     ~    |    1|  194.606   pc  |  -0.7991     +0.7991    |paral   |2020yCat.1350....0G
5587|CD-42 9593                                                                                               |Star                                  |14 43 57.2434385520 -43 08 17.686107240|323.8095368655647 +15.1258628354689|  -15.206 4.565    |9.85     |~              |    ~     ~    |    1|  900.820   pc  | -21.4230    +21.4230    |paral   |2020yCat.1350....0G
5588|TYC 7827-2081-1                                                                                          |Star                                  |14 41 17.4954152976 -42 41 55.888700820|323.5493790851903 +15.7323028104993| 25.103 -15.100    |10.63    |~              |    ~     ~    |    1|  331.246   pc  |  -1.9860     +1.9860    |paral   |2020yCat.1350....0G
5589|CD-41 9022                                                                                               |High Proper Motion Star               |14 40 47.0824 -42 32 27.631            |323.5315221 +15.9148312            |105.920 -41.081    |10.24    |~              |    ~     ~    |    0|                |                         |        |                   
5590|HD 129528                                                                                                |Star                                  |14 44 14.6628919392 -41 34 15.343156056|324.5710072074985 +16.5124576378184| -21.209 -7.806    |10.00    |A3/5(II)(+F)   |    ~     ~    |    1|  289.084   pc  |  -6.6521     +6.6521    |paral   |2020yCat.1350....0G
5591|HD 128911                                                                                                |Star                                  |14 40 54.5113284720 -41 36 34.606789308|323.9667502762987 +16.7476477142972|  -9.971 -6.122    |10.32    |A3II/III       |    ~     ~    |    1|  455.332   pc  |  -4.0221     +4.0221    |paral   |2020yCat.1350....0G
5592|TYC 7823-2093-1                                                                                          |Star                                  |14 41 42.0377918424 -41 10 49.179932004|324.2995053726884 +17.0716780665815|   -7.325 1.111    |10.34    |~              |    ~     ~    |    1|  968.429   pc  | -16.6938    +16.6938    |paral   |2020yCat.1350....0G
5593|TYC 7823-1373-1                                                                                          |Star                                  |14 43 44.8878466368 -40 42 40.346875188|324.8775045435284 +17.3260095861741|-32.470 -24.746    |10.63    |~              |    ~     ~    |    1|  320.626   pc  |  -2.3336     +2.3336    |paral   |2020yCat.1350....0G
5594|TYC 7823-1077-1                                                                                          |Star                                  |14 42 04.5305567808 -40 38 53.791596240|324.6071580664599 +17.5209135172950|  -20.566 5.250    |10.96    |~              |    ~     ~    |    1|  302.902   pc  |  -1.6882     +1.6882    |paral   |2020yCat.1350....0G
5595|HD 127138                                                                                                |High Proper Motion Star               |14 30 53.2681259328 -42 49 43.888187136|321.6803350167678 +16.3933667526899|-82.648 -30.697    |9.72     |G8V            |    ~     ~    |    1|  214.225   pc  |  -0.9408     +0.9408    |paral   |2020yCat.1350....0G
5596|CD-41 8855                                                                                               |Star                                  |14 32 04.0599913776 -42 31 44.224785444|322.0110766480834 +16.5841260139929| -17.110 -2.970    |10.36    |~              |    ~     ~    |    1|  573.460   pc  |  -5.6563     +5.6563    |paral   |2020yCat.1350....0G
5597|TYC 7814-1776-1                                                                                          |Star                                  |14 30 14.2086603048 -42 28 59.091281400|321.7057192651766 +16.7584632039082|  0.865 -11.300    |10.98    |~              |    ~     ~    |    1|  373.972   pc  |  -3.0209     +3.0209    |paral   |2020yCat.1350....0G
5598|TYC 7814-1656-1                                                                                          |Star                                  |14 30 21.5464405704 -42 12 46.574502264|321.8372513897433 +16.9985587951192|  -8.708 -5.965    |10.25    |~              |    ~     ~    |    1| 1619.958   pc  | -51.4356    +51.4356    |paral   |2020yCat.1350....0G
5599|CD-41 8851                                                                                               |Star                                  |14 31 48.1888076136 -41 46 14.087763552|322.2771595454506 +17.3001874453311|    8.908 0.555    |10.401   |~              |    ~     ~    |    1|  726.489   pc  | -41.9200    +41.9200    |ST-L    |2020AJ....160...83S
5600|TYC 7814-1059-1                                                                                          |Star                                  |14 32 23.6835279240 -41 22 25.854101580|322.5486264004923 +17.6204656202135|  -7.961 -4.999    |10.82    |~              |    ~     ~    |    1|  468.472   pc  |  -5.0916     +5.0916    |paral   |2020yCat.1350....0G
5601|TYC 7810-1363-1                                                                                          |Star                                  |14 33 17.1139331520 -40 50 32.343626760|322.9335987759918 +18.0404112745079|   -3.501 4.150    |10.93    |~              |    ~     ~    |    1|  812.348   pc  | -11.3504    +11.3504    |paral   |2020yCat.1350....0G
5602|CD-39 9113                                                                                               |Star                                  |14 40 50.6870591112 -40 20 58.063120692|324.5209329264944 +17.8914298674956|  -5.932 -7.499    |10.19    |~              |    ~     ~    |    1| 1315.270   pc  | -38.5776    +38.5776    |paral   |2020yCat.1350....0G
5603|HD 128758                                                                                                |Star                                  |14 39 51.1351979328 -39 54 52.971032052|324.5365652054617 +18.3655345154183| -17.806 -3.811    |9.98     |A0II           |    ~     ~    |    1|  282.630   pc  |  -4.3614     +4.3614    |paral   |2020yCat.1350....0G
5604|TYC 7810-1039-1                                                                                          |Star                                  |14 34 16.9464627456 -40 15 47.243088684|323.3628801226690 +18.4933681732110| -11.984 -3.196    |10.69    |~              |    ~     ~    |    1|  491.521   pc  |  -6.7404     +6.7404    |paral   |2020yCat.1350....0G
5605|HD 127970                                                                                                |Star                                  |14 35 26.3981040168 -39 41 07.209531204|323.8264427677482 +18.9295352279078|-11.818 -15.711    |9.11     |G8/K0III       |    ~     ~    |    1|  429.037   pc  |  -4.4362     +4.4362    |paral   |2020yCat.1350....0G
5606|TYC 7810-1220-1                                                                                          |High Proper Motion Star               |14 38 29.5072189416 -39 50 54.884666508|324.3171360203862 +18.5363157541801| -5.314 -75.953    |10.93    |~              |    ~     ~    |    1|  136.963   pc  |  -1.5880     +1.5880    |ST-L    |2020AJ....160...83S
5607|TYC 7806-1337-1                                                                                          |Star                                  |14 39 21.4871480568 -39 17 01.622197356|324.7301611703037 +18.9766769539038|  -7.402 -6.289    |10.589   |~              |    ~     ~    |    1|  881.679   pc  | -16.6354    +16.6354    |paral   |2020yCat.1350....0G
5608|TYC 7823-56-1                                                                                            |Star                                  |14 44 15.0400989672 -39 33 55.668767436|325.4986878386136 +18.3120267587495|  -6.015 -5.677    |10.819   |~              |    ~     ~    |    1| 1580.500   pc  |-160.4000   +160.4000    |ST-L    |2020AJ....160...83S
5609|CD-38 9537                                                                                               |Spectroscopic Binary                  |14 38 52.5118931424 -38 38 48.183954468|324.9283518004569 +19.5928507399852|  -6.938 -5.182    |9.68     |~              |    ~     ~    |    1|  683.522   pc  | -45.4200    +45.4200    |ST-L    |2020AJ....160...83S
5610|TYC 7819-302-1                                                                                           |High Proper Motion Star               |14 44 24.0699043536 -38 11 58.304172696|326.1688450209259 +19.5222950565192|-31.884 -51.027    |10.30    |~              |    ~     ~    |    1|   82.583   pc  |  -1.6934     +1.6934    |paral   |2020yCat.1350....0G
5611|TYC 7819-1197-1                                                                                          |Star                                  |14 41 00.5665478232 -38 01 27.226980228|325.6149244048825 +19.9739908846487|   7.101 -0.943    |10.54    |~              |    ~     ~    |    1|  420.009   pc  |  -3.4223     +3.4223    |paral   |2020yCat.1350....0G
5612|CD-39 8982                                                                                               |Star                                  |14 32 06.4923909816 -39 44 54.581489124|323.1800695076190 +19.1323089473326|  5.115 -13.887    |10.577   |~              |    ~     ~    |    1|  392.157   pc  | -12.0400    +12.0400    |ST-L    |2020AJ....160...83S
5613|HD 127707                                                                                                |Star                                  |14 33 54.0905394216 -39 39 53.922019068|323.5496755777555 +19.0694144900671|-25.898 -15.938    |9.01     |K2/3III        |    ~     ~    |    1|  431.854   pc  |  -4.5132     +4.5132    |paral   |2020yCat.1350....0G
5614|HD 127510                                                                                                |Star                                  |14 32 57.4119695880 -39 20 27.512352780|323.5125446796246 +19.4394856506231|   -6.644 5.199    |9.63     |F7/8V          |    ~     ~    |    1|  331.290   pc  |  -2.1951     +2.1951    |paral   |2020yCat.1350....0G
5615|TYC 7806-925-1                                                                                           |Star                                  |14 35 00.0090621288 -39 00 55.059218316|324.0371302979590 +19.5749982158458|-19.189 -13.613    |10.628   |~              |    ~     ~    |    1|  770.796   pc  | -73.0500    +73.0500    |ST-L    |2020AJ....160...83S
5616|TYC 7806-395-1                                                                                           |High Proper Motion Star               |14 35 32.6415146520 -38 16 16.630155840|324.4677114128529 +20.2081574252407|-79.086 -14.909    |10.84    |~              |    ~     ~    |    1|  103.340   pc  |  -0.1228     +0.1228    |paral   |2020yCat.1350....0G
5617|CD-37 9517                                                                                               |Star                                  |14 34 26.1252433368 -38 01 36.139142964|324.3642713224359 +20.5210779376077| -14.079 -3.054    |10.51    |~              |    ~     ~    |    1|  836.050   pc  | -11.4633    +11.4633    |paral   |2020yCat.1350....0G
5618|TYC 7806-1366-1                                                                                          |Star                                  |14 32 32.4784863096 -38 16 05.325595284|323.8960716982443 +20.4531657534047| -13.593 -2.673    |10.59    |~              |    ~     ~    |    1|  843.455   pc  | -16.9317    +16.9317    |paral   |2020yCat.1350....0G
5619|HD 127591                                                                                                |Star                                  |14 33 19.2908106096 -38 07 40.214362368|324.1065110870615 +20.5189137301669| 12.589 -14.671    |10.18    |A9V            |    ~     ~    |    1|  233.574   pc  |  -1.0257     +1.0257    |paral   |2020yCat.1350....0G
5620|TYC 7806-858-1                                                                                           |Star                                  |14 33 03.9058805256 -37 40 37.305182460|324.2541911219357 +20.9510143259100| -17.768 -9.955    |10.67    |~              |    ~     ~    |    1|  833.889   pc  | -14.7419    +14.7419    |paral   |2020yCat.1350....0G
5621|CD-37 9465                                                                                               |Star                                  |14 30 41.4758912304 -38 06 46.724335380|323.6072913452464 +20.7415165714773|-19.394 -10.489    |10.60    |~              |    ~     ~    |    1|  481.394   pc  |  -4.4958     +4.4958    |paral   |2020yCat.1350....0G
5622|CD-37 9599                                                                                               |Star                                  |14 40 35.4375656592 -37 41 42.017738748|325.6883292509603 +20.3063657796783|    2.303 4.093    |10.49    |~              |    ~     ~    |    1| 1563.477   pc  | -37.4003    +37.4003    |paral   |2020yCat.1350....0G
5623|CD-36 9557                                                                                               |High Proper Motion Star               |14 42 22.2263478360 -37 12 21.592765260|326.2560801094577 +20.5908079739641|-226.542 -110.386  |10.76    |~              |    ~     ~    |    1|   68.142   pc  |  -0.0882     +0.0882    |paral   |2020yCat.1350....0G
5624|TYC 7806-2-1                                                                                             |Star                                  |14 35 10.7943607416 -37 37 37.635090600|324.6843422666862 +20.8237362339477|  -2.059 -5.971    |10.86    |~              |    ~     ~    |    1|  861.475   pc  | -10.3157    +10.3157    |paral   |2020yCat.1350....0G
5625|HD 127894                                                                                                |Star                                  |14 34 56.5961312568 -37 12 15.490559376|324.8272750390659 +21.2276953634437|   -6.257 4.315    |7.15     |K0/1III        |    ~     ~    |    1|  275.391   pc  |  -1.7822     +1.7822    |paral   |2020yCat.1350....0G
5626|CD-36 9480                                                                                               |Star                                  |14 35 52.0148064768 -36 53 00.411240336|325.1511958347845 +21.4418932706088|-11.678 -10.883    |10.27    |~              |    ~     ~    |    1|  545.762   pc  |  -4.6466     +4.6466    |paral   |2020yCat.1350....0G
5627|HD 127777                                                                                                |Star                                  |14 34 14.7874397832 -37 06 42.513355764|324.7329967893212 +21.3695209276887| -13.392 -7.851    |10.09    |F0V            |    ~     ~    |    1|  462.813   pc  | -14.8866    +14.8866    |paral   |2020yCat.1350....0G
5628|CD-35 9659                                                                                               |Star                                  |14 37 15.3185357040 -36 07 28.891527600|325.7696529140627 +22.0106431926712|-12.309 -15.943    |10.53    |~              |    ~     ~    |    1|  414.456   pc  | -13.9480    +13.9480    |paral   |2020yCat.1350....0G
5629|CD-36 9406                                                                                               |Star                                  |14 30 44.6107783656 -37 01 32.413750968|324.0850403342138 +21.7335140779556|   4.699 -6.965    |10.745   |F5             |    ~     ~    |    1|  368.382   pc  | -11.9200    +11.9200    |ST-L    |2020AJ....160...83S
5630|HD 127292                                                                                                |Star                                  |14 31 32.9969033016 -36 52 21.900789480|324.3102623241624 +21.8083275471441|  16.713 -3.819    |9.78     |F6V            |    ~     ~    |    1|  148.779   pc  |  -1.4985     +1.4985    |paral   |2020yCat.1350....0G
5631|TYC 7307-1082-1                                                                                          |Star                                  |14 32 45.3045723672 -36 16 14.980840356|324.8137644013863 +22.2589066125652|   -9.530 0.093    |10.80    |~              |    ~     ~    |    1| 1133.401   pc  | -20.5536    +20.5536    |paral   |2020yCat.1350....0G
5632|CD-35 9570                                                                                               |Star                                  |14 30 51.7852668792 -35 57 18.362780424|324.5758673995106 +22.7031742150483|   3.713 -5.163    |10.13    |K1             |    ~     ~    |    1|  306.551   pc  |  -1.5224     +1.5224    |paral   |2020yCat.1350....0G
5633|HD 127968                                                                                                |Star                                  |14 35 21.0951325704 -36 08 14.461686384|325.3882124502495 +22.1622791751363|-17.246 -11.892    |9.58     |A2IV/V         |    ~     ~    |    1|  472.322   pc  |  -4.8856     +4.8856    |paral   |2020yCat.1350....0G
5634|HD 127748                                                                                                |Star                                  |14 34 06.0614764392 -35 09 33.947173440|325.5835568180131 +23.1564490789062|-37.258 -31.124    |9.26     |K1III          |    ~     ~    |    1|  418.655   pc  |  -5.5211     +5.5211    |paral   |2020yCat.1350....0G
5635|TYC 7303-1978-1                                                                                          |Star                                  |14 32 49.2249014760 -34 45 36.744699096|325.5054138483855 +23.6287613528930| -8.899 -12.950    |10.82    |~              |    ~     ~    |    1| 1026.062   pc  | -14.6340    +14.6340    |paral   |2020yCat.1350....0G
5636|HD 127254                                                                                                |Star                                  |14 31 13.0869384888 -34 40 52.055124060|325.2135600954078 +23.8367921010003| -9.713 -14.412    |7.78     |A0V            |    ~     ~    |    1|  204.182   pc  |  -1.9970     +1.9970    |paral   |2020yCat.1350....0G
5637|HD 128120                                                                                                |Variable Star                         |14 36 06.6545157600 -34 54 21.577265964|326.1057539840671 +23.2119720580424|  -9.176 12.878    |7.59     |M1/2III        |    ~     ~    |    1|  634.035   pc  | -10.5726    +10.5726    |paral   |2020yCat.1350....0G
5638|HD 128466                                                                                                |Star                                  |14 37 57.7602323112 -34 28 54.231714336|326.6788822946106 +23.4307955106348|   -4.127 4.158    |9.964    |G6/8V          |    ~     ~    |    1|  672.596   pc  | -25.9100    +25.9100    |ST-L    |2020AJ....160...83S
5639|V* V1009 Cen                                                                                             |BY Dra Variable                       |14 33 25.7760395520 -34 32 37.713261264|325.7283651042546 +23.7731486739747|-29.041 -30.427    |10.11    |G9IV           |    ~     ~    |    1|   96.014   pc  |  -0.2729     +0.2729    |paral   |2020yCat.1350....0G
5640|TYC 7304-573-1                                                                                           |Star                                  |14 37 41.4513078336 -33 52 53.195333448|326.9089458164039 +23.9957179721831|  -4.933 -5.003    |10.97    |~              |    ~     ~    |    1| 1012.761   pc  | -16.7187    +16.7187    |paral   |2020yCat.1350....0G
5641|CD-32 10296                                                                                              |Long-Period Variable                  |14 41 42.5694529032 -33 30 55.487664684|327.9065001980975 +23.9533926240486|  -5.708 -3.473    |10.54    |~              |    ~     ~    |    1| 1220.256   pc  | -63.8792    +63.8792    |paral   |2020yCat.1350....0G
5642|CD-32 10335                                                                                              |High Proper Motion Star               |14 44 29.8045252656 -32 40 34.761906660|328.8960079328871 +24.4331455173205|-59.060 -48.321    |9.91     |~              |    ~     ~    |    1|  468.450   pc  |  -3.8622     +3.8622    |paral   |2020yCat.1350....0G
5643|HD 128690                                                                                                |Star                                  |14 39 11.6912713488 -33 04 39.866252232|327.6055383854244 +24.5797970724788|-15.358 -15.813    |9.67     |K1III          |    ~     ~    |    1|  497.587   pc  |  -4.9519     +4.9519    |paral   |2020yCat.1350....0G
5644|CD-31 11434                                                                                              |Star                                  |14 44 51.6817215912 -32 10 05.543175720|329.2305681423331 +24.8474267448146| -18.154 -3.381    |9.80     |K0             |    ~     ~    |    1|  579.677   pc  |  -5.0068     +5.0068    |paral   |2020yCat.1350....0G
5645|CD-32 10182                                                                                              |Star                                  |14 32 26.5397803080 -33 12 41.358575880|326.1369326910041 +25.0687873752714|   -9.187 1.643    |10.53    |~              |    ~     ~    |    1|  709.723   pc  |  -9.0164     +9.0164    |paral   |2020yCat.1350....0G
5646|TYC 7300-2378-1                                                                                          |Star                                  |14 35 18.1487802720 -32 39 20.433272796|326.9983564752575 +25.3167464303630|  -1.702 -2.793    |10.68    |~              |    ~     ~    |    1|  437.464   pc  |  -4.0763     +4.0763    |paral   |2020yCat.1350....0G
5647|TYC 7299-1035-1                                                                                          |Star                                  |14 31 20.7900333408 -32 28 17.180997924|326.2482666968745 +25.8372565361895| -13.591 -6.678    |10.76    |~              |    ~     ~    |    1| 1057.090   pc  | -71.9200    +71.9200    |ST-L    |2020AJ....160...83S
5648|CD-31 11270                                                                                              |Star                                  |14 32 22.7910517152 -31 55 15.779411832|326.7265108787316 +26.2447913868810|  -10.078 2.084    |10.443   |~              |    ~     ~    |    1|  223.141   pc  |  -4.4550     +4.4550    |ST-L    |2020AJ....160...83S
5649|HD 128281                                                                                                |Star                                  |14 36 54.8981073600 -32 35 18.363526728|327.3688880231986 +25.2299592173101|  1.496 -11.791    |10.02    |G8III          |    ~     ~    |    1|  512.295   pc  |  -6.5087     +6.5087    |paral   |2020yCat.1350....0G
5650|HD 128613                                                                                                |Star                                  |14 38 49.5774516360 -32 12 38.889744660|327.9536443282025 +25.3909969089945| -23.687 -0.336    |10.09    |G0V            |    ~     ~    |    1|  315.216   pc  |  -7.1490     +7.1490    |ST-L    |2020AJ....160...83S
5651|HD 128581                                                                                                |Double or Multiple Star               |14 38 31.8971638968 -31 55 03.325781496|328.0362448652110 +25.6813690303958|  12.433 -1.861    |8.54     |F0V            |0.0033  0.0    |    1|  141.878   pc  |  -6.0610     +6.0610    |paral   |2020yCat.1350....0G
5652|CD-30 11615                                                                                              |Star                                  |14 41 21.9373302936 -31 18 46.589200992|328.9373112714020 +25.9490918718040|    5.736 2.865    |10.52    |~              |    ~     ~    |    1|  703.136   pc  |  -9.1958     +9.1958    |paral   |2020yCat.1350....0G
5653|HD 128734                                                                                                |Star                                  |14 39 29.9044709664 -31 34 16.934277864|328.4123610323095 +25.8991522180130|   -7.616 6.598    |9.594    |F2V            |    ~     ~    |    1|  161.806   pc  |  -2.3200     +2.3200    |ST-L    |2020AJ....160...83S
5654|TYC 7296-1530-1                                                                                          |Spectroscopic Binary                  |14 39 36.1577627040 -31 30 08.698355676|328.4688931018000 +25.9507549942059|   0.528 -2.027    |10.63    |~              |    ~     ~    |    1|  561.640   pc  |  -7.2551     +7.2551    |paral   |2020yCat.1350....0G
5655|HD 128771                                                                                                |Star                                  |14 39 36.5616694128 -31 25 51.936000960|328.5060325904995 +26.0137978583079| -18.402 -3.713    |10.412   |A8/F0          |    ~     ~    |    1|  703.671   pc  | -84.5400    +84.5400    |ST-L    |2020AJ....160...83S
5656|HD 128190                                                                                                |Star                                  |14 36 19.8024729168 -30 31 17.312273868|328.2563163691173 +27.1414435662879| -27.075 -7.483    |9.17     |A0V            |    ~     ~    |    1|  320.646   pc  |  -3.7630     +3.7630    |paral   |2020yCat.1350....0G
5657|CD-29 11184                                                                                              |Star                                  |14 36 26.9150948184 -30 21 27.650872044|328.3635646363825 +27.2770318312748|-10.282 -10.374    |10.11    |~              |    ~     ~    |    1| 1669.728   pc  | -48.2322    +48.2322    |paral   |2020yCat.1350....0G
5658|TYC 7297-581-1                                                                                           |Star                                  |14 44 20.8924592832 -30 53 10.651361388|329.7866244029410 +26.0319656086345|   -8.500 0.098    |10.60    |~              |    ~     ~    |    1|  867.453   pc  | -14.1465    +14.1465    |paral   |2020yCat.1350....0G
5659|CD-30 11620                                                                                              |Star                                  |14 41 33.8128525704 -30 32 53.444163156|329.3703844920175 +26.6093028444452|  -2.510 -1.829    |10.56    |~              |    ~     ~    |    1|  988.240   pc  | -14.0633    +14.0633    |paral   |2020yCat.1350....0G
5660|TYC 7296-253-1                                                                                           |Star                                  |14 40 18.1270351200 -30 03 22.364585820|329.3522226980983 +27.1713525836762|  10.328 -6.899    |10.970   |~              |    ~     ~    |    1|  312.635   pc  | -10.6200    +10.6200    |ST-L    |2020AJ....160...83S
5661|TYC 6758-508-1                                                                                           |Star                                  |14 39 38.1349871976 -29 50 40.951180212|329.3163965440986 +27.4254511189910|    4.492 0.608    |10.166   |~              |    ~     ~    |    1| 1114.330   pc  | -75.7000    +75.7000    |ST-L    |2020AJ....160...83S
5662|HD 128971                                                                                                |Star                                  |14 40 47.3791422744 -29 33 11.597487372|329.7181566393108 +27.5695754489284| -23.188 -5.735    |10.28    |G0V            |    ~     ~    |    1|  464.857   pc  |  -4.1057     +4.1057    |paral   |2020yCat.1350....0G
5663|TYC 6758-1147-1                                                                                          |Star                                  |14 40 12.2109205032 -29 20 56.997252672|329.6963446017767 +27.8094649337441|  -15.496 2.099    |10.929   |~              |    ~     ~    |    1|  404.829   pc  | -11.0000    +11.0000    |ST-L    |2020AJ....160...83S
5664|HD 129545                                                                                                |High Proper Motion Star               |14 43 52.3102218288 -29 36 15.225798312|330.3590358560914 +27.2119748106215| -34.820 33.238    |9.54     |G1V            |    ~     ~    |    1|  168.271   pc  |  -5.5214     +5.5214    |paral   |2020yCat.1350....0G
5665|HD 129668                                                                                                |High Proper Motion Star               |14 44 35.3375355768 -29 37 56.678183796|330.4984353261340 +27.1134727348691|-73.776 -61.562    |10.172   |G8III          |    ~     ~    |    1|  103.049   pc  |  -0.6186     +0.6186    |ST-L    |2020AJ....160...83S
5666|TYC 6758-693-1                                                                                           |Star                                  |14 44 03.2900685216 -28 47 54.592195884|330.8289041438058 +27.9028288629245|  -2.573 -3.774    |10.421   |~              |    ~     ~    |    1|  333.110   pc  |  -7.6440     +7.6440    |ST-L    |2020AJ....160...83S
5667|CD-30 11484                                                                                              |Star                                  |14 31 19.3673491656 -31 26 37.147705224|326.7237713388020 +26.7724978763800|   4.038 -4.132    |10.567   |~              |    ~     ~    |    1|  289.464   pc  |  -8.3600     +8.3600    |ST-L    |2020AJ....160...83S
5668|HD 127392                                                                                                |Spectroscopic Binary                  |14 31 53.5081721928 -31 12 01.967602860|326.9623127601602 +26.9415511050621|-30.632 -11.049    |9.678    |G2IIIBa4       |    ~     ~    |    1|   90.065   pc  |  -1.8460     +1.8460    |ST-L    |2020AJ....160...83S
5669|TYC 7295-648-1                                                                                           |Star                                  |14 32 32.6545053840 -31 02 46.184417304|327.1777861931445 +27.0219244819325| 16.291 -25.767    |10.940   |~              |    ~     ~    |    1|  391.658   pc  | -10.6300    +10.6300    |ST-L    |2020AJ....160...83S
5670|HD 127377                                                                                                |Star                                  |14 31 50.5145189136 -30 55 00.557262120|327.0865802482333 +27.2030282682413|   -7.131 2.563    |10.09    |A2IV           |    ~     ~    |    1|  507.425   pc  | -17.5800    +17.5800    |ST-L    |2020AJ....160...83S
