C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST06:05:06

dec >=0&rah >=6.5&rah< 6.75&(cat='NGC'|Vmag< 11)
------------------------------------------------

Number of objects : 8634

 #  |                                                                 identifier                                                                 |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |       pm        |  Mag V  |    spec. type     |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|--------------------------------------------------------------------------------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|-----------------|---------|-------------------|---------------|-----|----------------|-----------------------|--------|-------------------
4409|TYC 1337-959-1                                                                                                                              |Star                              |06 39 53.3496464304 +19 28 33.924503460|194.2494557613701 +06.3019325792317|  -1.236 -6.368  |9.833    |~                  |    ~     ~    |    1|  824.674   pc  | -11.6975    +11.6975  |paral   |2020yCat.1350....0G
4410|TYC 1337-991-1                                                                                                                              |Star                              |06 38 01.7252744256 +20 31 37.945963992|193.1069173119245 +06.3818382340650|   7.871 26.825  |10.59    |~                  |    ~     ~    |    1|  153.311   pc  |  -0.5265     +0.5265  |paral   |2020yCat.1350....0G
4411|TYC 1337-1005-1                                                                                                                             |Star                              |06 36 35.8626120048 +20 19 06.566572344|193.1430573059841 +05.9885449715698| 17.447 -27.149  |9.93     |~                  |    ~     ~    |    1|  437.426   pc  |  -3.2911     +3.2911  |paral   |2020yCat.1350....0G
4412|TYC 1337-1042-1                                                                                                                             |Star                              |06 37 15.3806990784 +19 57 42.712489440|193.5332229551128 +05.9661435183314|  -5.057 -8.358  |10.39    |~                  |    ~     ~    |    1|  345.304   pc  |  -2.5039     +2.5039  |paral   |2020yCat.1350....0G
4413|ASAS J063546+1928.6                                                                                                                         |Eclipsing Binary                  |06 35 46.2146862072 +19 28 28.042399452|193.8118849656404 +05.4341678385015|-18.159 -29.292  |10.08    |~                  |    ~     ~    |    1|  270.885   pc  |  -1.5263     +1.5263  |paral   |2020yCat.1350....0G
4414|TYC 1337-1173-1                                                                                                                             |Star                              |06 38 21.0700878696 +20 08 54.280986684|193.4816997461356 +06.2796403612862| -4.133 -12.041  |10.52    |~                  |    ~     ~    |    1|  299.769   pc  |  -2.0129     +2.0129  |paral   |2020yCat.1350....0G
4415|TYC 1337-1185-1                                                                                                                             |Star                              |06 36 35.5238985672 +19 29 30.731527572|193.8841785770625 +05.6148370289532|   0.529 -9.538  |10.80    |~                  |    ~     ~    |    1|  367.999   pc  |  -3.9679     +3.9679  |paral   |2020yCat.1350....0G
4416|TYC 1337-1210-1                                                                                                                             |Star                              |06 37 44.8484354088 +19 35 56.826769344|193.9111979819421 +05.9061726417419|   -3.565 1.111  |10.68    |~                  |    ~     ~    |    0|                |                       |        |                   
4417|IRAS 06333+2000                                                                                                                             |Star                              |06 36 19.2521000064 +19 58 14.473550172|193.4257899744476 +05.7738569970496| -6.552 -11.378  |9.65     |~                  |    ~     ~    |    1|  941.708   pc  | -25.3629    +25.3629  |paral   |2020yCat.1350....0G
4418|TYC 1337-1329-1                                                                                                                             |Star                              |06 38 19.4328625512 +20 17 23.989014636|193.3514721578209 +06.3373724365640|  -6.521 -3.699  |10.21    |~                  |    ~     ~    |    1|  539.869   pc  | -14.1940    +14.1940  |paral   |2020yCat.1350....0G
4419|TYC 1337-1357-1                                                                                                                             |Star                              |06 35 59.9506384752 +20 21 50.173856640|193.0387318014867 +05.8837469634972| -2.344 -46.595  |10.34    |~                  |    ~     ~    |    1|  177.472   pc  |  -0.5228     +0.5228  |paral   |2020yCat.1350....0G
4420|TYC 1337-1447-1                                                                                                                             |Star                              |06 38 03.4458829632 +19 54 46.848800700|193.6621844640883 +06.1123777297621|  -2.394 -6.433  |10.36    |~                  |    ~     ~    |    1| 1513.546   pc  | -32.5297    +32.5297  |paral   |2020yCat.1350....0G
4421|TYC 1337-1454-1                                                                                                                             |High Proper Motion Star           |06 36 34.1818406736 +19 49 57.593839548|193.5761211335114 +05.7638414862259| -42.798 66.895  |10.00    |~                  |    ~     ~    |    1|  109.133   pc  |  -0.1882     +0.1882  |paral   |2020yCat.1350....0G
