C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST06:30:39

dec< 0&rah >=8.25&rah< 8.5&(cat='NGC'|Vmag< 11)
-----------------------------------------------

Number of objects : 9790

 #  |                              identifier                              |                 typ                  |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |  spec. type   |   ang. size   |#Dist| distance Q unit|   err-        err+      | method |     reference     
----|----------------------------------------------------------------------|--------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|---------------|---------------|-----|----------------|-------------------------|--------|-------------------
8979|TYC 7126-1998-1                                                       |Star                                  |08 21 48.3013864512 -33 15 30.784198212|252.3498930187973 +02.0532780363067|   -2.022 4.146   |10.87    |~              |    ~     ~    |    1| 1856.665   pc  | -37.5746    +37.5746    |paral   |2020yCat.1350....0G
8980|TYC 7126-2089-1                                                       |Star                                  |08 18 00.7857610536 -32 26 39.450140880|251.2274161335085 +01.8564904089803|  -3.714 -6.998   |10.85    |~              |    ~     ~    |    1| 1593.372   pc  | -30.4660    +30.4660    |paral   |2020yCat.1350....0G
8981|TYC 7126-2098-1                                                       |Star                                  |08 23 00.2504796120 -32 52 09.487160616|252.1732893439245 +02.4816428940295|   -3.472 5.633   |10.55    |~              |    ~     ~    |    1| 1381.979   pc  | -26.9291    +26.9291    |paral   |2020yCat.1350....0G
8982|TYC 7126-2203-1                                                       |Star                                  |08 22 23.4458788512 -33 13 14.599770060|252.3886119697519 +02.1754843541078|   -2.629 7.433   |9.81     |~              |    ~     ~    |    1| 1319.435   pc  | -22.6318    +22.6318    |paral   |2020yCat.1350....0G
8983|TYC 7126-2401-1                                                       |Star                                  |08 19 49.5417375240 -32 54 43.798338972|251.8291659015266 +01.9082239607090|   -2.751 2.532   |10.86    |~              |    ~     ~    |    1| 1017.397   pc  | -10.5580    +10.5580    |paral   |2020yCat.1350....0G
8984|TYC 7126-2405-1                                                       |Star                                  |08 23 44.1762191304 -32 56 34.091140164|252.3216334907194 +02.5656100358709|   -4.700 1.076   |10.94    |~              |    ~     ~    |    1| 1102.779   pc  | -13.7422    +13.7422    |paral   |2020yCat.1350....0G
8985|TYC 7126-2433-1                                                       |Star                                  |08 18 34.2977289528 -33 19 42.442804416|252.0250088990671 +01.4566458739961|   -3.393 1.785   |9.92     |~              |    ~     ~    |    1|  941.265   pc  | -19.1372    +19.1372    |paral   |2020yCat.1350....0G
8986|TYC 7126-2479-1                                                       |Star                                  |08 18 16.4283068664 -33 15 02.521171548|251.9256811551443 +01.4489040739572|   -5.460 2.885   |10.63    |~              |    ~     ~    |    1|  956.572   pc  | -19.7646    +19.7646    |paral   |2020yCat.1350....0G
8987|TYC 7126-2491-1                                                       |Star                                  |08 16 50.5563809160 -32 53 32.462313180|251.4607122311991 +01.4014597752637|   -2.638 2.227   |10.44    |~              |    ~     ~    |    1| 5053.057   pc  |-331.9340   +331.9340    |paral   |2020yCat.1350....0G
8988|GSC 07126-02498                                                       |Double or Multiple Star               |08 18 37.230360 -32 46 05.91708        |251.567497089 +01.780248959        |       -3.4 4.5   |10.677   |~              |    ~     ~    |    0|                |                         |        |                   
8989|TYC 7126-2621-1                                                       |Star                                  |08 20 12.9957018240 -33 20 02.988328884|252.2236902010996 +01.7370859065815|   -5.781 2.192   |10.26    |~              |    ~     ~    |    1|  903.179   pc  | -20.4749    +20.4749    |paral   |2020yCat.1350....0G
8990|TYC 7126-2626-1                                                       |Star                                  |08 16 26.8446251328 -32 35 01.359896928|251.1581928760546 +01.5049281229049|    1.512 2.886   |10.77    |~              |    ~     ~    |    1| 1003.613   pc  | -10.4753    +10.4753    |paral   |2020yCat.1350....0G
8991|TYC 7126-2683-1                                                       |Star                                  |08 16 02.7943780944 -33 03 49.623174216|251.5097629026709 +01.1672484805576|   -0.820 3.095   |10.86    |~              |    ~     ~    |    0|                |                         |        |                   
8992|TYC 7126-2713-1                                                       |Star                                  |08 20 15.3839407248 -33 16 17.294767644|252.1766913448436 +01.7794265032813|   -4.308 0.745   |10.94    |~              |    ~     ~    |    1| 2242.655   pc  |-109.1402   +109.1402    |paral   |2020yCat.1350....0G
8993|TYC 7126-2787-1                                                       |Star                                  |08 22 17.3033170728 -32 58 53.729013468|252.1797774713286 +02.2942180672947|  -6.777 -1.342   |10.94    |~              |    ~     ~    |    1| 1319.087   pc  | -17.9219    +17.9219    |paral   |2020yCat.1350....0G
8994|TYC 7126-3089-1                                                       |Spectroscopic Binary                  |08 15 09.7436807280 -33 44 18.303916992|251.9675512454983 +00.6384134646406|   -3.781 3.148   |10.50    |~              |    ~     ~    |    1|  870.246   pc  | -14.3135    +14.3135    |paral   |2020yCat.1350....0G
8995|TYC 7126-3648-1                                                       |Star                                  |08 18 51.2843224512 -33 25 53.273565984|252.1434541683885 +01.4475060174099|   -3.091 0.851   |10.53    |~              |    ~     ~    |    1| 2250.731   pc  | -69.9079    +69.9079    |paral   |2020yCat.1350....0G
8996|2MASS J08225104-3325254                                               |Long-Period Variable Candidate        |08 22 51.0393334704 -33 25 25.330025640|252.6102690168204 +02.1384921678663|   3.438 -1.645   |10.70    |~              |    ~     ~    |    0|                |                         |        |                   
8997|TYC 7126-3765-1                                                       |Star                                  |08 19 04.0884888984 -33 34 25.387616640|252.2860860624961 +01.4041008576830|   -1.439 0.202   |10.75    |~              |    ~     ~    |    1| 2145.002   pc  | -97.0818    +97.0818    |paral   |2020yCat.1350....0G
8998|TYC 7126-3831-1                                                       |Star                                  |08 20 26.6697622344 -33 33 45.543775644|252.4390308839493 +01.6468895338799|   -0.742 1.398   |10.00    |~              |    ~     ~    |    1| 1529.520   pc  | -29.7108    +29.7108    |paral   |2020yCat.1350....0G
8999|TYC 7126-3896-1                                                       |Star                                  |08 20 33.9472488192 -33 27 44.275671468|252.3706386848273 +01.7245832732894|   -2.508 0.895   |10.68    |~              |    ~     ~    |    1| 2180.549   pc  | -59.9104    +59.9104    |paral   |2020yCat.1350....0G
9000|TYC 7126-3925-1                                                       |Star                                  |08 19 42.5611157544 -33 25 05.826083232|252.2331932328973 +01.6021773832951|   -2.664 2.601   |10.89    |~              |    ~     ~    |    1| 3645.643   pc  |-166.1340   +166.1340    |paral   |2020yCat.1350....0G
9001|TYC 7130-186-1                                                        |Star                                  |08 15 20.2483244664 -34 52 15.936503880|252.9291052918802 +00.0386502147395|   -5.347 4.383   |10.81    |~              |    ~     ~    |    1|  577.567   pc  | -24.3850    +24.3850    |paral   |2020yCat.1350....0G
9002|TYC 7130-410-1                                                        |Star                                  |08 17 04.8042789672 -34 46 58.523717136|253.0555121470021 +00.3846049589529| -20.595 33.526   |10.96    |~              |    ~     ~    |    1|  124.928   pc  |  -1.6637     +1.6637    |paral   |2020yCat.1350....0G
9003|2MASS J08161531-3449370                                               |Young Stellar Object                  |08 16 15.3117152880 -34 49 37.072542792|252.9973743197775 +00.2195863121577|   -7.042 6.969   |9.86     |~              |    ~     ~    |    1|  444.030   pc  |  -3.9827     +3.9827    |paral   |2020yCat.1350....0G
9004|TYC 7130-1012-1                                                       |Star                                  |08 17 00.0853120824 -35 15 32.755862988|253.4410768862520 +00.1047026231797|   -3.682 1.048   |10.02    |~              |    ~     ~    |    0|                |                         |        |                   
9005|TYC 7130-1173-1                                                       |Star                                  |08 16 41.9002942320 -35 12 47.371479156|253.3683767540946 +00.0791027490929|  -2.110 -2.228   |10.91    |~              |    ~     ~    |    1| 1039.717   pc  | -12.1073    +12.1073    |paral   |2020yCat.1350....0G
9006|TYC 7130-1410-1                                                       |Star                                  |08 17 19.1720757216 -35 33 03.362423652|253.7191530038516 -00.0050394815018|   -7.260 4.632   |10.67    |~              |    ~     ~    |    1| 1044.059   pc  | -11.8817    +11.8817    |paral   |2020yCat.1350....0G
9007|TYC 7130-1437-1                                                       |Star                                  |08 18 08.1754276536 -33 57 20.195822196|252.4927925846462 +01.0290775884533|   -6.788 6.174   |10.99    |~              |    ~     ~    |    1| 2040.400   pc  | -44.9629    +44.9629    |paral   |2020yCat.1350....0G
9008|TYC 7130-1484-1                                                       |Star                                  |08 18 41.2456460040 -35 15 05.993108208|253.6281855183344 +00.3936918936377|   -5.332 2.652   |10.49    |~              |    ~     ~    |    1|  497.834   pc  |  -5.7499     +5.7499    |paral   |2020yCat.1350....0G
9009|TYC 7130-1582-1                                                       |Star                                  |08 17 25.4792682936 -35 29 11.958919512|253.6779093349815 +00.0487029291421|   -5.021 1.921   |9.76     |~              |    ~     ~    |    1|  705.219   pc  | -14.1243    +14.1243    |paral   |2020yCat.1350....0G
9010|TYC 7130-1714-1                                                       |Star                                  |08 21 06.4438992816 -34 49 44.510091312|253.5599203857050 +01.0412373171289|  -3.295 -6.771   |10.64    |~              |    ~     ~    |    1|  658.501   pc  |  -4.9000     +4.9000    |paral   |2020yCat.1350....0G
9011|TYC 7130-1755-1                                                       |Star                                  |08 21 37.6736302944 -33 57 29.729825352|252.9045267973278 +01.6247342646453|   -5.031 6.084   |10.97    |~              |    ~     ~    |    1| 1250.469   pc  | -17.5131    +17.5131    |paral   |2020yCat.1350....0G
