C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST07:21:12

dec >=0&rah >=14.5&rah< 14.75&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 2365

 #  |                                               identifier                                                |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |    spec. type    |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|------------------|---------|------------------|---------------|-----|----------------|-----------------------|--------|-------------------
1172|TYC 1482-589-1                                                                                           |Star                              |14 30 02.9825667024 +20 57 13.506103044|022.9237641789119 +66.6993709281569|-29.503 -28.951   |10.97    |~                 |    ~     ~    |    1|  133.665   pc  |  -0.3466     +0.3466  |paral   |2020yCat.1350....0G
1173|TYC 1482-644-1                                                                                           |Star                              |14 31 00.0427538064 +21 40 09.121375452|024.8169787346798 +66.7277209970403|-10.872 -12.002   |10.64    |~                 |    ~     ~    |    1|  285.747   pc  |  -1.5350     +1.5350  |paral   |2020yCat.1350....0G
1174|TYC 1482-646-1                                                                                           |Spectroscopic Binary              |14 31 06.2157710112 +20 52 49.726551936|022.9648335105258 +66.4431065266380|    3.094 6.853   |10.14    |~                 |    ~     ~    |    1|  306.748   pc  |  -9.1554     +9.1554  |paral   |2020yCat.1350....0G
1175|TYC 1482-748-1                                                                                           |Star                              |14 32 26.2462356192 +21 17 27.783535452|024.1910225071478 +66.2890224687198|  -4.433 16.728   |10.84    |~                 |    ~     ~    |    1|  282.590   pc  |  -1.3576     +1.3576  |paral   |2020yCat.1350....0G
1176|TYC 1482-784-1                                                                                           |High Proper Motion Star           |14 32 09.9270421584 +20 40 04.829077272|022.6851255767829 +66.1363498088814|-37.036 -34.071   |10.81    |~                 |    ~     ~    |    1|  200.650   pc  |  -0.6482     +0.6482  |paral   |2020yCat.1350....0G
1177|TYC 1483-148-1                                                                                           |Spectroscopic Binary              |14 37 14.5654314792 +21 22 54.294211632|025.2865115599958 +65.2602397964749| -4.883 -23.614   |10.48    |~                 |    ~     ~    |    1|  206.458   pc  |  -1.2532     +1.2532  |paral   |2020yCat.1350....0G
1178|TYC 1483-208-1                                                                                           |High Proper Motion Star           |14 35 22.5463968792 +21 41 55.857750396|025.6813714542881 +65.7723535699250|-137.262 40.662   |10.57    |~                 |    ~     ~    |    1|  158.381   pc  |  -0.5945     +0.5945  |paral   |2020yCat.1350....0G
1179|TYC 1483-246-1                                                                                           |Star                              |14 36 46.0468148640 +22 07 33.954805380|026.9078909819810 +65.5944175375723|   -1.384 0.510   |10.65    |~                 |    ~     ~    |    1| 1055.409   pc  | -13.8122    +13.8122  |paral   |2020yCat.1350....0G
1180|TYC 2008-500-1                                                                                           |Star                              |14 30 02.1172892280 +22 35 06.761942232|026.8773936399990 +67.2171988529682|   3.370 -4.996   |10.47    |~                 |    ~     ~    |    1|  415.973   pc  |  -3.4607     +3.4607  |paral   |2020yCat.1350....0G
1181|BD+20 2988                                                                                               |High Proper Motion Star           |14 34 12.9385110528 +20 14 02.554097784|022.1146874298333 +65.5326671932445| 21.778 -51.697   |9.82     |G5                |    ~     ~    |    1|  146.105   pc  |  -0.3629     +0.3629  |paral   |2020yCat.1350....0G
1182|BD+20 2989                                                                                               |Star                              |14 34 48.6570408768 +19 49 54.933022488|021.3413240850735 +65.2541753217270|  25.578 -0.450   |10.37    |K0                |    ~     ~    |    1|  226.249   pc  |  -0.8907     +0.8907  |paral   |2020yCat.1350....0G
1183|HD 128610                                                                                                |Star                              |14 37 26.7053501400 +19 48 06.637687308|021.8226019331503 +64.6683038000879|    8.911 2.135   |8.42     |K0                |    ~     ~    |    1|  260.770   pc  |  -1.5096     +1.5096  |paral   |2020yCat.1350....0G
1184|HD 128626                                                                                                |High Proper Motion Star           |14 37 28.7895374208 +19 50 51.138070728|021.9288726519393 +64.6776866807769|-17.106 -67.791   |8.26     |F8                |    ~     ~    |    1|  140.930   pc  |  -0.5978     +0.5978  |paral   |2020yCat.1350....0G
1185|BD+20 2983                                                                                               |Star                              |14 30 19.9044745344 +19 25 32.921092308|019.4433654990111 +66.0701253692670|-14.487 -11.189   |9.70     |K5                |    ~     ~    |    1|  534.274   pc  |  -5.4521     +5.4521  |paral   |2020yCat.1350....0G
1186|BD+20 2984                                                                                               |Star                              |14 31 01.6026606912 +19 39 11.958701796|020.1169439622526 +66.0089294803855|   -7.109 3.835   |9.64     |K0                |    ~     ~    |    1|  618.774   pc  |  -4.4414     +4.4414  |paral   |2020yCat.1350....0G
1187|BD+20 2985                                                                                               |Star                              |14 32 48.4136096184 +19 26 31.919825868|020.0419358575976 +65.5404034594791|   -6.053 4.938   |10.45    |K0                |    ~     ~    |    1|  503.626   pc  |  -8.1925     +8.1925  |paral   |2020yCat.1350....0G
1188|BD+20 2992                                                                                               |Double or Multiple Star           |14 36 15.33918 +19 24 21.4487          |020.71588034 +64.77729898          |    2.90 -13.26   |9.811    |G0                |    ~     ~    |    0|                |                       |        |                   
1189|BD+20 2994                                                                                               |Star                              |14 36 45.9432532608 +19 40 16.585619304|021.3988765589058 +64.7675918272914|  -4.276 -1.418   |10.26    |G5                |    ~     ~    |    1|  759.648   pc  |  -9.0599     +9.0599  |paral   |2020yCat.1350....0G
1190|HD 127617                                                                                                |Emission-line Star                |14 31 59.5577613792 +18 46 00.730338204|018.3651924946619 +65.4438625918273| -0.542 -13.822   |8.73     |A3                |    ~     ~    |    1| 1864.280   pc  |-144.9301   +144.9301  |paral   |2020yCat.1350....0G
1191|BD+19 2823                                                                                               |Star                              |14 35 07.6806634584 +18 49 57.804243600|019.2326077109207 +64.7944200575446|  3.632 -13.214   |9.63     |K0                |    ~     ~    |    1|  272.109   pc  |  -1.1032     +1.1032  |paral   |2020yCat.1350....0G
1192|HD 128254                                                                                                |Double or Multiple Star           |14 35 26.8228773480 +19 15 18.792274536|020.2145680386246 +64.8942191689402|  -5.788 -7.104   |8.44     |K0                |    ~     ~    |    0|                |                       |        |                   
