C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST05:18:19

dec< 0&rah >=0.5&rah< 0.75&(cat='NGC'|Vmag< 11)
-----------------------------------------------

Number of objects : 2507

 #  |                                               identifier                                                |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |    spec. type    |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|------------------|---------------|-----|----------------|-----------------------|--------|-------------------
2067|CPD-65 51                                                                                                |Star                                |00 32 55.7492892000 -64 26 32.636334768|306.2144192948952 -52.5677297840290|    2.190 7.483   |10.766   |~                 |    ~     ~    |    1|  329.548   pc  |  -7.1070     +7.1070  |ST-L    |2020AJ....160...83S
2068|CPD-64 69                                                                                                |Star                                |00 43 40.7057445504 -64 08 35.173166712|304.3364167765159 -52.9639832948158| 21.502 -24.865   |10.58    |~                 |    ~     ~    |    1|  255.693   pc  |  -3.3660     +3.3660  |ST-L    |2020AJ....160...83S
2069|TYC 8844-829-1                                                                                           |Star                                |00 36 21.5479059840 -64 16 38.617093380|305.6353091254250 -52.7716384754047|   10.065 2.788   |10.74    |~                 |    ~     ~    |    1| 1081.198   pc  | -12.9758    +12.9758  |paral   |2020yCat.1350....0G
2070|CPD-64 64                                                                                                |Star                                |00 40 53.3744092752 -64 10 33.252648564|304.8365731758007 -52.9133221197436|    9.556 4.554   |10.643   |~                 |    ~     ~    |    1|  895.863   pc  | -35.5500    +35.5500  |ST-L    |2020AJ....160...83S
2071|CPD-64 72                                                                                                |Star                                |00 44 49.4590834392 -64 12 00.864778464|304.1251572126645 -52.9126868796925|  36.096 11.062   |10.95    |~                 |    ~     ~    |    1|  218.804   pc  |  -4.4390     +4.4390  |ST-L    |2020AJ....160...83S
2072|HD 3956                                                                                                  |Star                                |00 41 27.3836010384 -61 30 58.578359868|305.0366272054995 -55.5711716926137|   2.411 -5.835   |9.00     |G6III             |    ~     ~    |    1|  594.202   pc  | -19.3700    +19.3700  |ST-L    |2020AJ....160...83S
2073|HD 3094                                                                                                  |Star                                |00 33 34.3513139088 -61 53 10.979618172|306.6105236980990 -55.1140831108548|   16.927 2.531   |10.11    |A5IV              |    ~     ~    |    1|  402.663   pc  |  -8.9230     +8.9230  |ST-L    |2020AJ....160...83S
2074|HD 3221                                                                                                  |Eruptive Variable                   |00 34 51.2017857192 -61 54 58.128126444|306.3425988876035 -55.1021427179136| 88.799 -52.774   |9.604    |K4Ve              |    ~     ~    |    1|   44.420   pc  |  -0.0422     +0.0422  |paral   |2020yCat.1350....0G
2075|HD 3259                                                                                                  |Star                                |00 35 10.8596323464 -62 04 53.176499724|306.2438869912721 -54.9421495519166|  22.506 -4.126   |9.20     |K3/4III           |    ~     ~    |    1|  395.054   pc  |  -2.4190     +2.4190  |paral   |2020yCat.1350....0G
2076|HD 3318                                                                                                  |Star                                |00 35 30.9259287096 -62 11 50.711857620|306.1544736149480 -54.8310935797132| 37.207 -19.652   |9.86     |G6IV              |    ~     ~    |    1|  112.465   pc  |  -1.8810     +1.8810  |ST-L    |2020AJ....160...83S
2077|HD 2728                                                                                                  |Star                                |00 30 09.0741188064 -62 43 08.250968136|307.1032059323099 -54.2365557500254|    5.827 2.055   |9.70     |G8III             |    ~     ~    |    1|  646.538   pc  |  -5.3505     +5.3505  |paral   |2020yCat.1350....0G
2078|HD 2813                                                                                                  |Star                                |00 30 53.4868680312 -63 16 30.485925444|306.8313485666897 -53.6972806601570|  11.111 -2.930   |9.41     |K2III             |    ~     ~    |    1|  714.133   pc  |  -7.2418     +7.2418  |paral   |2020yCat.1350....0G
2079|* bet01 Tuc                                                                                              |Double or Multiple Star             |00 31 32.6680562275 -62 57 29.582843542|306.7787389499426 -54.0211991802839| 84.011 -54.850   |4.289    |B9.5Va            |    ~     ~    |    1|   43.7859  pc  |  -0.1650     +0.1650  |paral   |2020yCat.1350....0G
2080|* bet02 Tuc                                                                                              |Double or Multiple Star             |00 31 33.4223046159 -62 57 56.133914894|306.7746805203792 -54.0140752595156|105.607 -48.057   |4.514    |A3IV              |    ~     ~    |    1|   51.0405  pc  |  -2.5202     +2.5202  |paral   |2018yCat.1345....0G
2081|* bet02 Tuc B                                                                                            |High Proper Motion Star             |00 31 33.362552 -62 57 55.69531        |306.774898655 -54.014181190        |     94.9 -48.6   |6.54     |A7V               |    ~     ~    |    0|                |                       |        |                   
2082|CD-63 9                                                                                                  |High Proper Motion Star             |00 32 15.4210030914 -63 05 28.535779107|306.6134154942174 -53.8996725718320|531.787 -101.362  |9.72     |K7V               |    ~     ~    |    1|   25.4356  pc  |  -0.0095     +0.0095  |paral   |2020yCat.1350....0G
2083|* bet03 Tuc                                                                                              |Double or Multiple Star             |00 32 43.9053745704 -63 01 53.402028960|306.5354694651452 -53.9656754221923| 86.541 -50.115   |5.09     |A0V               |    ~     ~    |    1|   46.127   pc  |  -0.1453     +0.1453  |paral   |2020yCat.1350....0G
2084|CPD-63 55                                                                                                |High Proper Motion Star             |00 33 39.4163494464 -63 06 30.660077160|306.3430982746614 -53.9018107444954| 66.559 -46.531   |10.06    |~                 |    ~     ~    |    1|  140.924   pc  |  -0.2999     +0.2999  |paral   |2020yCat.1350....0G
2085|HD 3175                                                                                                  |Star                                |00 34 22.3884606312 -63 03 42.017180616|306.2154839014914 -53.9576509191033|  -4.707 -5.613   |9.33     |B4V               |    ~     ~    |    1| 1133.530   pc  | -44.2002    +44.2002  |paral   |2020yCat.1350....0G
2086|CPD-63 57                                                                                                |Star                                |00 35 57.5610182256 -62 31 57.658576836|306.0048866706812 -54.5031192683797|    8.911 3.311   |10.66    |~                 |    ~     ~    |    1|  551.916   pc  | -16.3300    +16.3300  |ST-L    |2020AJ....160...83S
2087|HD 3610                                                                                                  |Star                                |00 38 14.6513520288 -62 28 54.467834880|305.5608472425788 -54.5790583277028|-12.079 -28.816   |9.873    |F6V               |    ~     ~    |    1|  185.081   pc  |  -1.7220     +1.7220  |ST-L    |2020AJ....160...83S
2088|HD 3711                                                                                                  |Star                                |00 39 06.4410994848 -62 48 54.732578364|305.3422951195237 -54.2553033121939|   17.408 0.053   |9.67     |K0III/IV          |    ~     ~    |    1|  665.592   pc  | -23.0300    +23.0300  |ST-L    |2020AJ....160...83S
2089|HD 4151                                                                                                  |Star                                |00 43 04.9307631048 -62 45 57.719640600|304.5713889362239 -54.3356127107796|  27.372 10.708   |9.48     |K3III             |    ~     ~    |    1|  619.579   pc  |  -6.8714     +6.8714  |paral   |2020yCat.1350....0G
2090|HD 4160                                                                                                  |Star                                |00 43 13.9156099824 -62 30 59.719170924|304.5655716424047 -54.5856270110891|  45.774 -6.160   |9.82     |G3V               |    ~     ~    |    1|  148.574   pc  |  -1.0900     +1.0900  |ST-L    |2020AJ....160...83S
2091|HD 4332                                                                                                  |Star                                |00 44 54.6466597680 -63 11 47.828916096|304.1811821959278 -53.9157980859811| 12.816 -38.116   |6.93     |K4II/IIICNIV/V    |    ~     ~    |    1|  423.316   pc  |  -2.6521     +2.6521  |paral   |2020yCat.1350....0G
2092|HD 3077                                                                                                  |High Proper Motion Star             |00 33 18.3283421208 -63 30 34.631290476|306.3295812444524 -53.4988500806348|  68.323 29.118   |9.972    |F6V               |    ~     ~    |    1|  177.200   pc  |  -1.5810     +1.5810  |ST-L    |2020AJ....160...83S
2093|HD 3086                                                                                                  |Star                                |00 33 24.4466463000 -63 40 36.724498680|306.2776634292602 -53.3340986681204|  -2.577 -1.674   |8.34     |K5III             |    ~     ~    |    1|  676.764   pc  | -23.8500    +23.8500  |ST-L    |2020AJ....160...83S
2094|HD 3222                                                                                                  |High Proper Motion Star             |00 35 02.8190100339 -63 41 42.640422617|305.9718596756788 -53.3362212441855|888.482 -517.882  |8.62     |K2V               |    ~     ~    |    1|   28.544   pc  |  -0.0219     +0.0219  |paral   |2020yCat.1350....0G
2095|HD 4099                                                                                                  |Star                                |00 42 38.0571165336 -63 43 25.694529312|304.5650233017542 -53.3765240696747|   9.899 -9.342   |9.71     |G6III/IV          |    ~     ~    |    1|  740.803   pc  | -31.1100    +31.1100  |ST-L    |2020AJ....160...83S
2096|HD 3063                                                                                                  |Star                                |00 33 11.7119805768 -63 54 29.589395436|306.2711282304964 -53.1015965512226|  15.019 17.528   |9.264    |K1IV              |    ~     ~    |    1|  181.312   pc  |  -1.6480     +1.6480  |ST-L    |2020AJ....160...83S
2097|V* CU Tuc                                                                                                |Eclipsing Binary                    |00 37 13.4001690984 -63 49 12.478303488|305.5506611990724 -53.2357838995129|  48.597 38.402   |9.862    |F0V               |    ~     ~    |    1|  250.422   pc  |  -3.3080     +3.3080  |ST-L    |2020AJ....160...83S
2098|HD 4002                                                                                                  |Star                                |00 41 41.2685887656 -63 56 21.123815496|304.7174952747847 -53.1552352253630|    9.370 2.852   |9.48     |A2IV/V            |    ~     ~    |    1|  639.907   pc  | -23.8700    +23.8700  |ST-L    |2020AJ....160...83S
2099|HD 4317                                                                                                  |Star                                |00 44 46.9876654776 -63 57 37.559369088|304.1497167264835 -53.1520810278875| -17.166 -4.092   |9.01     |K0III             |    ~     ~    |    1|  410.357   pc  |  -2.2228     +2.2228  |paral   |2020yCat.1350....0G
2100|CPD-62 42                                                                                                |Star                                |00 31 22.5515305272 -62 13 06.214224360|306.9808394660885 -54.7518620982043|-14.602 -26.529   |10.969   |~                 |    ~     ~    |    1| 1562.120   pc  |-523.2000   +523.2000  |ST-L    |2020AJ....160...83S
2101|CPD-63 54                                                                                                |Star                                |00 33 24.5224248672 -62 46 13.464725196|306.4590721919190 -54.2342016260104|  16.786 15.426   |10.75    |~                 |    ~     ~    |    1|  301.850   pc  |  -1.0022     +1.0022  |paral   |2020yCat.1350....0G
2102|CPD-62 48                                                                                                |Star                                |00 35 03.5912062896 -61 58 16.858085268|306.2896820215997 -55.0499975040451| -12.084 -0.810   |10.254   |~                 |    ~     ~    |    1|  577.819   pc  | -16.3100    +16.3100  |ST-L    |2020AJ....160...83S
2103|CPD-64 53                                                                                                |Star                                |00 35 34.5268763928 -63 37 36.241598496|305.8861811405963 -53.4104357690550|    8.037 9.946   |10.710   |~                 |    ~     ~    |    1|  312.072   pc  |  -4.8300     +4.8300  |ST-L    |2020AJ....160...83S
2104|CPD-63 60                                                                                                |High Proper Motion Star             |00 36 45.5298187344 -62 45 37.634024232|305.8086241418683 -54.2857324102664| 154.564 17.865   |10.398   |~                 |    ~     ~    |    1|  121.976   pc  |  -0.7901     +0.7901  |ST-L    |2020AJ....160...83S
2105|CPD-64 59                                                                                                |High Proper Motion Star             |00 38 05.5913228808 -64 01 13.704659544|305.3621454346675 -53.0447649218620|  56.576 30.989   |10.732   |~                 |    ~     ~    |    1|  147.437   pc  |  -1.0950     +1.0950  |ST-L    |2020AJ....160...83S
2106|CPD-64 62                                                                                                |Star                                |00 39 57.9551321112 -64 01 00.886282248|305.0224817967519 -53.0647485989268|  43.849 -3.522   |10.379   |~                 |    ~     ~    |    1| 1928.770   pc  |-176.7000   +176.7000  |ST-L    |2020AJ....160...83S
2107|CPD-64 73                                                                                                |High Proper Motion Star             |00 44 54.0478623408 -63 37 18.891603984|304.1522844772401 -53.4908455899823|106.935 -19.575   |10.931   |~                 |    ~     ~    |    1|  224.516   pc  |  -2.5220     +2.5220  |ST-L    |2020AJ....160...83S
2108|CPD-62 41                                                                                                |Star                                |00 31 23.0282131200 -62 08 14.256458628|306.9982259461749 -54.8323449315936|   14.682 1.629   |10.597   |~                 |    ~     ~    |    1|  943.727   pc  | -44.7700    +44.7700  |ST-L    |2020AJ....160...83S
2109|CPD-64 43                                                                                                |Star                                |00 31 43.1115461304 -63 21 25.589514528|306.6577796305425 -53.6282584104294|   23.286 5.274   |10.83    |~                 |    ~     ~    |    1|  926.012   pc  | -10.6330    +10.6330  |paral   |2020yCat.1350....0G
2110|TYC 8841-1277-1                                                                                          |Star                                |00 32 01.5274750392 -61 45 20.574742644|306.9566711639165 -55.2205792071810|    6.721 1.766   |10.287   |~                 |    ~     ~    |    1| 1081.430   pc  | -60.4700    +60.4700  |ST-L    |2020AJ....160...83S
2111|CPD-62 46                                                                                                |Star                                |00 33 51.7215465936 -61 53 38.554068624|306.5497262865278 -55.1105777181884| 17.221 -12.289   |10.492   |~                 |    ~     ~    |    1| 1967.810   pc  |-185.6000   +185.6000  |ST-L    |2020AJ....160...83S
2112|CPD-64 57                                                                                                |Star                                |00 36 45.0499180464 -63 40 16.341190284|305.6611193192243 -53.3791490522602|  30.981 -1.869   |10.592   |~                 |    ~     ~    |    1|  858.932   pc  | -26.4100    +26.4100  |ST-L    |2020AJ....160...83S
2113|TYC 8844-403-1                                                                                           |Star                                |00 39 19.2481662480 -62 38 47.409799632|305.3240467808752 -54.4254342652015|  28.775 -2.582   |10.713   |~                 |    ~     ~    |    1|  801.265   pc  | -40.3500    +40.3500  |ST-L    |2020AJ....160...83S
2114|CPD-63 71                                                                                                |Star                                |00 43 12.2686106400 -63 04 33.853199160|304.5184891362584 -54.0268112977696|   3.328 -5.741   |10.554   |~                 |    ~     ~    |    1|  733.503   pc  | -27.2400    +27.2400  |ST-L    |2020AJ....160...83S
2115|CPD-64 70                                                                                                |Star                                |00 44 15.8798185296 -63 24 10.410377256|304.2882431432565 -53.7064658864569|   22.481 4.138   |10.70    |~                 |    ~     ~    |    1|  941.455   pc  | -29.2400    +29.2400  |ST-L    |2020AJ....160...83S
2116|CPD-64 45                                                                                                |Star                                |00 32 09.7795352088 -64 15 43.379539452|306.3859921284817 -52.7367431252804|  -4.692 -5.261   |10.909   |~                 |    ~     ~    |    1|  482.295   pc  | -11.3200    +11.3200  |ST-L    |2020AJ....160...83S
2117|CPD-63 67                                                                                                |Long-Period Variable Candidate      |00 39 25.5463389168 -63 07 07.628779308|305.2390587763988 -53.9556238870715|  -8.591 -6.516   |9.98     |~                 |    ~     ~    |    1|  650.999   pc  | -13.943     +13.943   |paral   |2020yCat.1350....0G
2118|TYC 8841-539-1                                                                                           |Star                                |00 41 44.3337926520 -61 42 09.636227208|304.9553314988378 -55.3874545131864|  24.598 19.087   |10.901   |~                 |    ~     ~    |    1|  291.974   pc  |  -4.3530     +4.3530  |ST-L    |2020AJ....160...83S
2119|TYC 8844-188-1                                                                                           |Star                                |00 31 16.2167476056 -63 51 20.073247056|306.6322375558291 -53.1275396523517| 30.132 -20.367   |10.974   |~                 |    ~     ~    |    1|  330.425   pc  |  -5.6150     +5.6150  |ST-L    |2020AJ....160...83S
2120|TYC 8844-309-1                                                                                           |Star                                |00 36 22.7803713888 -63 40 47.555940144|305.7283600867504 -53.3665383784374|  -0.591 -2.075   |10.94    |~                 |    ~     ~    |    1|  585.189   pc  | -21.7000    +21.7000  |ST-L    |2020AJ....160...83S
2121|TYC 8844-451-1                                                                                           |Star                                |00 33 09.6682534848 -62 37 58.024958232|306.5358228270113 -54.3673923828737|   8.409 -3.096   |10.97    |~                 |    ~     ~    |    1|  652.231   pc  |  -4.8071     +4.8071  |paral   |2020yCat.1350....0G
2122|TYC 8844-775-1                                                                                           |Star                                |00 34 23.7552579840 -64 06 43.841142324|306.0153720474717 -52.9139259252225|   10.330 9.726   |10.827   |~                 |    ~     ~    |    1| 1004.920   pc  | -49.6100    +49.6100  |ST-L    |2020AJ....160...83S
2123|HD 3394                                                                                                  |Spectroscopic Binary                |00 36 11.6235501816 -61 26 20.185179756|306.1557805001762 -55.5937883212375|-126.451 -52.771  |9.33     |F5V               |    ~     ~    |    1|   59.858   pc  |  -0.5421     +0.5421  |paral   |2020yCat.1350....0G
2124|HD 3527                                                                                                  |Star                                |00 37 37.2865652496 -61 32 25.565385804|305.8382093322242 -55.5097837760287| -14.885 -0.917   |9.43     |G8III/IV          |    ~     ~    |    1|  629.802   pc  |  -5.5928     +5.5928  |paral   |2020yCat.1350....0G
2125|CD-59 87                                                                                                 |Spectroscopic Binary                |00 30 32.0221390680 -59 00 53.656948476|307.9954934202201 -57.9073580866683| 25.100 -56.196   |10.38    |~                 |    ~     ~    |    1|  245.074   pc  |  -6.3605     +6.3605  |paral   |2020yCat.1350....0G
2126|HD 3076                                                                                                  |Star                                |00 33 23.7032288832 -58 48 32.923885680|307.3603512825985 -58.1637006906005| -9.390 -12.436   |9.13     |K3/4(III)         |    ~     ~    |    1|  831.770   pc  | -36.3000    +36.3000  |ST-L    |2020AJ....160...83S
2127|HD 3207                                                                                                  |Double or Multiple Star             |00 34 47.47986 -58 53 07.6475          |307.00263003 -58.11103116          |   40.66 -32.42   |9.23     |G3V               |    ~     ~    |    0|                |                       |        |                   
2128|CD-59 112                                                                                                |High Proper Motion Star             |00 36 41.8300459752 -58 50 27.941846892|306.5486087422687 -58.1835248241759|  41.563 40.527   |10.477   |~                 |    ~     ~    |    1|  354.935   pc  | -82.7800    +82.7800  |ST-L    |2020AJ....160...83S
2129|HD 2708                                                                                                  |Star                                |00 30 08.5813201032 -59 20 16.720853028|307.9953546261486 -57.5804316866702|    5.148 0.662   |9.43     |K1/2III           |    ~     ~    |    1|  947.777   pc  | -11.6777    +11.6777  |paral   |2020yCat.1350....0G
2130|HD 3375                                                                                                  |High Proper Motion Star             |00 36 00.8894331480 -59 43 02.052515928|306.5309111564647 -57.3031112043325| 78.007 -17.228   |6.91     |F2V               |    ~     ~    |    1|   56.952   pc  |  -0.0581     +0.0581  |paral   |2020yCat.1350....0G
2131|HD 3438                                                                                                  |High Proper Motion Star             |00 36 44.0575887480 -59 26 47.583403656|306.4173183094170 -57.5820866893936| 18.693 -49.426   |9.70     |G8/K0IV/V         |    ~     ~    |    1|  332.893   pc  |  -5.6500     +5.6500  |ST-L    |2020AJ....160...83S
2132|HD 2812                                                                                                  |Star                                |00 31 02.8455622488 -60 17 41.733035016|307.5258132454062 -56.6510829847926|  8.291 -17.524   |9.86     |G3V               |    ~     ~    |    1|  136.295   pc  |  -0.2638     +0.2638  |paral   |2020yCat.1350....0G
2133|HD 3278                                                                                                  |Spectroscopic Binary                |00 35 14.3950803480 -59 48 57.721227084|306.6893474385840 -57.1938903783937|-47.025 -55.530   |9.60     |G8IV/V            |    ~     ~    |    1|   90.628   pc  |  -1.4283     +1.4283  |paral   |2020yCat.1350....0G
2134|HD 3419                                                                                                  |Star                                |00 36 32.8157092008 -59 52 57.045875700|306.3748622503696 -57.1460842576135| 33.997 -12.127   |10.099   |F5V               |    ~     ~    |    1|  172.072   pc  |  -1.3430     +1.3430  |ST-L    |2020AJ....160...83S
2135|HD 2918                                                                                                  |Star                                |00 31 51.5005784112 -60 56 42.231506604|307.1841109606594 -56.0212441987256| 25.350 -23.395   |9.57     |F3V               |    ~     ~    |    1|  182.368   pc  |  -1.6380     +1.6380  |ST-L    |2020AJ....160...83S
2136|HD 2963                                                                                                  |Star                                |00 32 14.3268191016 -60 50 48.766792560|307.1256853287291 -56.1247667211346|-16.980 -27.045   |9.40     |A1IV/V            |    ~     ~    |    1|  485.849   pc  | -15.1100    +15.1100  |ST-L    |2020AJ....160...83S
2137|HD 2981                                                                                                  |Star                                |00 32 28.0452518520 -60 40 22.226788704|307.1175833883584 -56.3009734611653| 15.102 -11.445   |9.09     |K0III             |    ~     ~    |    1|  435.806   pc  |  -2.8679     +2.8679  |paral   |2020yCat.1350....0G
2138|HD 3093                                                                                                  |Star                                |00 33 32.5037907456 -61 08 50.036808480|306.7766314234945 -55.8472254305927|   23.776 6.334   |7.76     |A1IV/V            |    ~     ~    |    1|  349.871   pc  |  -3.0358     +3.0358  |paral   |2020yCat.1350....0G
2139|HD 3426                                                                                                  |Double or Multiple Star             |00 36 30.29455 -61 02 51.3538          |306.16206093 -55.98690008          |    16.41 -1.40   |9.12     |G5/6IV/V          |0.0067  0.0    |    0|                |                       |        |                   
2140|CD-61 98                                                                                                 |High Proper Motion Star             |00 37 56.5922397216 -60 39 04.542578172|305.9194215402517 -56.3986443105370| 59.597 -37.056   |10.20    |~                 |    ~     ~    |    1|  129.684   pc  |  -3.3610     +3.3610  |ST-L    |2020AJ....160...83S
2141|HD 3824                                                                                                  |High Proper Motion Star             |00 40 12.0485112744 -61 04 41.667166164|305.3610760511643 -55.9969798522765|   63.648 0.551   |8.96     |F6V               |    ~     ~    |    1|  160.462   pc  |  -0.6489     +0.6489  |paral   |2020yCat.1350....0G
2142|CD-62 21                                                                                                 |Star                                |00 30 24.3754274472 -61 21 00.675552996|307.3917533901854 -55.5955738449981|  42.247 10.330   |10.129   |~                 |    ~     ~    |    1|  143.895   pc  |  -1.0980     +1.0980  |ST-L    |2020AJ....160...83S
2143|HD 2883                                                                                                  |High Proper Motion Star             |00 31 34.6055455200 -61 20 48.437661876|307.1466649443173 -55.6186357015179|-18.145 -46.638   |9.40     |ApSr              |    ~     ~    |    1|  178.034   pc  |  -3.2932     +3.2932  |paral   |2020yCat.1350....0G
2144|HD 3341                                                                                                  |Double or Multiple Star             |00 35 45.4284151512 -61 20 07.128970656|306.2673950866446 -55.6912705488662|  -9.088 11.143   |8.94     |F6/7V             |    ~     ~    |    0|                |                       |        |                   
2145|CD-61 81                                                                                                 |Star                                |00 31 12.97 -61 02 54.2                |307.29640 -55.90817                |            ~ ~   |9.8      |~                 |    ~     ~    |    0|                |                       |        |                   
2146|CD-60 83                                                                                                 |Star                                |00 31 53.7361352712 -59 46 49.030804452|307.4674968043540 -57.1755396051675|   -0.181 1.832   |10.544   |~                 |    ~     ~    |    1|  904.584   pc  | -34.5600    +34.5600  |ST-L    |2020AJ....160...83S
2147|CD-60 88                                                                                                 |Star                                |00 33 26.8438339248 -59 37 03.589544712|307.1492692821732 -57.3630317282367|   24.322 4.878   |10.422   |~                 |    ~     ~    |    1|  332.451   pc  |  -5.5830     +5.5830  |ST-L    |2020AJ....160...83S
2148|CD-60 93                                                                                                 |Star                                |00 34 12.6794119848 -59 28 14.160020304|307.0055302447040 -57.5211934769863|  20.356 -2.373   |10.500   |~                 |    ~     ~    |    1| 1331.320   pc  | -91.0100    +91.0100  |ST-L    |2020AJ....160...83S
2149|CD-59 116                                                                                                |Star                                |00 37 22.6602448944 -58 54 07.965138960|306.3705756736157 -58.1320672606087|   8.225 -2.325   |10.255   |~                 |    ~     ~    |    1|  842.715   pc  | -24.2300    +24.2300  |ST-L    |2020AJ....160...83S
2150|TYC 8472-896-1                                                                                           |Star                                |00 38 01.9792758288 -59 46 53.729084280|306.0508216526193 -57.2654105813065|   6.329 -6.391   |10.757   |~                 |    ~     ~    |    1| 1948.580   pc  |-185.2000   +185.2000  |ST-L    |2020AJ....160...83S
2151|CD-60 87                                                                                                 |Star                                |00 32 39.7205140008 -60 08 35.775085668|307.2020732365031 -56.8290400099616|  31.178 14.085   |10.46    |~                 |    ~     ~    |    1|  244.304   pc  |  -2.9970     +2.9970  |ST-L    |2020AJ....160...83S
2152|CD-61 89                                                                                                 |Star                                |00 33 16.8547265328 -60 24 20.735275536|307.0011170645240 -56.5788073180590|   13.611 5.538   |10.27    |~                 |    ~     ~    |    1|  832.094   pc  | -28.5200    +28.5200  |ST-L    |2020AJ....160...83S
2153|TYC 8472-653-1                                                                                           |Star                                |00 36 54.6167226264 -59 27 01.671305760|306.3750643679276 -57.5805614027388|  18.377 -3.574   |10.48    |~                 |    ~     ~    |    1| 1089.510   pc  | -69.7300    +69.7300  |ST-L    |2020AJ....160...83S
2154|TYC 8841-1442-1                                                                                          |Star                                |00 31 12.7339258896 -61 02 55.171716504|307.2971753630649 -55.9078387532814|    2.721 0.818   |9.97     |~                 |    ~     ~    |    1|  594.530   pc  |  -4.5244     +4.5244  |paral   |2020yCat.1350....0G
2155|GSPC S112-A                                                                                              |Star                                |00 35 14.8 -59 48 58                   |306.6878 -57.1939                  |            ~ ~   |9.56     |~                 |    ~     ~    |    0|                |                       |        |                   
2156|TYC 8471-913-1                                                                                           |Star                                |00 34 50.3551527768 -59 35 56.184169308|306.8295424394481 -57.4035226395322| -5.331 -29.635   |10.598   |~                 |    ~     ~    |    1|  228.329   pc  |  -2.6310     +2.6310  |ST-L    |2020AJ....160...83S
2157|TYC 8471-979-1                                                                                           |Star                                |00 34 10.3013729640 -59 48 14.738038632|306.9380562745494 -57.1896538342413|   23.230 3.302   |10.980   |~                 |    ~     ~    |    1|  447.635   pc  | -16.5800    +16.5800  |ST-L    |2020AJ....160...83S
2158|TYC 8471-1069-1                                                                                          |Star                                |00 35 12.8934311232 -58 59 26.661619140|306.8761120150778 -58.0131031447517|-11.047 -27.445   |10.590   |~                 |    ~     ~    |    1|  341.553   pc  |  -5.9470     +5.9470  |ST-L    |2020AJ....160...83S
2159|TYC 8471-1072-1                                                                                          |Star                                |00 33 13.6187615352 -59 06 50.339555172|307.3245040179966 -57.8586846736146|  14.048 -4.491   |10.958   |~                 |    ~     ~    |    1|  420.851   pc  |  -9.3140     +9.3140  |ST-L    |2020AJ....160...83S
2160|TYC 8472-1036-1                                                                                          |Spectroscopic Binary                |00 36 37.8293862168 -59 32 04.247762172|306.4242408851490 -57.4932208495425|  13.832 17.665   |10.76    |~                 |    ~     ~    |    1|  256.095   pc  |  -3.2170     +3.2170  |ST-L    |2020AJ....160...83S
2161|TYC 8841-1075-1                                                                                          |High Proper Motion Star             |00 34 12.1702132248 -60 18 58.060108764|306.8158517701963 -56.6819640767543| -9.196 -56.537   |10.97    |~                 |    ~     ~    |    1|  177.717   pc  |  -1.5410     +1.5410  |ST-L    |2020AJ....160...83S
2162|TYC 8841-1122-1                                                                                          |Star                                |00 38 51.3493593456 -61 23 16.843076664|305.6028536626344 -55.6749422740583| -19.948 -4.501   |10.84    |~                 |    ~     ~    |    1|  277.075   pc  |  -3.8000     +3.8000  |ST-L    |2020AJ....160...83S
2163|TYC 8841-1500-1                                                                                          |Spectroscopic Binary                |00 31 35.2051732272 -60 58 45.962314032|307.2340905388978 -55.9826905932180| 37.598 -22.657   |10.935   |~                 |    ~     ~    |    1| 1058.420   pc  | -55.0400    +55.0400  |ST-L    |2020AJ....160...83S
2164|TYC 8841-1614-1                                                                                          |Star                                |00 35 10.1823033216 -61 13 02.383468212|306.4151081403327 -55.8007653227260| 15.013 -14.017   |10.654   |~                 |    ~     ~    |    1|  176.295   pc  |  -1.5940     +1.5940  |ST-L    |2020AJ....160...83S
2165|TYC 8841-1674-1                                                                                          |Star                                |00 32 31.7012526000 -60 59 17.496123360|307.0297199109199 -55.9893542574003| -35.625 -7.007   |10.737   |~                 |    ~     ~    |    1|  270.493   pc  |  -3.7690     +3.7690  |ST-L    |2020AJ....160...83S
2166|CD-56 87                                                                                                 |Star                                |00 30 32.8910086368 -56 06 10.426368636|308.9013064503738 -60.7825844896393|  25.947 -9.450   |10.881   |~                 |    ~     ~    |    1|  346.616   pc  |  -5.6400     +5.6400  |ST-L    |2020AJ....160...83S
2167|HD 2848                                                                                                  |Star                                |00 31 20.3999304600 -56 14 29.516829684|308.6328818665454 -60.6637021786214|-14.807 -16.792   |8.11     |K1III             |    ~     ~    |    1|  285.780   pc  |  -1.5762     +1.5762  |paral   |2020yCat.1350....0G
2168|CPD-56 93                                                                                                |Star                                |00 31 25.6298345328 -56 12 04.938135444|308.6214809843858 -60.7052775791279| -19.084 28.106   |10.242   |~                 |    ~     ~    |    1|  279.918   pc  |  -4.0100     +4.0100  |ST-L    |2020AJ....160...83S
2169|CD-57 96                                                                                                 |Star                                |00 30 10.9829836536 -56 21 09.778165236|308.9184027921697 -60.5278008433866|  -16.279 7.419   |10.140   |~                 |    ~     ~    |    1|  188.670   pc  |  -1.7390     +1.7390  |ST-L    |2020AJ....160...83S
