C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.23CEST06:17:40

Vmag< 11&dec >=0&rah >=17.5&rah< 17.75
--------------------------------------

Number of objects : 4781

 #  |                              identifier                              |              typ              |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |  spec. type   |   ang. size   
----|----------------------------------------------------------------------|-------------------------------|---------------------------------------|-----------------------------------|------------------|---------|---------------|---------------
4395|TYC 419-829-1                                                         |Star                           |17 42 20.3542223808 +02 18 47.982970404|026.9859693422527 +16.4079426854704|   1.288 -7.460   |10.48    |~              |    ~     ~    
4396|TYC 419-935-1                                                         |Star                           |17 41 36.2017785864 +02 01 12.962997948|026.6263801601950 +16.4345914599937|   6.285 -8.125   |10.46    |~              |    ~     ~    
4397|TYC 419-1025-1                                                        |Star                           |17 43 14.1298937952 +01 59 17.640419820|026.7943670595144 +16.0586879229342|   0.397 -3.241   |10.72    |~              |    ~     ~    
4398|TYC 419-1294-1                                                        |Star                           |17 43 49.9551697368 +01 56 50.752828608|026.8289091464770 +15.9076317312650|   1.776 -8.722   |10.94    |~              |    ~     ~    
4399|TYC 419-1421-1                                                        |Star                           |17 43 01.5214282272 +03 04 36.151016016|027.7746281111977 +16.6088070753803|  9.681 -13.437   |10.99    |~              |    ~     ~    
4400|TYC 419-1532-1                                                        |Star                           |17 39 25.4604414600 +03 41 26.710282968|027.9128741381370 +17.6891898066476|  -0.102 -3.726   |10.79    |~              |    ~     ~    
4401|TYC 419-1673-1                                                        |Star                           |17 43 56.7340205496 +03 33 05.587252380|028.3248845233190 +16.6229364794454|   3.083 -5.718   |10.99    |~              |    ~     ~    
4402|TYC 419-1724-1                                                        |Star                           |17 38 58.7731352760 +03 42 04.029301224|027.8690573021667 +17.7925301606160|  -4.322 -9.942   |10.80    |~              |    ~     ~    
4403|TYC 422-281-1                                                         |Star                           |17 31 29.8184366976 +05 04 49.124581428|028.2646220289720 +20.0818173650099|  -10.479 1.808   |10.55    |~              |    ~     ~    
4404|TYC 422-991-1                                                         |Star                           |17 36 46.7618068296 +03 45 06.623194572|027.6512481725000 +18.3033721732471|    1.297 4.151   |10.80    |~              |    ~     ~    
4405|TYC 422-1129-1                                                        |Star                           |17 35 16.8888163896 +03 56 36.849016932|027.6498138710180 +18.7233187162411|    0.718 3.845   |10.74    |~              |    ~     ~    
4406|TYC 422-1561-1                                                        |Star                           |17 33 49.1474835600 +05 37 09.500806776|029.0544265659858 +19.8108718343624|   -3.786 2.110   |10.90    |~              |    ~     ~    
4407|TYC 423-387-1                                                         |Star                           |17 40 14.5236512616 +05 34 32.359316844|029.7757595244060 +18.3648043159580| -7.916 -12.262   |10.62    |~              |    ~     ~    
4408|TYC 423-560-1                                                         |Star                           |17 43 52.3360263696 +04 52 09.507476748|029.5424483353624 +17.2394607817629|    8.335 6.964   |10.85    |~              |    ~     ~    
4409|TYC 423-702-1                                                         |Star                           |17 43 22.0744376880 +05 20 15.319791456|029.9207992745109 +17.5630563786135|  -6.879 -8.492   |10.58    |~              |    ~     ~    
4410|TYC 423-715-1                                                         |Star                           |17 43 38.3145335712 +05 20 22.787271996|029.9545900695311 +17.5038507258242|  1.665 -16.289   |10.94    |~              |    ~     ~    
4411|TYC 423-848-1                                                         |Star                           |17 41 48.3423229896 +05 29 19.165500024|029.8784411443351 +17.9782270847070|   7.385 -0.844   |10.24    |~              |    ~     ~    
4412|TYC 423-1107-1                                                        |Star                           |17 43 47.7039344352 +04 20 48.217139448|029.0460377653398 +17.0194276215373|   -0.717 2.648   |9.66     |~              |    ~     ~    
4413|TYC 423-1382-1                                                        |Spectroscopic Binary           |17 38 50.5121502288 +04 02 31.353548424|028.1708982530553 +17.9793295630493|  -12.460 0.826   |10.47    |~              |    ~     ~    
4414|TYC 426-324-1                                                         |Star                           |17 30 32.5530203928 +05 56 46.519905480|028.9735431667908 +20.6856975628905|   1.557 -8.718   |10.79    |~              |    ~     ~    
4415|TYC 426-417-1                                                         |Star                           |17 30 08.2080186912 +06 01 40.343675628|029.0028549889726 +20.8125349749228|   4.423 -2.775   |10.90    |~              |    ~     ~    
4416|TYC 426-1113-1                                                        |Spectroscopic Binary           |17 33 47.5485585360 +05 57 43.441306740|029.3766353730750 +19.9712734588505|    2.707 1.028   |10.88    |~              |    ~     ~    
4417|TYC 426-1243-1                                                        |Star                           |17 37 16.7488725072 +07 15 38.072168748|031.0231269247926 +19.7758362196790|   -3.426 0.151   |10.93    |~              |    ~     ~    
4418|TYC 427-132-1                                                         |Star                           |17 40 28.7843877408 +06 54 58.965210684|031.0692234027341 +18.9115072617371|   4.450 -9.861   |10.83    |~              |    ~     ~    
4419|TYC 427-779-1                                                         |Star                           |17 41 30.3769343856 +07 17 39.015670416|031.5464158571969 +18.8505641591106|  -4.775 -6.143   |10.91    |~              |    ~     ~    
4420|TYC 427-1041-1                                                        |Star                           |17 43 07.8721206840 +07 01 42.055733424|031.4831415423013 +18.3714780612550| 11.322 -24.518   |10.86    |~              |    ~     ~    
4421|TYC 427-1278-1                                                        |Star                           |17 38 24.6330428688 +06 26 36.651451488|030.3793232139921 +19.1610056969956| 13.421 -18.927   |10.97    |~              |    ~     ~    
4422|TYC 427-1281-1                                                        |Star                           |17 40 33.4015859016 +06 02 49.225736688|030.2567136364914 +18.5066248865280|   -2.827 0.682   |10.72    |~              |    ~     ~    
4423|TYC 427-1291-1                                                        |Star                           |17 40 23.9674065552 +06 29 26.122587756|030.6569926475470 +18.7398819719146|  -5.127 -8.586   |10.80    |~              |    ~     ~    
4424|TYC 992-1212-1                                                        |Star                           |17 33 25.8344530848 +08 05 06.988184916|031.3645089361629 +20.9952349061877|   -6.348 7.078   |10.72    |~              |    ~     ~    
4425|DO 4311                                                               |Carbon Star                    |17 34 38.0330483400 +08 01 31.533620376|031.4468534401840 +20.7013298007709|   -3.152 4.324   |10.69    |R              |    ~     ~    
4426|TYC 992-1386-1                                                        |Spectroscopic Binary           |17 36 34.5514635480 +08 39 48.210700176|032.2843067901085 +20.5482593019680|  -1.296 -5.619   |10.83    |~              |    ~     ~    
4427|TYC 992-1412-1                                                        |Star                           |17 34 40.9919711640 +08 27 54.010122624|031.8753060718358 +20.8828152593913| -7.685 -11.843   |10.72    |~              |    ~     ~    
4428|TYC 992-1472-1                                                        |Star                           |17 33 03.6393640056 +07 44 57.896650716|030.9983507744790 +20.9298175488284| -0.676 -15.621   |10.57    |~              |    ~     ~    
4429|TYC 992-1646-1                                                        |Star                           |17 35 38.1640404576 +08 24 22.745710944|031.9289155617015 +20.6452080238963| -8.414 -17.036   |10.97    |~              |    ~     ~    
4430|TYC 993-31-1                                                          |Star                           |17 37 36.7792847496 +08 57 09.703403532|032.6813603325832 +20.4432654433655|   0.999 -9.006   |9.87     |~              |    ~     ~    
4431|TYC 993-395-1                                                         |Star                           |17 42 23.7023361840 +09 16 47.646196248|033.5391387303925 +19.5209905025845|-20.306 -39.047   |10.68    |~              |    ~     ~    
4432|TYC 993-779-1                                                         |Star                           |17 40 01.5272124192 +08 24 33.979740408|032.4369768229998 +19.6700322056904| -6.817 -11.943   |10.21    |~              |    ~     ~    
4433|TYC 993-1208-1                                                        |Star                           |17 42 57.8787602592 +08 28 17.676576804|032.8324852169133 +19.0432020345309| -2.149 -13.618   |10.94    |~              |    ~     ~    
4434|TYC 993-1261-1                                                        |Star                           |17 39 01.6703223480 +08 20 02.283175896|032.2502956567654 +19.8590157894617|  -5.157 -2.419   |10.70    |~              |    ~     ~    
4435|TYC 993-1761-1                                                        |Star                           |17 40 07.8823608480 +08 57 38.323949436|032.9764489191289 +19.8863832986629|    1.428 2.885   |10.35    |~              |    ~     ~    
4436|TYC 996-419-1                                                         |Star                           |17 33 05.7159383832 +09 35 10.845298752|032.7774012056593 +21.7223214905003|   1.107 -5.362   |10.39    |~              |    ~     ~    
4437|TYC 996-1831-1                                                        |Star                           |17 33 05.9067392088 +11 06 56.582819064|034.2705196886966 +22.3732952052909|  10.759 -6.952   |10.98    |~              |    ~     ~    
4438|TYC 997-627-1                                                         |Star                           |17 40 38.5853330064 +09 36 32.114454624|033.6565070098813 +20.0527085974688|  6.973 -28.316   |10.94    |~              |    ~     ~    
4439|TYC 997-1055-1                                                        |Star                           |17 37 39.4107590520 +09 44 38.789635632|033.4489881122685 +20.7752439042785|   3.345 14.258   |10.94    |~              |    ~     ~    
4440|TYC 997-1075-1                                                        |Star                           |17 38 53.4755255808 +09 46 45.685004268|033.6226302829958 +20.5157494410400|   3.773 -4.732   |10.91    |~              |    ~     ~    
4441|TYC 997-1430-1                                                        |Star                           |17 40 39.3872990208 +11 02 06.687486492|035.0337923679133 +20.6584263091192| -4.851 -13.977   |10.91    |~              |    ~     ~    
4442|TYC 997-1492-1                                                        |Star                           |17 40 48.5732690712 +11 01 43.304029968|035.0444839195613 +20.6216376234457|  -2.192 -3.432   |10.25    |~              |    ~     ~    
4443|TYC 997-1520-1                                                        |Star                           |17 43 24.6610 +11 09 31.400            |035.4580317 +20.0982799            |     13.0 -13.1   |10.956   |~              |    ~     ~    
4444|TYC 997-1652-1                                                        |Star                           |17 41 40.6077929976 +10 46 59.742380712|034.9034799002652 +20.3248008053382|  -4.979 -1.549   |10.96    |~              |    ~     ~    
4445|TYC 997-1915-1                                                        |Star                           |17 41 30.7499151600 +09 45 44.496969012|033.9019742695241 +19.9252904963345|  1.273 -15.426   |10.60    |~              |    ~     ~    
4446|TYC 997-2055-1                                                        |Star                           |17 42 40.8285524472 +09 58 00.617367648|034.2295940155562 +19.7532508493615|  -6.636 -3.771   |10.64    |~              |    ~     ~    
4447|TYC 997-2256-1                                                        |Star                           |17 41 03.3009550272 +10 34 27.429784644|034.6324849165912 +20.3742656974033| -2.382 -11.514   |10.62    |~              |    ~     ~    
4448|TYC 1000-156-1                                                        |Star                           |17 36 18.3235801440 +11 25 19.464192300|034.9275757849649 +21.7890178475836|   1.381 -5.649   |10.59    |~              |    ~     ~    
4449|TYC 1000-168-1                                                        |Star                           |17 30 23.0023037352 +11 18 26.534710584|034.1551281243043 +23.0579193997473| -12.274 -0.428   |10.72    |~              |    ~     ~    
4450|TYC 1000-508-1                                                        |Star                           |17 33 36.8143719264 +11 22 02.793618480|034.5749324557621 +22.3646801872103|  -4.595 -7.311   |10.86    |~              |    ~     ~    
4451|TYC 1000-1757-1                                                       |Star                           |17 35 37.9308370296 +12 14 30.926988348|035.6568995084962 +22.2812086458798|   -0.630 8.006   |10.18    |~              |    ~     ~    
4452|TYC 1000-1785-1                                                       |Star                           |17 31 33.0111921984 +12 06 49.881014064|035.0814323688370 +23.1354177149193|  -0.312 -8.654   |10.33    |~              |    ~     ~    
4453|TYC 1001-301-1                                                        |Star                           |17 39 49.1230430472 +11 21 02.896881696|035.2471373200732 +20.9778870800955|  -0.923 -3.351   |10.45    |~              |    ~     ~    
4454|TYC 1001-475-1                                                        |Star                           |17 43 56.8126262976 +11 21 44.997858108|035.7137773865946 +20.0652234935074| -2.442 -17.656   |10.00    |~              |    ~     ~    
4455|TYC 1001-485-1                                                        |Star                           |17 37 58.2923201232 +11 30 28.353328560|035.1958075177514 +21.4546070787670|   9.418 -3.959   |10.92    |~              |    ~     ~    
4456|TYC 1001-549-1                                                        |Star                           |17 41 31.2467628024 +11 53 24.956834316|035.9585452829171 +20.8260558941340|  -1.381 -9.540   |10.53    |~              |    ~     ~    
4457|TYC 1001-784-1                                                        |Star                           |17 38 20.6193426384 +12 29 09.398629104|036.1927711629589 +21.7799788978346|   5.785 -5.564   |10.56    |~              |    ~     ~    
4458|TYC 1001-910-1                                                        |Star                           |17 44 38.7308930808 +12 49 37.392216060|037.2084461226696 +20.5221863834508|  -14.118 7.342   |10.99    |~              |    ~     ~    
4459|TYC 1001-1080-1                                                       |Star                           |17 42 22.1371459536 +12 16 12.205833312|036.4203507323914 +20.7962128466956|   4.090 -9.413   |10.88    |~              |    ~     ~    
4460|TYC 1004-268-1                                                        |Star                           |17 35 15.6992913264 +13 23 27.810820320|036.7505318201467 +22.8367980200602|   -7.482 3.069   |10.77    |~              |    ~     ~    
4461|TYC 1004-358-1                                                        |Star                           |17 35 17.0354878992 +13 35 27.340776708|036.9510070511998 +22.9133472192178|-14.129 -14.509   |10.58    |~              |    ~     ~    
4462|TYC 1004-603-1                                                        |Star                           |17 30 13.8683096592 +14 25 00.460951752|037.2355129495304 +24.3681070788770|  -2.317 10.297   |10.84    |~              |    ~     ~    
4463|TYC 1004-829-1                                                        |Star                           |17 31 37.3806509928 +14 00 13.022973180|036.9695375158777 +23.8931531677713|  -3.737 -0.995   |10.70    |~              |    ~     ~    
4464|TYC 1004-862-1                                                        |Star                           |17 34 54.9222654528 +13 28 19.438947300|036.7935154154988 +22.9467270770034|   0.953 -5.836   |10.83    |~              |    ~     ~    
4465|TYC 1004-866-1                                                        |Star                           |17 30 03.3656136120 +13 29 04.679049300|036.2816262039631 +24.0308738620349| -44.678 15.195   |10.95    |~              |    ~     ~    
4466|TYC 1004-1254-1                                                       |Star                           |17 36 59.6560204104 +13 46 07.736281176|037.3105152164942 +22.6061898702181|   1.686 -2.745   |10.74    |~              |    ~     ~    
4467|TYC 1005-548-1                                                        |Spectroscopic Binary           |17 40 47.5692523968 +14 06 49.382968752|038.0554574217246 +21.9039864862778|   4.150 -5.610   |10.88    |~              |    ~     ~    
4468|TYC 1005-1671-1                                                       |Star                           |17 38 36.8817189768 +13 56 19.899295008|037.6515528846941 +22.3158655251234|   2.347 -2.837   |10.84    |~              |    ~     ~    
4469|TYC 1005-1868-1                                                       |Star                           |17 37 08.9517218976 +14 40 49.953683424|038.2315895674167 +22.9399532888178|-28.983 -29.734   |9.63     |~              |    ~     ~    
4470|TYC 1005-2018-1                                                       |Star                           |17 37 48.3317829816 +14 33 38.078027928|038.1815295313890 +22.7463780083581|  0.966 -11.779   |10.91    |~              |    ~     ~    
4471|TYC 1538-143-1                                                        |Star                           |17 35 26.5334224992 +16 42 27.510155028|040.0869104519282 +24.1165733476826|   2.194 -7.791   |10.98    |~              |    ~     ~    
4472|TYC 1538-636-1                                                        |Star                           |17 34 00.2803267080 +16 13 58.101494376|039.4605115871701 +24.2496826355018|  -0.454 -2.194   |10.97    |~              |    ~     ~    
4473|TYC 1538-764-1                                                        |Star                           |17 32 52.7786560632 +16 12 51.147576180|039.3262184940050 +24.4911630915445| -2.512 -14.212   |10.75    |~              |    ~     ~    
4474|TYC 1538-791-1                                                        |Star                           |17 33 23.1539001696 +16 32 09.085579476|039.7037667313532 +24.5041885510707| -1.598 -10.671   |10.21    |~              |    ~     ~    
4475|TYC 1538-1317-1                                                       |Star                           |17 32 18.3597885624 +15 33 32.925957876|038.6048683635639 +24.3616759412978|   -3.021 3.769   |10.85    |~              |    ~     ~    
4476|TYC 1542-478-1                                                        |Star                           |17 35 32.2340523912 +17 06 38.365096068|040.5040891155458 +24.2511396319302|  -5.665 -1.297   |10.89    |~              |    ~     ~    
4477|TYC 1542-628-1                                                        |Star                           |17 31 58.6351942128 +17 21 52.959928788|040.4042652702524 +25.1336638531964|  -6.749 -1.652   |10.93    |~              |    ~     ~    
4478|TYC 1542-719-1                                                        |Star                           |17 33 53.8121727792 +17 31 59.650010616|040.7684852914119 +24.7745583582514|   -5.668 9.362   |10.98    |~              |    ~     ~    
4479|TYC 1542-808-1                                                        |Star                           |17 35 49.0621886712 +18 28 46.741962432|041.9233341019309 +24.7096654767176|   -1.372 8.907   |10.76    |~              |    ~     ~    
4480|TYC 1542-1026-1                                                       |Star                           |17 31 51.3618763728 +17 20 50.207057880|040.3742863089328 +25.1537650783148|  -7.574 18.106   |10.72    |~              |    ~     ~    
4481|TYC 1546-61-1                                                         |Star                           |17 34 11.0079157488 +19 06 24.764577840|042.4064841138470 +25.3023638402490|    1.275 8.759   |10.94    |~              |    ~     ~    
4482|TYC 1546-154-1                                                        |Star                           |17 35 27.0938740272 +19 04 12.664654140|042.4914800193786 +25.0105015471816|  -6.054 -0.769   |10.17    |~              |    ~     ~    
4483|HD 159643                                                             |Star                           |17 35 04.9091905080 +20 08 19.927287708|043.5551520620510 +25.4839050482694|  1.787 -11.154   |8.52     |G0             |    ~     ~    
4484|TYC 1546-655-1                                                        |Star                           |17 35 21.3126890832 +19 01 55.831683000|042.4432068312823 +25.0175343922897|  -1.209 -2.757   |10.90    |~              |    ~     ~    
4485|TYC 1546-811-1                                                        |Star                           |17 34 25.6478799984 +19 58 54.612352200|043.3311309724479 +25.5699629014240|  -2.128 -4.976   |10.91    |~              |    ~     ~    
4486|2MASS J17335866+1952440                                               |Long-Period Variable Candidate |17 33 58.6733941440 +19 52 43.953549924|043.1821389276765 +25.6308838036859|  -5.438 -3.470   |10.74    |~              |    ~     ~    
4487|TYC 1546-1017-1                                                       |High Proper Motion Star        |17 34 19.2099797568 +20 15 42.513999012|043.6103657862072 +25.6950180805342| -3.109 -82.020   |10.97    |~              |    ~     ~    
4488|TYC 1546-1061-1                                                       |Star                           |17 35 35.8804699224 +19 49 37.189004628|043.2826733245752 +25.2572817770918|  19.067 19.735   |10.87    |~              |    ~     ~    
4489|TYC 1550-1754-1                                                       |Star                           |17 31 39.4606376568 +22 11 05.586890064|045.3727348509982 +26.9552743239626|   -6.547 3.292   |10.73    |~              |    ~     ~    
4490|TYC 1550-2027-1                                                       |Star                           |17 35 53.4772996992 +21 33 37.246656636|045.1024795217655 +25.8167822428866|    3.642 9.058   |10.97    |~              |    ~     ~    
4491|TYC 1550-2495-1                                                       |Star                           |17 33 14.0972699400 +21 47 18.222981684|045.0986571140481 +26.4746913063933| -2.628 -12.884   |10.92    |~              |    ~     ~    
4492|TYC 1550-2594-1                                                       |Star                           |17 34 20.4604897056 +21 06 35.944478532|044.4920455793514 +25.9946840478724|  -2.152 -3.349   |10.95    |~              |    ~     ~    
4493|TYC 1551-1105-1                                                       |Star                           |17 36 52.8632227704 +15 28 38.259916140|038.9981962023830 +23.3167724078570| -0.836 -10.465   |10.62    |~              |    ~     ~    
4494|TYC 1551-1934-1                                                       |Star                           |17 39 39.9831037872 +15 54 38.883727116|039.7190698258984 +22.8722218044077|   3.222 15.035   |10.92    |~              |    ~     ~    
4495|TYC 1551-1994-1                                                       |Star                           |17 41 28.5219316512 +15 46 43.131313740|039.7738228551402 +22.4203479257100|  -1.812 17.260   |10.98    |~              |    ~     ~    
4496|TYC 1555-216-1                                                        |Star                           |17 38 04.3246595760 +17 17 56.304421669|040.9492765134791 +23.7647913719297| -9.542 -12.275   |10.19    |~              |    ~     ~    
4497|TYC 1555-492-1                                                        |Star                           |17 42 27.8676436224 +17 03 39.240554940|041.1518041435130 +22.7052376439051|   -0.941 6.328   |10.92    |~              |    ~     ~    
4498|TYC 1555-1448-1                                                       |Star                           |17 43 56.7015592176 +17 00 09.232577100|041.2427612456319 +22.3565323682424|  3.042 -14.268   |10.86    |~              |    ~     ~    
4499|TYC 1555-1750-1                                                       |Star                           |17 43 51.6278117160 +18 35 46.210757712|042.8284144641204 +22.9884484894014|   4.455 -5.384   |10.73    |~              |    ~     ~    
4500|TYC 1559-263-1                                                        |Star                           |17 42 23.8494251448 +20 08 56.658944112|044.2571731063749 +23.8896996410206|   1.812 -9.873   |10.96    |~              |    ~     ~    
4501|TYC 1559-574-1                                                        |Star                           |17 37 30.8835956808 +19 13 42.697819596|042.8527481345643 +24.6168554540651|-35.332 -10.863   |10.98    |~              |    ~     ~    
4502|TYC 1559-919-1                                                        |Star                           |17 36 56.1160751328 +20 22 46.871151096|043.9779976791492 +25.1663027880799|   4.242 -2.376   |10.68    |~              |    ~     ~    
4503|TYC 1559-939-1                                                        |Spectroscopic Binary           |17 37 41.2415352744 +19 38 30.764677380|043.2919202225260 +24.7319940745869|  -9.614 -9.617   |10.89    |~              |    ~     ~    
4504|TYC 1559-1286-1                                                       |Star                           |17 43 03.2223692208 +18 45 39.170955852|042.9153832685001 +23.2276922468424|  -2.394 -8.465   |10.87    |~              |    ~     ~    
4505|TYC 1559-1655-1                                                       |Star                           |17 40 07.6410386208 +20 22 37.227111600|044.2753734705677 +24.4686126913981| -2.155 -11.611   |10.94    |~              |    ~     ~    
4506|TYC 1560-548-1                                                        |Star                           |17 44 13.7119039728 +19 19 11.624746620|043.5925972337606 +23.1812130999856|  -4.726 -5.343   |10.58    |~              |    ~     ~    
4507|TYC 1560-2235-2                                                       |Star                           |17 44 32.076 +18 59 31.46              |043.292077 +22.990777              |     -4.7 -10.5   |9.78     |~              |    ~     ~    
4508|TYC 1563-43-1                                                         |Star                           |17 41 26.3047418880 +20 43 06.567431808|044.7473933281476 +24.3073951783780|   -2.146 2.680   |10.92    |~              |    ~     ~    
4509|TYC 1563-546-1                                                        |Star                           |17 38 01.8408201864 +22 15 20.737290636|046.0187103600688 +25.5969864588349|    3.550 1.350   |10.86    |~              |    ~     ~    
4510|TYC 1563-638-1                                                        |Star                           |17 36 18.2120949552 +21 35 23.262428004|045.1707004294860 +25.7375436623214|   6.550 -0.229   |10.88    |~              |    ~     ~    
4511|TYC 1563-1134-1                                                       |Star                           |17 37 24.7421505456 +21 29 07.687336488|045.1638845670248 +25.4594531944533|   -3.591 9.160   |10.65    |~              |    ~     ~    
4512|TYC 1563-1363-1                                                       |Star                           |17 36 54.5857656768 +21 33 45.943296300|045.1980015869990 +25.5961627654160| -0.232 -12.229   |10.98    |~              |    ~     ~    
4513|TYC 1563-1397-1                                                       |Star                           |17 36 10.7773037832 +21 40 25.758358932|045.2466916257392 +25.7941672780931|   1.532 -2.652   |10.57    |~              |    ~     ~    
4514|TYC 1563-1586-1                                                       |Spectroscopic Binary           |17 37 08.2656475464 +21 12 15.263888472|044.8476669268848 +25.4190156473628|-25.329 -15.341   |10.78    |~              |    ~     ~    
4515|TYC 1563-2033-1                                                       |Star                           |17 40 25.4589988944 +21 44 19.511565936|045.7006224884596 +24.8952925617935|   -0.819 5.070   |10.86    |~              |    ~     ~    
4516|TYC 1563-2169-1                                                       |Star                           |17 41 41.2047309840 +21 43 18.653798028|045.7984095443963 +24.6153743213018|-10.631 -19.270   |10.98    |~              |    ~     ~    
4517|TYC 1563-3055-1                                                       |Star                           |17 43 28.0628307072 +21 09 19.461868200|045.3822811559111 +24.0247641126005|   1.915 -1.069   |10.97    |~              |    ~     ~    
4518|TYC 1564-492-1                                                        |Star                           |17 44 14.4573036648 +21 31 14.627091288|045.8264262014475 +23.9891278437964| -2.881 -11.735   |10.57    |~              |    ~     ~    
4519|TYC 2075-1876-1                                                       |Spectroscopic Binary           |17 31 22.8787107384 +23 37 25.419108252|046.8706608758306 +27.5032941762936|   6.873 -2.216   |10.87    |~              |    ~     ~    
4520|TYC 2076-490-1                                                        |Star                           |17 35 46.1047015776 +24 06 50.651807076|047.7659302171400 +26.7214013056507|  5.305 -18.505   |10.82    |~              |    ~     ~    
4521|TYC 2076-765-1                                                        |Star                           |17 37 46.3594498848 +24 15 31.805583984|048.0892870906090 +26.3390693583081|    1.913 0.778   |10.87    |~              |    ~     ~    
4522|TYC 2076-1182-1                                                       |Star                           |17 35 37.6327210200 +23 50 25.170334044|047.4651453028712 +26.6600956212961|   3.863 -9.327   |10.91    |~              |    ~     ~    
4523|TYC 2076-2801-1                                                       |Star                           |17 40 55.6106255232 +22 49 09.832600740|046.8619564770677 +25.1674549995997|-11.377 -15.994   |10.79    |~              |    ~     ~    
4524|TYC 2076-2933-1                                                       |Star                           |17 41 50.2212769920 +22 49 27.669956124|046.9479636304921 +24.9726664415835|   -2.865 2.094   |10.99    |~              |    ~     ~    
4525|TYC 2077-1365-1                                                       |Star                           |17 43 15.9206278848 +23 29 19.090852152|047.7607429421740 +24.8961074802430|-15.748 -11.046   |9.74     |~              |    ~     ~    
4526|TYC 2079-485-1                                                        |Star                           |17 32 23.3906185392 +26 12 13.947764004|049.7147514133970 +28.1212470911753| -7.479 -17.270   |10.92    |~              |    ~     ~    
4527|TYC 2079-1921-1                                                       |Star                           |17 30 04.3858065720 +24 26 00.559911660|047.6235951009711 +28.0520816551538|   2.739 -5.085   |10.98    |~              |    ~     ~    
4528|TYC 2079-1930-1                                                       |Star                           |17 31 10.0410875568 +25 40 56.265748176|049.0550480827513 +28.2179739126648|    3.282 1.445   |10.82    |~              |    ~     ~    
4529|TYC 2080-1420-1                                                       |Star                           |17 39 37.6218755952 +24 38 57.189239016|048.6566578336811 +26.0719493927500| -10.050 12.336   |10.82    |~              |    ~     ~    
4530|TYC 2080-1892-1                                                       |Star                           |17 41 23.6366619216 +26 11 08.382022044|050.4190166753887 +26.2009799777981|  -25.868 6.970   |10.56    |~              |    ~     ~    
4531|BD+27 2830                                                            |Star                           |17 31 20.8233260688 +27 21 21.237247620|050.8795750122199 +28.6971404795621|-15.696 -24.678   |10.96    |~              |    ~     ~    
4532|TYC 2083-1853-1                                                       |Star                           |17 34 51.5617407648 +26 49 40.259808372|050.5810786948381 +27.7911675945196| -5.324 -15.797   |10.92    |~              |    ~     ~    
4533|TYC 2084-155-1                                                        |Star                           |17 37 27.1550247792 +26 42 13.009227984|050.6524535917042 +27.2025383228859|  -0.817 -6.405   |10.78    |~              |    ~     ~    
4534|BD+28 2795                                                            |Star                           |17 38 14.7393441264 +28 05 29.495246748|052.1992142989450 +27.4657647153402|   -1.223 7.432   |10.92    |~              |    ~     ~    
4535|TYC 2084-958-1                                                        |Star                           |17 41 28.7828853312 +27 53 00.049722504|052.2238718715182 +26.7223994991414|   -5.870 3.913   |10.00    |~              |    ~     ~    
4536|TYC 2084-998-1                                                        |Star                           |17 39 15.6126316080 +27 46 10.174770552|051.9317458882350 +27.1536058796681|  -1.273 -2.889   |10.67    |~              |    ~     ~    
4537|TYC 2084-1776-1                                                       |Star                           |17 36 37.0936492632 +26 41 52.150001640|050.5802462518244 +27.3775831221831|    0.628 0.768   |10.80    |~              |    ~     ~    
4538|TYC 2084-1865-1                                                       |Star                           |17 36 58.9575309696 +27 44 08.988767664|051.7210545521610 +27.6226980991849|   -5.262 2.924   |10.30    |~              |    ~     ~    
4539|TYC 2084-1890-1                                                       |Star                           |17 35 05.6272918896 +27 17 14.209007172|051.0934137586785 +27.8836344104438|  -0.502 -4.484   |10.76    |~              |    ~     ~    
4540|2MASS J17345586+2637268                                               |Long-Period Variable Candidate |17 34 55.8630746472 +26 37 26.707598760|050.3679614899698 +27.7123948910407|   1.005 -6.060   |10.80    |~              |    ~     ~    
4541|TYC 2087-389-1                                                        |High Proper Motion Star        |17 34 11.9824503480 +29 59 56.224699512|053.9722398336085 +28.8719252545587| -21.324 55.818   |10.90    |G4V            |    ~     ~    
4542|TYC 2087-1394-1                                                       |Star                           |17 32 33.8097480792 +28 32 36.385996236|052.2638433271344 +28.7942279623143|  5.979 -12.075   |10.92    |~              |    ~     ~    
4543|TYC 2087-2041-1                                                       |Star                           |17 34 13.9715132280 +29 26 28.789083240|053.3647841640613 +28.7058777909282| -2.752 -21.718   |10.96    |~              |    ~     ~    
4544|TYC 2088-282-1                                                        |Star                           |17 36 35.8109005344 +28 09 02.262733632|052.1381432762293 +27.8300857147345|        4.9 6.0   |10.25    |~              |    ~     ~    
4545|TYC 2088-314-1                                                        |Star                           |17 36 28.4606546400 +28 07 58.837739268|052.1099186241494 +27.8505015150014|    5.059 5.769   |10.84    |~              |    ~     ~    
4546|TYC 2088-641-1                                                        |High Proper Motion Star        |17 37 59.4093059976 +29 12 39.216871404|053.3857087880554 +27.8553315272796| 17.769 -55.740   |10.34    |G8V            |    ~     ~    
4547|TYC 2088-818-1                                                        |Star                           |17 36 04.6037370624 +29 47 26.874184632|053.8771452580348 +28.4226341035422|    2.908 9.548   |10.86    |~              |    ~     ~    
