C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST06:58:37

dec >=0&rah >=11.5&rah< 11.75&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 2296

 #  |                                               identifier                                                |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |   spec. type   |    ang. size    |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|---------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|----------------|-----------------|-----|----------------|-----------------------|--------|-------------------
2140|TYC 272-940-1                                                                                            |High Proper Motion Star             |11 40 49.4431785240 +00 55 26.692439412|267.1109812787152 +58.7951545539973|55.402 -119.887   |10.89    |K3V             |    ~     ~      |    1|   75.521   pc  |  -0.3057     +0.3057  |paral   |2020yCat.1350....0G
2141|TYC 274-27-1                                                                                             |High Proper Motion Star             |11 33 08.4346447728 +02 35 18.886190136|262.2237286312834 +59.1253320642956|-38.636 -43.627   |10.89    |~               |    ~     ~      |    1|  330.721   pc  |  -2.5813     +2.5813  |paral   |2020yCat.1350....0G
2142|TYC 274-305-1                                                                                            |Star                                |11 39 47.5670610960 +02 45 50.712935544|264.7388232300801 +60.2106429277130|  -5.239 -2.343   |10.81    |~               |    ~     ~      |    1| 1605.652   pc  | -47.9530    +47.9530  |paral   |2020yCat.1350....0G
2143|TYC 274-771-1                                                                                            |High Proper Motion Star             |11 34 28.3225801800 +03 11 04.953389208|262.0728031830370 +59.8035719988236|-62.607 -10.437   |10.98    |~               |    ~     ~      |    1|  276.419   pc  |  -1.1003     +1.1003  |paral   |2020yCat.1350....0G
2144|TYC 274-834-2                                                                                            |Star                                |11 34 22.159 +04 07 15.73              |260.920133 +60.544345              |            ~ ~   |10.70    |~               |    ~     ~      |    0|                |                       |        |                   
2145|TYC 277-124-1                                                                                            |Variable Star                       |11 31 18.1628880408 +06 37 56.803653552|256.4156998136765 +62.0315122781287| -15.720 -8.059   |10.81    |~               |    ~     ~      |    1| 1780.627   pc  | -59.9249    +59.9249  |paral   |2020yCat.1350....0G
2146|TYC 277-306-1                                                                                            |High Proper Motion Star             |11 38 36.5482 +05 39 34.621            |260.7621820 +62.4089679            | -67.570 31.733   |10.98    |~               |    ~     ~      |    0|                |                       |        |                   
2147|TYC 277-365-1                                                                                            |Variable Star                       |11 38 25.2876207912 +06 38 58.639663572|259.3627789750793 +63.1658401157747| 19.392 -26.007   |10.86    |~               |    ~     ~      |    1|  287.233   pc  |  -1.2623     +1.2623  |paral   |2020yCat.1350....0G
2148|TYC 277-507-1                                                                                            |Star                                |11 32 33.7895165256 +06 26 21.596297352|257.1919898660609 +62.0862366428135|   -1.758 1.476   |10.96    |~               |    ~     ~      |    1| 2897.711   pc  |-141.9047   +141.9047  |paral   |2020yCat.1350....0G
2149|TYC 277-573-1                                                                                            |Star                                |11 38 31.2637386936 +06 07 31.224835884|260.1128737604082 +62.7667680064897|-17.537 -15.975   |10.85    |~               |    ~     ~      |    1| 4032.258   pc  |-266.6493   +266.6493  |paral   |2020yCat.1350....0G
2150|TYC 277-776-1                                                                                            |Star                                |11 34 58.3784672712 +05 46 33.845204352|259.0743784835810 +61.9492988035626|  -19.549 4.213   |10.98    |~               |    ~     ~      |    1|  647.375   pc  |  -6.4121     +6.4121  |paral   |2020yCat.1350....0G
2151|TYC 277-918-1                                                                                            |Star                                |11 33 27.8984089152 +05 59 09.437981424|258.1739171058246 +61.8787793050434| -3.046 -18.453   |10.82    |~               |    ~     ~      |    1| 2300.966   pc  | -87.3584    +87.3584  |paral   |2020yCat.1350....0G
2152|TYC 856-531-1                                                                                            |High Proper Motion Star             |11 31 34.7333918496 +08 17 49.915423752|254.1205030084883 +63.3225983312549|-105.200 -32.023  |10.98    |~               |    ~     ~      |    1|  156.492   pc  |  -0.3722     +0.3722  |paral   |2020yCat.1350....0G
2153|TYC 856-1213-1                                                                                           |Star                                |11 33 59.6478337344 +07 36 31.520610540|256.1312801643999 +63.2070307489563|    0.146 0.020   |10.81    |~               |    ~     ~      |    1| 3112.356   pc  |-234.4196   +234.4196  |paral   |2020yCat.1350....0G
2154|TYC 857-123-1                                                                                            |High Proper Motion Star             |11 37 30.7274276424 +08 56 18.539186496|255.6289216010119 +64.7809311408322|  -79.349 1.543   |10.93    |~               |    ~     ~      |    1|  270.482   pc  |  -1.1559     +1.1559  |paral   |2020yCat.1350....0G
2155|TYC 857-244-1                                                                                            |Star                                |11 41 10.8711327912 +09 50 28.288342716|255.8230940615967 +66.0565968521380| -5.758 -24.848   |10.94    |~               |    ~     ~      |    1|  292.124   pc  |  -1.4849     +1.4849  |paral   |2020yCat.1350....0G
2156|TYC 857-554-1                                                                                            |High Proper Motion Star             |11 39 24.5796017280 +08 27 19.966127256|257.2009400381081 +64.7216166564143| 43.573 -67.117   |10.94    |~               |    ~     ~      |    1|  118.555   pc  |  -0.5088     +0.5088  |paral   |2020yCat.1350....0G
2157|TYC 857-902-1                                                                                            |Variable Star                       |11 38 51.9839035632 +07 30 14.895758520|258.3603055108488 +63.9026051015305|  -5.577 -5.194   |10.85    |~               |    ~     ~      |    1|  807.624   pc  | -12.5233    +12.5233  |paral   |2020yCat.1350....0G
2158|TYC 859-273-1                                                                                            |Star                                |11 34 11.5296870216 +10 37 38.011113480|251.4616779899855 +65.4499016335791|-38.153 -17.440   |10.86    |~               |    ~     ~      |    1|  334.370   pc  |  -2.1466     +2.1466  |paral   |2020yCat.1350....0G
2159|TYC 860-71-1                                                                                             |Star                                |11 35 39.8043419376 +12 28 47.375827968|248.7521283282287 +66.9892574001622| -1.630 -12.269   |10.57    |~               |    ~     ~      |    1| 1981.375   pc  | -71.4504    +71.4504  |paral   |2020yCat.1350....0G
2160|TYC 860-288-1                                                                                            |Star                                |11 36 23.9175141864 +10 17 53.898385920|252.9520651369332 +65.5952441657846|  -15.019 0.642   |10.89    |~               |    ~     ~      |    1|  260.954   pc  |  -2.3902     +2.3902  |paral   |2020yCat.1350....0G
