C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.23CEST07:20:27

Vmag< 11&dec >=0&rah >=23.25&rah< 23.5
--------------------------------------

Number of objects : 4862

 #  |                              identifier                              |              typ              |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |       pm        |  Mag V  |     spec. type      |   ang. size   
----|----------------------------------------------------------------------|-------------------------------|---------------------------------------|-----------------------------------|-----------------|---------|---------------------|---------------
945 |TYC 4002-2042-1                                                       |Star                           |23 19 45.9577122879 +55 26 51.022058898|110.1202445589331 -05.1273932169870|  -0.942 -4.562  |10.44    |~                    |    ~     ~    
946 |TYC 4003-56-1                                                         |Star                           |23 22 27.9556538952 +54 43 05.603667060|110.2332531884845 -05.9449869026386|  -7.365 -2.214  |9.96     |~                    |    ~     ~    
947 |TYC 4003-113-1                                                        |Star                           |23 20 26.0953055160 +54 23 44.493481608|109.8440014204056 -06.1471850941995|  -3.318 -1.310  |10.38    |~                    |    ~     ~    
948 |TYC 4003-137-1                                                        |Star                           |23 23 09.0565100424 +54 24 22.486915728|110.2213361615823 -06.2721698438633|  -3.104 -2.727  |10.74    |~                    |    ~     ~    
949 |TYC 4003-191-1                                                        |Star                           |23 25 38.5974558600 +54 23 36.847232880|110.5613500043673 -06.4045374294458|  22.005 -1.469  |10.93    |~                    |    ~     ~    
950 |TYC 4003-305-1                                                        |Star                           |23 20 05.4856476816 +54 34 45.721726320|109.8609931118884 -05.9576091382076|   8.625 -8.368  |10.54    |~                    |    ~     ~    
951 |TYC 4003-377-1                                                        |Star                           |23 21 23.7576546984 +54 25 05.974904172|109.9838849543428 -06.1741027233959|  -7.621 -4.177  |10.93    |~                    |    ~     ~    
952 |TYC 4003-384-1                                                        |Star                           |23 24 14.2611039768 +55 35 20.750753832|110.7662124605311 -05.2093875664200|  -2.967 -3.228  |10.59    |~                    |    ~     ~    
953 |TYC 4003-446-1                                                        |Star                           |23 20 05.9052700302 +54 23 19.482432499|109.7953718731969 -06.1367164656502|   1.340 -0.101  |10.27    |~                    |    ~     ~    
954 |TYC 4003-473-1                                                        |Star                           |23 20 53.0923596696 +54 28 32.816972028|109.9335699060980 -06.0946164855734|  -3.669 -1.268  |9.69     |~                    |    ~     ~    
955 |TYC 4003-530-1                                                        |Spectroscopic Binary           |23 27 45.1378817880 +54 26 16.398840480|110.8679173459759 -06.4619053914527|   -2.729 8.309  |9.60     |~                    |    ~     ~    
956 |TYC 4003-549-1                                                        |Star                           |23 27 01.7555734776 +55 26 32.791983864|111.0931161283001 -05.4771501494956|  -4.826 -1.945  |10.37    |~                    |    ~     ~    
957 |TYC 4003-554-1                                                        |High Proper Motion Star        |23 28 11.4824119968 +54 31 37.453958796|110.9573686866612 -06.3977267984576|112.771 -17.626  |10.03    |~                    |    ~     ~    
958 |TYC 4003-581-1                                                        |Spectroscopic Binary           |23 26 12.7018967712 +54 29 20.845082688|110.6713321365533 -06.3411921040106|-18.489 -30.221  |10.43    |~                    |    ~     ~    
959 |TYC 4003-591-1                                                        |Star                           |23 23 13.7204431704 +55 43 18.787671084|110.6760016311968 -05.0367248428162|  -3.780 -3.246  |10.27    |~                    |    ~     ~    
960 |TYC 4003-621-1                                                        |Star                           |23 20 13.1742586392 +55 36 20.345863896|110.2357878598619 -05.0013618230773|   0.143 -3.343  |10.42    |~                    |    ~     ~    
961 |TYC 4003-659-1                                                        |Star                           |23 23 07.5161502960 +54 22 36.136457508|110.2077950114959 -06.2987314211842| -10.441 -5.784  |10.30    |~                    |    ~     ~    
962 |TYC 4003-690-1                                                        |Star                           |23 26 06.0857653200 +55 19 21.885547620|110.9289398035244 -05.5477637650099|   4.689 -2.755  |10.60    |~                    |    ~     ~    
963 |TYC 4003-752-1                                                        |Star                           |23 22 00.5500093296 +54 38 55.947885612|110.1471487920795 -05.9878008462296|  -3.276 -3.136  |10.79    |~                    |    ~     ~    
964 |TYC 4003-764-1                                                        |Star                           |23 25 44.4221271240 +54 33 44.342927532|110.6303189283818 -06.2496953940122|   32.845 9.832  |10.14    |~                    |    ~     ~    
965 |TYC 4003-858-1                                                        |Star                           |23 21 41.6554340784 +55 49 17.254187796|110.5059777776447 -04.8700491094497|  -4.398 -6.517  |10.67    |~                    |    ~     ~    
966 |TYC 4003-872-1                                                        |Star                           |23 26 37.3262436264 +54 24 21.750047172|110.7009687869091 -06.4391418644007|   22.796 0.074  |10.58    |~                    |    ~     ~    
967 |TYC 4003-875-1                                                        |Spectroscopic Binary           |23 21 10.4383804032 +54 35 14.000582652|110.0117154726337 -06.0044015319663|  -7.074 -2.886  |10.73    |~                    |    ~     ~    
968 |TYC 4003-941-1                                                        |Spectroscopic Binary           |23 22 38.9441948976 +54 38 42.118056600|110.2333936350692 -06.0228165722620|   36.949 7.408  |10.97    |~                    |    ~     ~    
969 |TYC 4003-947-1                                                        |Star                           |23 21 50.2722876480 +54 38 54.983006376|110.1236343707955 -05.9796112686101|    2.014 3.067  |10.46    |~                    |    ~     ~    
970 |TYC 4003-978-1                                                        |Star                           |23 20 18.3375194712 +55 14 53.021624640|110.1229819884972 -05.3410645443749|  21.385 -1.835  |10.52    |~                    |    ~     ~    
971 |TYC 4003-1004-1                                                       |Star                           |23 22 56.5973674992 +54 39 45.691935696|110.2796649860861 -06.0205581034800|   1.096 -2.260  |10.68    |~                    |    ~     ~    
972 |TYC 4003-1071-1                                                       |Star                           |23 20 38.8906382928 +55 11 11.295866580|110.1476522327801 -05.4157424137987|  10.813 -0.395  |10.57    |~                    |    ~     ~    
