C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST07:29:15

dec >=0&rah >=15.5&rah< 15.75&(cat='NGC'|Vmag< 11)
--------------------------------------------------

Number of objects : 2751

 #  |                              identifier                              |               typ                |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |       pm        |  Mag V  |   spec. type    |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|----------------------------------------------------------------------|----------------------------------|---------------------------------------|-----------------------------------|-----------------|---------|-----------------|---------------|-----|----------------|-----------------------|--------|-------------------
1527|HD 139609                                                             |Star                              |15 38 44.0257717176 +12 15 11.589726384|020.5405372614676 +48.1490158213813|-14.241 -13.921  |7.43     |~                |    ~     ~    |    1|  248.182   pc  |  -2.7779     +2.7779  |paral   |2020yCat.1350....0G
1528|BD+12 2874                                                            |Star                              |15 40 03.9005458444 +12 00 11.268341344|020.4311653457685 +47.7452189780874|       -1.8 5.9  |10.27    |A5               |    ~     ~    |    0|                |                       |        |                   
1529|HD 139862                                                             |Star                              |15 40 10.3465393104 +12 03 10.557162072|020.5148965362149 +47.7447279316485| -16.242 -8.558  |6.215    |G7.5IIIaFe-0.5   |    ~     ~    |    1|  218.708   pc  |  -1.1719     +1.1719  |paral   |2020yCat.1350....0G
1530|TYC 937-1120-1                                                        |Star                              |15 40 09.3263264784 +12 03 08.056188828|020.5111443619869 +47.7481042024033| -16.099 -7.810  |10.33    |F3V              |    ~     ~    |    1|  220.395   pc  |  -0.7383     +0.7383  |paral   |2020yCat.1350....0G
1531|* chi Ser                                                             |alpha2 CVn Variable               |15 41 47.4147355608 +12 50 51.093705840|021.8345355680905 +47.7510444706208|  39.045 -2.923  |5.33     |A2VpMnEu(Sr)     |    ~     ~    |    1|   67.925   pc  |  -0.3451     +0.3451  |paral   |2020yCat.1350....0G
1532|BPM 90948                                                             |High Proper Motion Star           |15 39 31.6301183616 +11 53 46.579993260|020.1998836921738 +47.8128050516039| 43.364 -30.735  |10.984   |K4/5V            |    ~     ~    |    1|  103.883   pc  |  -1.1245     +1.1245  |paral   |2020yCat.1350....0G
1533|HD 139245                                                             |High Proper Motion Star           |15 36 44.7679269576 +11 36 03.240883368|019.3350205346402 +48.2778716066134| -9.426 -67.518  |7.69     |K0               |    ~     ~    |    1|  203.529   pc  |  -0.9735     +0.9735  |paral   |2020yCat.1350....0G
1534|HD 139285                                                             |Star                              |15 37 02.0881720128 +11 36 36.514846980|019.3970659161597 +48.2197697131476|  -1.030 -5.793  |8.66     |F0               |    ~     ~    |    1|  275.277   pc  |  -1.8566     +1.8566  |paral   |2020yCat.1350....0G
1535|HD 139423                                                             |High Proper Motion Star           |15 37 45.8311025616 +11 36 11.604034512|019.5132037182694 +48.0587843451225|-16.711 -64.130  |8.44     |K0               |    ~     ~    |    1| 1464.343   pc  | -44.1726    +44.1726  |paral   |2020yCat.1350....0G
1536|HD 140321                                                             |Star                              |15 42 41.6443653192 +11 46 00.289986708|020.5577072666274 +47.0653535219769|-10.409 -29.374  |9.44     |F                |    ~     ~    |    1|  162.533   pc  |  -0.4412     +0.4412  |paral   |2020yCat.1350....0G
1537|HD 140456                                                             |Star                              |15 43 22.2852936768 +11 42 39.634219368|020.5969352285045 +46.8924994391427|  8.016 -14.075  |6.92     |K2               |    ~     ~    |    1|  369.645   pc  |  -2.9650     +2.9650  |paral   |2020yCat.1350....0G
1538|HD 140526                                                             |Star                              |15 43 45.2808826584 +11 48 26.433893232|020.7851180155836 +46.8533879381246| -11.796 -2.940  |9.05     |A5               |    ~     ~    |    1|  193.009   pc  |  -0.6594     +0.6594  |paral   |2020yCat.1350....0G
1539|NGC 5970                           NGC 5970                           |Galaxy in Pair of Galaxies        |15 38 29.9475459984 +12 11 11.681818188|020.4123821778692 +48.1695020574326|            ~ ~  |     ~   |~                |1.507 0.904    |    1|   27.42    Mpc |  -2.71       +2.71    |T-F     |2020ApJ...902..145K
1540|V* CD Ser                                                             |Long-Period Variable              |15 43 45.0377938920 +12 40 09.389560764|021.9130217310411 +47.2436578601260|    0.342 4.305  |9.92     |M4               |    ~     ~    |    1| 1445.296   pc  | -78.5419    +78.5419  |paral   |2020yCat.1350....0G
1541|RX J1543.9+1325                                                       |High Proper Motion Star           |15 43 55.5966287952 +13 25 57.743249772|022.9538640319551 +47.5406069899072| -3.296 -83.960  |10.77    |~                |    ~     ~    |    1|  180.287   pc  |  -0.5266     +0.5266  |paral   |2020yCat.1350....0G
1542|TYC 936-897-1                                                         |Star                              |15 34 19.9159507704 +12 38 47.560624836|020.3278227577616 +49.2846773697122|   0.949 -1.065  |10.51    |~                |    ~     ~    |    1|  923.958   pc  | -12.6347    +12.6347  |paral   |2020yCat.1350....0G
1543|TYC 937-1-1                                                           |High Proper Motion Star           |15 38 32.5083429628 +12 41 20.686844950|021.0921622565625 +48.3884912631608|  26.279 37.909  |10.27    |~                |    ~     ~    |    1|  137.1403  pc  |  -3.8875     +3.8875  |paral   |2018yCat.1345....0G
1544|TYC 937-70-1                                                          |Star                              |15 38 19.7307831144 +12 04 32.002650660|020.2358701973960 +48.1555008519595|  -2.674 -9.368  |10.56    |~                |    ~     ~    |    1|  321.574   pc  |  -2.2543     +2.2543  |paral   |2020yCat.1350....0G
1545|TYC 937-94-1                                                          |Star                              |15 40 00.7146131232 +13 05 49.734032100|021.8817776488751 +48.2500498415746|   -2.354 7.655  |10.09    |~                |    ~     ~    |    1|  240.108   pc  |  -0.8936     +0.8936  |paral   |2020yCat.1350....0G
1546|TYC 937-260-1                                                         |Star                              |15 38 24.0210853512 +12 37 47.663555088|020.9891968878922 +48.3926094858590| -0.475 -19.047  |10.25    |~                |    ~     ~    |    1|  273.433   pc  |  -1.4131     +1.4131  |paral   |2020yCat.1350....0G
1547|TYC 937-449-1                                                         |Star                              |15 40 47.7041705184 +12 00 24.944970888|020.5578044925290 +47.5883378584896|   -5.370 4.287  |10.42    |~                |    ~     ~    |    1|  669.837   pc  | -26.0236    +26.0236  |paral   |2020yCat.1350....0G
1548|TYC 937-488-1                                                         |Star                              |15 36 11.4217013256 +12 48 39.709885788|020.8657436292843 +48.9552932344234|-28.930 -13.794  |9.91     |~                |    ~     ~    |    1|  406.223   pc  |  -2.4423     +2.4423  |paral   |2020yCat.1350....0G
1549|TYC 937-535-1                                                         |Star                              |15 38 42.5681226144 +12 30 44.901565488|020.8829427335254 +48.2722346748614|   -5.052 6.361  |10.44    |~                |    ~     ~    |    1|  828.981   pc  | -11.3390    +11.3390  |paral   |2020yCat.1350....0G
1550|RX J1536.5+1219                                                       |RS CVn Variable                   |15 36 34.4156274840 +12 19 30.047644236|020.2730361700171 +48.6510580683069|   6.506 -5.504  |10.45    |~                |    ~     ~    |    1|  285.812   pc  |  -1.4867     +1.4867  |paral   |2020yCat.1350....0G
1551|TYC 937-616-1                                                         |High Proper Motion Star           |15 37 12.9053285232 +12 59 58.638274908|021.2924995971010 +48.8168140570963| 36.216 -67.200  |10.96    |~                |    ~     ~    |    1|  229.558   pc  |  -0.9644     +0.9644  |paral   |2020yCat.1350....0G
1552|TYC 937-659-1                                                         |High Proper Motion Star           |15 38 13.5021082464 +12 20 35.030157072|020.5753806417512 +48.3005895591667| -14.080 49.872  |10.31    |~                |    ~     ~    |    1|  273.501   pc  |  -6.7472     +6.7472  |paral   |2020yCat.1350....0G
1553|TYC 937-687-1                                                         |Star                              |15 39 00.8887116360 +12 07 54.714713376|020.4260583081198 +48.0324127052605|  -17.577 7.531  |10.25    |~                |    ~     ~    |    1|  300.960   pc  |  -1.5579     +1.5579  |paral   |2020yCat.1350....0G
1554|TYC 937-915-1                                                         |Star                              |15 39 04.8228362928 +12 38 59.193123612|021.1283575543529 +48.2535010081923|-16.214 -17.898  |10.68    |~                |    ~     ~    |    1|  195.952   pc  |  -0.7411     +0.7411  |paral   |2020yCat.1350....0G
1555|TYC 938-24-1                                                          |Star                              |15 42 58.3615911144 +12 56 43.375860204|022.1542822809516 +47.5361003921456|  3.751 -10.392  |9.79     |~                |    ~     ~    |    1|  713.878   pc  |  -7.2366     +7.2366  |paral   |2020yCat.1350....0G
1556|TYC 938-343-1                                                         |Star                              |15 44 50.0449147392 +12 26 54.329205984|021.7961507901387 +46.9084896622088| -9.004 -28.502  |10.01    |~                |    ~     ~    |    1|  236.563   pc  |  -6.1223     +6.1223  |paral   |2020yCat.1350....0G
1557|TYC 938-562-1                                                         |High Proper Motion Star           |15 44 11.2331528760 +12 59 03.150391632|022.3985883856134 +47.2876529165865|  3.583 -54.586  |10.34    |~                |    ~     ~    |    1|  210.713   pc  |  -0.7148     +0.7148  |paral   |2020yCat.1350....0G
1558|TYC 938-861-1                                                         |Star                              |15 44 40.2385408464 +12 57 53.125650144|022.4491800612004 +47.1733375959613|-15.838 -15.940  |10.36    |~                |    ~     ~    |    1|  902.609   pc  | -11.7317    +11.7317  |paral   |2020yCat.1350....0G
1559|TYC 938-992-1                                                         |Star                              |15 42 16.3294975872 +12 02 35.226366648|020.8495626410572 +47.2836960810496| -14.423 -1.430  |10.70    |~                |    ~     ~    |    1|  342.571   pc  |  -8.6491     +8.6491  |paral   |2020yCat.1350....0G
1560|TYC 940-782-1                                                         |Star                              |15 34 04.6921805448 +13 26 52.450050228|021.3872491566028 +49.6999614692160|  -6.884 -1.619  |10.25    |~                |    ~     ~    |    1|  985.902   pc  | -12.6360    +12.6360  |paral   |2020yCat.1350....0G
