C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST06:38:56

dec >=0&rah >=9.25&rah< 9.5&(cat='NGC'|Vmag< 11)
------------------------------------------------

Number of objects : 3041

 #  |                                                                 identifier                                                                 |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |  spec. type   |   ang. size   |#Dist| distance Q unit|  err-        err+     | method |     reference     
----|--------------------------------------------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|---------------|---------------|-----|----------------|-----------------------|--------|-------------------
218 |TYC 4376-935-1                                                                                                                              |Star                                |09 26 40.5300338616 +69 42 22.653978768|143.1049227693788 +38.3992212340461|-11.357 -29.658   |9.51     |~              |    ~     ~    |    1|  320.842   pc  |  -6.7631     +6.7631  |paral   |2020yCat.1350....0G
219 |TYC 4376-968-1                                                                                                                              |Star                                |09 27 51.3591029256 +69 14 20.593049856|143.5720534206328 +38.7083688962743|   2.232 -0.027   |10.72    |~              |    ~     ~    |    1|  970.968   pc  | -15.7444    +15.7444  |paral   |2020yCat.1350....0G
220 |TYC 4376-993-1                                                                                                                              |Star                                |09 22 30.0761180376 +69 51 10.296735372|143.1493221868289 +38.0114640357408|  7.556 -28.693   |10.19    |~              |    ~     ~    |    1|  291.070   pc  |  -1.2115     +1.2115  |paral   |2020yCat.1350....0G
221 |TYC 4376-1116-1                                                                                                                             |Star                                |09 25 35.0476925328 +69 49 31.570495176|143.0262281186786 +38.2603367084382|   -5.066 5.412   |10.96    |~              |    ~     ~    |    1|  356.506   pc  |  -1.5252     +1.5252  |paral   |2020yCat.1350....0G
222 |GSC 04379-00118                                                                                                                             |Double or Multiple Star             |09 22 43.027992 +70 44 00.41100        |142.146344991 +37.626711911        |    -15.8 -10.0   |10.646   |~              |    ~     ~    |    0|                |                       |        |                   
223 |TYC 4379-240-1                                                                                                                              |High Proper Motion Star             |09 22 33.9510685632 +70 38 33.068664456|142.2555859299691 +37.6574024604245|-81.155 -41.996   |10.06    |~              |    ~     ~    |    1|  139.369   pc  |  -0.2331     +0.2331  |paral   |2020yCat.1350....0G
224 |TYC 4379-268-1                                                                                                                              |Spectroscopic Binary                |09 16 59.8153478424 +71 05 20.236845012|142.0122577105814 +37.0490344334153| -52.720 -1.037   |9.81     |~              |    ~     ~    |    1|  122.843   pc  |  -1.4502     +1.4502  |paral   |2020yCat.1350....0G
225 |TYC 4379-371-1                                                                                                                              |Star                                |09 19 31.7250864984 +71 47 14.948155824|141.1177766058809 +36.9149647469288|   -3.917 6.200   |10.91    |~              |    ~     ~    |    1|  871.536   pc  |  -7.9755     +7.9755  |paral   |2020yCat.1350....0G
226 |TYC 4379-515-1                                                                                                                              |Star                                |09 26 39.3953269512 +72 00 50.369281308|140.5386124233733 +37.2949428784000|  -15.736 5.176   |10.83    |~              |    ~     ~    |    1|  436.738   pc  |  -2.4987     +2.4987  |paral   |2020yCat.1350....0G
227 |TYC 4379-544-1                                                                                                                              |Spectroscopic Binary                |09 22 42.8619624240 +72 01 11.152261524|140.7162378446675 +37.0255411961731|-20.380 -44.385   |10.74    |~              |    ~     ~    |    1|  131.058   pc  |  -0.5015     +0.5015  |paral   |2020yCat.1350....0G
228 |TYC 4379-661-1                                                                                                                              |Star                                |09 25 14.7170458848 +71 20 05.298837216|141.3546230855242 +37.5262220377092|  -1.685 -0.580   |10.92    |~              |    ~     ~    |    1|  622.975   pc  |  -5.7439     +5.7439  |paral   |2020yCat.1350....0G
229 |TYC 4379-674-1                                                                                                                              |Star                                |09 20 11.9834828400 +70 14 12.496895196|142.8258149792514 +37.6640501051417| -8.701 -22.533   |10.54    |~              |    ~     ~    |    1|  307.948   pc  |  -1.6216     +1.6216  |paral   |2020yCat.1350....0G
230 |TYC 4379-698-1                                                                                                                              |High Proper Motion Star             |09 25 20.8214942328 +71 32 17.445188184|141.1246881378072 +37.4360398234169|-78.560 -34.345   |10.12    |~              |    ~     ~    |    1|  191.219   pc  |  -0.5192     +0.5192  |paral   |2020yCat.1350....0G
