C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST08:35:45

dec< 0&rah >=21.0&rah< 21.25&(cat='NGC'|Vmag< 11)
-------------------------------------------------

Number of objects : 3999

 #  |                                               identifier                                                |                typ                 |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |  spec. type   |   ang. size   |#Dist| distance Q unit|   err-        err+      | method |     reference     
----|---------------------------------------------------------------------------------------------------------|------------------------------------|---------------------------------------|-----------------------------------|------------------|---------|---------------|---------------|-----|----------------|-------------------------|--------|-------------------
3654|CD-45 14162                                                                                              |High Proper Motion Star             |21 03 31.3357914672 -44 35 52.538105832|356.0513545970068 -41.7208063966289| 72.507 -24.621   |10.72    |~              |    ~     ~    |    1|   86.796   pc  |  -0.4724     +0.4724    |ST-L    |2020AJ....160...83S
3655|TYC 7977-1055-1                                                                                          |Star                                |21 07 27.2210826024 -44 26 41.886827844|356.2326222081853 -42.4253316617906|  7.493 -26.490   |10.921   |~              |    ~     ~    |    1|  671.815   pc  | -25.2300    +25.2300    |ST-L    |2020AJ....160...83S
3656|HD 200872                                                                                                |Star                                |21 07 37.5141867336 -44 17 30.384807936|356.4388692560123 -42.4606002707475|   0.401 -5.041   |7.66     |K5/M0III       |    ~     ~    |    1|  532.340   pc  |  -7.3113     +7.3113    |paral   |2020yCat.1350....0G
3657|HD 200361                                                                                                |High Proper Motion Star             |21 04 31.2536578992 -44 27 42.291497088|356.2288303279278 -41.9017003736993| 57.634 -49.174   |9.36     |G3V            |    ~     ~    |    1|   80.525   pc  |  -1.4505     +1.4505    |paral   |2020yCat.1350....0G
3658|HD 200384                                                                                                |Star                                |21 04 38.8041353592 -43 44 30.292410336|357.1958149614185 -41.9363677163644|   9.899 -7.625   |9.76     |K(3)(III)      |    ~     ~    |    1|  721.657   pc  |  -8.1243     +8.1243    |paral   |2020yCat.1350....0G
3659|HD 199865                                                                                                |Star                                |21 01 22.3351302336 -44 24 40.675560948|356.3090457772309 -41.3405845414861|    5.238 5.083   |9.93     |G6/8(III)      |    ~     ~    |    1|  958.130   pc  | -15.2390    +15.2390    |paral   |2020yCat.1350....0G
3660|TYC 7977-185-1                                                                                           |Star                                |21 05 07.9181608128 -43 32 17.072787552|357.4685512645201 -42.0262848362372|    0.092 9.498   |10.92    |~              |    ~     ~    |    1|  371.499   pc  |  -3.1743     +3.1743    |paral   |2020yCat.1350....0G
3661|HD 199734                                                                                                |Star                                |21 00 33.1120509936 -43 26 41.480086236|357.5954400744142 -41.1957888038285|  -9.710 23.319   |8.43     |G6III/IV       |    ~     ~    |    1|  183.234   pc  |  -0.7185     +0.7185    |paral   |2020yCat.1350....0G
3662|HD 199657                                                                                                |Star                                |21 00 02.5572246168 -42 08 18.385949724|359.3278767033888 -41.0810427547476|   -6.495 3.049   |10.32    |G8/K1(III)     |    ~     ~    |    1|  863.334   pc  | -12.3727    +12.3727    |paral   |2020yCat.1350....0G
3663|HD 201696                                                                                                |High Proper Motion Star             |21 12 43.4427884496 -45 04 50.677803084|355.3088695405144 -43.3315183514673|  3.989 -66.564   |8.43     |K1/2III        |    ~     ~    |    1|  286.084   pc  |  -4.8120     +4.8120    |ST-L    |2020AJ....160...83S
3664|HD 201950                                                                                                |High Proper Motion Star             |21 14 16.2452965152 -44 29 32.305775352|356.0974646930976 -43.6384378793142| -3.559 -73.406   |7.76     |K1III          |    ~     ~    |    1|  213.356   pc  |  -0.8467     +0.8467    |paral   |2020yCat.1350....0G
3665|2MASS J21091405-4410291                                                                                  |Long-Period Variable                |21 09 14.0488177224 -44 10 29.135881416|356.5857102116081 -42.7522669388040|  -3.043 -2.938   |10.79    |~              |    ~     ~    |    1| 2784.740   pc  |-176.0334   +176.0334    |paral   |2020yCat.1350....0G
3666|HD 202042                                                                                                |Spectroscopic Binary                |21 14 55.7668983600 -43 23 43.612601748|357.6061897922692 -43.8067694301948| 44.025 -12.663   |10.153   |A8/9V          |    ~     ~    |    1|  310.366   pc  |  -2.1674     +2.1674    |paral   |2020yCat.1350....0G
3667|CD-43 14365                                                                                              |Star                                |21 06 32.2346669496 -43 12 49.003710912|357.9030534948456 -42.2846109702124|   2.715 -9.952   |10.49    |~              |    ~     ~    |    1|  900.820   pc  | -14.7689    +14.7689    |paral   |2020yCat.1350....0G
3668|TYC 7974-1163-1                                                                                          |Star                                |21 11 31.9031713392 -42 56 58.142623560|358.2450790870344 -43.2002200600912|-10.710 -37.569   |10.959   |~              |    ~     ~    |    1|  275.468   pc  |  -4.7180     +4.7180    |ST-L    |2020AJ....160...83S
3669|HD 201854                                                                                                |Star                                |21 13 40.4581517016 -42 36 56.004160932|358.6937286365956 -43.5999671450343| -12.750 -3.912   |9.96     |K1III          |    ~     ~    |    1|  490.000   pc  | -13.3600    +13.3600    |ST-L    |2020AJ....160...83S
3670|HD 201466                                                                                                |Star                                |21 11 12.5278407000 -42 38 24.988817472|358.6703524913534 -43.1461035425566|  14.908 -5.037   |9.56     |F3V            |    ~     ~    |    1|  217.132   pc  |  -0.8675     +0.8675    |paral   |2020yCat.1350....0G
3671|HD 201595                                                                                                |Star                                |21 11 58.7350357776 -42 13 29.293142088|359.2382457374203 -43.2928775915667| 19.417 -18.898   |10.292   |F5V            |    ~     ~    |    1|  186.479   pc  |  -2.0830     +2.0830    |ST-L    |2020AJ....160...83S
3672|HD 201621                                                                                                |Star                                |21 12 09.7511848560 -42 03 13.591195344|359.4729136613170 -43.3282584819473|   -9.700 3.590   |8.32     |F7IV           |    ~     ~    |    1|  261.172   pc  |  -1.9031     +1.9031    |paral   |2020yCat.1350....0G
3673|HD 201663                                                                                                |Star                                |21 12 22.4270270448 -41 55 54.233186376|359.6404129795116 -43.3682491347057|-15.922 -15.510   |10.13    |F6V            |    ~     ~    |    1|  266.149   pc  |  -1.3317     +1.3317    |paral   |2020yCat.1350....0G
3674|HD 201885                                                                                                |Star                                |21 13 50.1296125488 -41 24 09.920652012|000.3685578634295 -43.6428680287404|   9.018 -3.775   |8.82     |K0III          |    ~     ~    |    1|  488.305   pc  |  -6.2233     +6.2233    |paral   |2020yCat.1350....0G
