C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.23CEST05:55:11

Vmag< 11&dec< 0&rah >=14.75&rah< 15.0
-------------------------------------

Number of objects : 5804

 #  |                              identifier                              |              typ              |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm         |  Mag V  |  spec. type   |   ang. size   
----|----------------------------------------------------------------------|-------------------------------|---------------------------------------|-----------------------------------|-------------------|---------|---------------|---------------
548 |BD-05 3963                                                            |Star                           |14 54 58.1354893632 -05 38 52.717481520|349.8897627491530 +45.6613014000889| -14.867 -4.341    |10.41    |~              |    ~     ~    
549 |BD-04 3766                                                            |Star                           |14 53 12.5895319008 -05 03 45.353706372|349.9636642885770 +46.3905140377992| -26.202 -3.527    |10.94    |~              |    ~     ~    
550 |BD-04 3765                                                            |Star                           |14 53 13.8876033000 -05 28 57.102540852|349.5738256259259 +46.0685752520393| -6.754 -15.224    |9.97     |~              |    ~     ~    
551 |BD-04 3767                                                            |Star                           |14 53 26.3372914608 -05 24 36.233044668|349.6983294410685 +46.0899987304755|   6.719 -2.840    |10.342   |~              |    ~     ~    
552 |BD-05 3961                                                            |Star                           |14 53 34.9899773208 -05 49 30.265900572|349.3499557360462 +45.7511945197195|  -18.260 3.909    |10.59    |~              |    ~     ~    
553 |BD-04 3771                                                            |Star                           |14 53 59.1156759120 -04 46 58.945457064|350.4412961690939 +46.4747351926158| -14.513 -2.274    |10.54    |~              |    ~     ~    
554 |BD-04 3773                                                            |Star                           |14 55 02.2755971448 -05 07 53.156567172|350.3948761067251 +46.0398949802028|  -23.922 8.313    |10.538   |~              |    ~     ~    
555 |BD-04 3775                                                            |High Proper Motion Star        |14 55 30.0932212656 -05 25 03.621762084|350.2492431934464 +45.7483801522120| -95.532 76.673    |10.65    |~              |    ~     ~    
556 |BD-04 3776                                                            |Star                           |14 55 55.3649268840 -04 56 16.338204672|350.8173920595058 +46.0396667651062|    9.608 2.308    |10.558   |~              |    ~     ~    
557 |BD-03 3692                                                            |Star                           |14 55 59.2000076232 -04 22 28.527013740|351.3764620290663 +46.4496061929930|  -0.685 -1.725    |10.25    |~              |    ~     ~    
558 |BD-04 3777                                                            |Star                           |14 56 16.9625325408 -05 25 35.755419972|350.4503159134705 +45.6136867685518| -6.941 -14.508    |10.37    |~              |    ~     ~    
559 |BD-05 3970                                                            |Star                           |14 57 02.4675462192 -05 49 27.813755316|350.2793794551752 +45.1900834115989|  -24.410 0.679    |10.07    |~              |    ~     ~    
560 |BD-04 3781                                                            |Star                           |14 58 27.8134984608 -05 02 44.859706656|351.3915403210002 +45.5378762799334| -15.748 11.947    |10.24    |~              |    ~     ~    
561 |BD-04 3784                                                            |Star                           |14 58 58.8628709352 -05 24 39.582704448|351.1809075474117 +45.1800146077354| -19.366 23.727    |10.289   |~              |    ~     ~    
562 |BD-04 3785                                                            |Star                           |14 59 18.0307413648 -05 29 40.904445840|351.1857333106004 +45.0646232095341|-29.887 -35.336    |10.368   |~              |    ~     ~    
563 |BD-03 3702                                                            |High Proper Motion Star        |14 59 27.9106623360 -04 23 56.840762184|352.2788476223163 +45.8482548227999| -59.033 -3.857    |10.27    |~              |    ~     ~    
564 |BD-05 3983                                                            |Star                           |14 59 53.9611718784 -05 52 37.051542120|350.9831167150703 +44.6803052453379|    0.302 3.326    |9.61     |~              |    ~     ~    
565 |BD-03 3703                                                            |Star                           |14 59 33.9857195328 -04 27 15.120563220|352.2519859964716 +45.7906352252831|-34.175 -19.804    |10.93    |~              |    ~     ~    
566 |BD-05 3982                                                            |High Proper Motion Star        |14 59 43.3294996440 -05 55 06.611994516|350.8979806351080 +44.6785805859522| -92.709 12.168    |10.20    |~              |    ~     ~    
567 |TYC 4994-13-1                                                         |Star                           |14 51 50.8783864608 -04 18 40.067990460|350.3084300702580 +47.1805254844021| -16.589 -4.377    |10.950   |~              |    ~     ~    
568 |TYC 4994-191-1                                                        |Star                           |14 50 34.0467904680 -04 23 06.200108340|349.8815520233629 +47.3335584730031|  -38.944 4.668    |10.829   |~              |    ~     ~    
569 |TYC 4995-16-1                                                         |Star                           |14 53 50.3039720856 -04 57 54.628693956|350.2276000814285 +46.3615625892671| -20.434 11.114    |10.717   |~              |    ~     ~    
570 |TYC 4995-158-1                                                        |High Proper Motion Star        |14 58 33.8147616288 -05 03 43.462688760|351.4024314204550 +45.5091155504868|-53.585 -64.929    |10.846   |~              |    ~     ~    
571 |TYC 4995-176-1                                                        |Star                           |14 59 48.8092377840 -04 42 39.398821308|352.0684488270394 +45.5598494203606|  2.716 -25.058    |10.759   |~              |    ~     ~    
572 |TYC 4995-317-1                                                        |Star                           |14 59 37.5725525712 -04 16 18.436997100|352.4452480769536 +45.9146388564006|  6.842 -15.127    |10.89    |~              |    ~     ~    
573 |TYC 4995-730-1                                                        |Star                           |14 59 41.7438924120 -04 56 53.977103448|351.8093003955310 +45.4042945849698| -3.750 -20.888    |10.875   |~              |    ~     ~    
574 |TYC 4999-342-1                                                        |Star                           |14 55 09.8044225656 -06 03 19.517735808|349.5630499880475 +45.3208673555305|   -0.047 8.087    |10.51    |~              |    ~     ~    
575 |TYC 4999-378-1                                                        |Star                           |14 53 51.5011747272 -05 52 24.029393700|349.3797765495277 +45.6700774622036|  -33.529 8.188    |10.67    |~              |    ~     ~    
576 |BD-05 3955                                                            |Star                           |14 51 02.9679760608 -06 22 34.383439164|348.1510039471423 +45.7328468239271|-36.174 -12.174    |10.24    |~              |    ~     ~    
