C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.25CEST07:53:35

dec< 0&rah >=17.75&rah< 18.0&(cat='NGC'|Vmag< 11)
-------------------------------------------------

Number of objects : 8404

 #  |                                               identifier                                                |              typ              |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |         pm         |  Mag V  |   spec. type   |      ang. size      |#Dist| distance Q unit|   err-        err+      | method |     reference     
----|---------------------------------------------------------------------------------------------------------|-------------------------------|---------------------------------------|-----------------------------------|--------------------|---------|----------------|---------------------|-----|----------------|-------------------------|--------|-------------------
2147|HD 316342                                                                                                |Star                           |17 48 41.9835618600 -30 00 52.967101068|359.4248665151750 -01.1321483393446| -3.517 -11.776     |10.59    |G5              |    ~     ~          |    1|  426.076   pc  |  -3.4311     +3.4311    |paral   |2020yCat.1350....0G
2148|HD 316344                                                                                                |Star                           |17 47 58.1762390544 -30 16 40.437415092|359.1179176455668 -01.1327207416120| -9.335 -16.169     |10.51    |K2              |    ~     ~          |    1|  663.438   pc  |  -6.9544     +6.9544    |paral   |2020yCat.1350....0G
2149|HD 316346                                                                                                |Star                           |17 47 30.8999232672 -30 13 36.767647272|359.1108329889297 -01.0223084834501| -1.661 -26.371     |10.53    |F5              |    ~     ~          |    1|  248.830   pc  |  -1.0216     +1.0216    |paral   |2020yCat.1350....0G
2150|HD 316349                                                                                                |Star                           |17 46 32.3392762656 -30 21 50.684801076|358.8842709314300 -00.9132481705357|  -0.129 -1.766     |10.72    |A               |    ~     ~          |    1| 1253.604   pc  | -24.0443    +24.0443    |paral   |2020yCat.1350....0G
2151|HD 316205                                                                                                |Star                           |17 45 14.4871124736 -28 27 33.100554852|000.3637539022196 +00.3195100558870|   4.248 -0.306     |10.39    |A0              |    ~     ~          |    1|  990.589   pc  | -15.4059    +15.4059    |paral   |2020yCat.1350....0G
2152|HD 316237                                                                                                |Star                           |17 45 14.0462301048 -29 36 57.812971248|359.3759659016777 -00.2826710948901|   0.041 -5.273     |10.72    |A0              |    ~     ~          |    1|  949.758   pc  | -21.8294    +21.8294    |paral   |2020yCat.1350....0G
2153|HD 316238                                                                                                |Star                           |17 45 01.9747538352 -29 37 34.172388768|359.3445307508513 -00.2506446224942|  -0.248 -2.847     |10.73    |F               |    ~     ~          |    1| 1378.170   pc  | -40.4562    +40.4562    |paral   |2020yCat.1350....0G
2154|HD 316255                                                                                                |Star                           |17 45 52.0624374432 -30 25 38.932761144|358.7548473222811 -00.8225466495273|  1.043 -22.645     |10.56    |F8              |    ~     ~          |    1|  168.626   pc  |  -0.5232     +0.5232    |paral   |2020yCat.1350....0G
2155|HD 316303                                                                                                |Star                           |17 48 38.3644096824 -28 47 29.336622864|000.4664005323655 -00.4903527335789|   1.123 -9.165     |10.83    |F0              |    ~     ~          |    1|  894.454   pc  | -15.8410    +15.8410    |paral   |2020yCat.1350....0G
2156|HD 316321                                                                                                |Pulsating Variable             |17 48 05.2023132048 -29 12 37.911745476|000.0450827229127 -00.6031083375201|   1.481 -3.792     |10.67    |B8              |    ~     ~          |    1| 1102.657   pc  | -22.9796    +22.9796    |paral   |2020yCat.1350....0G
2157|HD 316327                                                                                                |Star                           |17 47 06.1682216568 -29 18 37.490488740|359.8485637794060 -00.4711636590378|   0.318 -1.792     |10.7     |A0              |    ~     ~          |    1| 1155.936   pc  | -25.3876    +25.3876    |paral   |2020yCat.1350....0G
2158|HD 316335                                                                                                |Star                           |17 46 43.837 -29 41 50.70              |359.475664 -00.602644              |       6.9 -3.8     |10.87    |A2              |    ~     ~          |    0|                |                         |        |                   
2159|HD 316352                                                                                                |Star                           |17 46 58.7737283232 -30 23 39.847279236|358.9076468051476 -01.0102125810114|  -0.014 -3.223     |10.56    |A0              |    ~     ~          |    1|  641.684   pc  |  -7.7411     +7.7411    |paral   |2020yCat.1350....0G
2160|HD 316353                                                                                                |Star                           |17 48 13.0213035768 -30 20 53.447480880|359.0852941732499 -01.2147380128944|   0.863 -2.856     |10.98    |A0              |    ~     ~          |    1| 1615.248   pc  | -50.6151    +50.6151    |paral   |2020yCat.1350....0G
2161|HD 316356                                                                                                |Star                           |17 48 20.4175843752 -30 28 35.743565784|358.9889814003976 -01.3037618970320|-19.114 -29.722     |10.39    |F8              |    ~     ~          |    1|  152.149   pc  |  -0.4121     +0.4121    |paral   |2020yCat.1350....0G
2162|HD 318283                                                                                                |Spectroscopic Binary           |17 45 25.9438287696 -30 45 21.046549968|358.4257042295868 -00.9135918726420|  19.737 -8.835     |10.97    |F8              |    ~     ~          |    1|  260.186   pc  |  -2.6199     +2.6199    |paral   |2020yCat.1350....0G
2163|HD 318284                                                                                                |Star                           |17 45 46.0320690528 -30 46 42.966894720|358.4437431032658 -00.9868382968432|-18.296 -25.487     |10.54    |K7              |    ~     ~          |    1|  555.185   pc  |  -5.1475     +5.1475    |paral   |2020yCat.1350....0G
